layer,proj,row,col,weight,in_spike,out_spike
3,down_proj,458,1526,-0.65625,222.0,8576.0
3,down_proj,458,1526,0.0,222.0,8448.0
3,down_proj,458,1526,0.0,222.0,8448.0
3,down_proj,458,1526,0.0,222.0,8448.0
3,down_proj,458,1526,0.0,222.0,8448.0
3,down_proj,458,1526,0.0,222.0,8448.0
3,down_proj,458,1526,0.0,222.0,8448.0
3,down_proj,458,1526,0.0,222.0,8448.0
3,down_proj,458,1526,0.0,222.0,8448.0
3,down_proj,458,1526,0.0,222.0,8448.0
