model,category,layer,head,attention
gptq4,json_format,0,0,0.010434342
gptq4,json_format,0,1,0.014697266
gptq4,json_format,0,2,0.016999817
gptq4,json_format,0,3,0.02859192
gptq4,json_format,0,4,0.0062700273
gptq4,json_format,0,5,0.011933136
gptq4,json_format,0,6,0.0211792
gptq4,json_format,0,7,0.011540222
gptq4,json_format,0,8,0.0055965423
gptq4,json_format,0,9,0.002909279
gptq4,json_format,0,10,0.028692627
gptq4,json_format,0,11,0.0063577653
gptq4,json_format,0,12,0.00699234
gptq4,json_format,0,13,0.00488224
gptq4,json_format,0,14,0.011618042
gptq4,json_format,0,15,0.028494263
gptq4,json_format,0,16,0.02310791
gptq4,json_format,0,17,0.0026337623
gptq4,json_format,0,18,0.006603718
gptq4,json_format,0,19,0.04112854
gptq4,json_format,0,20,0.00585289
gptq4,json_format,0,21,0.028881837
gptq4,json_format,0,22,0.00988884
gptq4,json_format,0,23,0.015150452
gptq4,json_format,0,24,0.012834931
gptq4,json_format,0,25,0.0061744214
gptq4,json_format,0,26,0.012434388
gptq4,json_format,0,27,0.007091665
gptq4,json_format,1,0,0.014393997
gptq4,json_format,1,1,0.016657257
gptq4,json_format,1,2,0.011112213
gptq4,json_format,1,3,0.022821045
gptq4,json_format,1,4,0.010434437
gptq4,json_format,1,5,0.009601784
gptq4,json_format,1,6,0.006922531
gptq4,json_format,1,7,0.004945946
gptq4,json_format,1,8,0.0093833925
gptq4,json_format,1,9,0.006141281
gptq4,json_format,1,10,0.010970307
gptq4,json_format,1,11,0.014770508
gptq4,json_format,1,12,0.0125900265
gptq4,json_format,1,13,0.0059741973
gptq4,json_format,1,14,0.010417938
gptq4,json_format,1,15,0.0227417
gptq4,json_format,1,16,0.019718934
gptq4,json_format,1,17,0.008482361
gptq4,json_format,1,18,0.01002655
gptq4,json_format,1,19,0.021078492
gptq4,json_format,1,20,0.0046201707
gptq4,json_format,1,21,0.018535614
gptq4,json_format,1,22,0.036003113
gptq4,json_format,1,23,0.016394043
gptq4,json_format,1,24,0.020004272
gptq4,json_format,1,25,0.009358597
