layer,proj,quantizer,rows,cols,n_dead_cols,clip_frac,clip_frac_rtn,comp_disp,comp_disp_rel,wdisp_gptq,wdisp_rtn,obj_gptq,obj_rtn,obj_gptq_alt,obj_rtn_alt,hdiag_alt_corr,send_total,send_top1pct,send_top16_cols,hdiag_max_over_mean,cond_damped,awq_alpha,obj_awq,obj_awq_alt,protected,obj_gptq_tpl,obj_rtn_tpl,obj_gptq_ord,obj_rtn_ord,tplpos_ratio,lev_tpl,lev_ord,levpos,xnorm_tpl,xnorm_ord,xnormpos,tplpos_err_gptq,tplpos_err_rtn,p4_toprow_gptq,p4_toprow_share_gptq,p4_toprow_rtn,p4_toprow_share_rtn,p4_topcols,p4_topcols_share_gptq,p4_topcols_zero_gptq,p4_topcols_zero_rtn,p4_topcols_wnorm,p4_topcols_x
0,q_proj,gptq,4096,4096,0,0.0020211338996887207,0.001447439193725586,953.6904714993693,0.16309120457870166,1340.9967041015625,482.68939208984375,10.210805892944336,74.86592102050781,15.207008361816406,62.51034927368164,0.982268214225769,944.4156494140625,0.275128036737442,"2871,2650,3303,891,1669,2646,162,565,194,3608,2082,2333,4055,133,2877,87",613.0956420898438,,,,,0,8.723166465759277,21.24724769592285,7.94857120513916,40.353271484375,"0.099,0.099,3.763,0.744,2.582,0.400,0.714,0.487",777.8392944335938,789.6871948242188,"199.5,199.5,49.45,1637,36.83,1127,1624,1349",6.209587097167969,8.476394653320312,"7.273,7.273,0.9,8.473,0.6844,7.462,8.334,9.278","1.617,1.617,0.8482,3.967,0.5614,4.3,3.999,3.647","5.128,5.128,0.4373,4.6,0.3494,6.796,4.733,5.228",39,0.028091590851545334,4022,0.02054618112742901,"2229,2917,2581,345,2126,3483,1508,297",0.08272498846054077,0.38470458984375,0.34625244140625,"1.85,1.84,2.07,1.83,1.96,1.89,1.83,1.83","0.134,0.127,0.115,0.108,0.0874,0.085,0.0762,0.0762"
0,k_proj,gptq,1024,4096,0,0.0020139217376708984,0.0014109611511230469,648.5434072165167,0.21306728088564827,872.116455078125,285.19085693359375,6.958060264587402,29.85651969909668,11.01047134399414,25.975547790527344,0.982268214225769,643.6873779296875,0.30702874064445496,"2871,3303,2650,891,2646,565,162,1669,194,4055,3608,1384,87,2082,2535,2333",613.0956420898438,,,,,0,6.623885154724121,13.230652809143066,5.879387855529785,15.525524139404297,"0.085,0.085,6.479,1.113,4.374,0.922,1.107,0.701",777.8392944335938,789.6871948242188,"199.5,199.5,49.45,1637,36.83,1127,1624,1349",6.209587097167969,8.476394653320312,"7.273,7.273,0.9,8.473,0.6844,7.462,8.334,9.278","1.538,1.538,0.8076,3.53,0.4739,3.757,3.382,3.062","5.266,5.266,0.3173,3.346,0.2266,3.912,3.215,3.659",818,0.023421291261911392,875,0.01935468427836895,"2229,2917,2581,345,2126,3483,1508,297",0.07579266279935837,0.3621826171875,0.3040771484375,"1.76,1.77,1.79,1.76,1.63,1.68,1.74,1.63","0.134,0.127,0.115,0.108,0.0874,0.085,0.0762,0.0762"
0,v_proj,gptq,1024,4096,0,0.001992940902709961,0.0014576911926269531,5.5062560610217925,0.025151785393226517,18.632125854492188,17.150089263916016,0.06074756756424904,0.43858110904693604,0.07311534881591797,0.34837889671325684,0.982268214225769,5.356195449829102,0.07091646641492844,"2871,2650,891,2646,565,1669,194,162,2333,3608,87,133,2082,3303,1384,4055",613.0956420898438,,,,,0,0.03895628824830055,0.12320816516876221,0.037118569016456604,0.2239304780960083,"0.249,0.249,0.696,0.324,0.884,0.447,0.311,0.244",777.8392944335938,789.6871948242188,"199.5,199.5,49.45,1637,36.83,1127,1624,1349",6.209587097167969,8.476394653320312,"7.273,7.273,0.9,8.473,0.6844,7.462,8.334,9.278","0.08079,0.08079,0.05016,0.2936,0.0419,0.254,0.2825,0.2526","0.1618,0.1618,0.06011,0.5157,0.04457,0.3798,0.5063,0.511",844,0.03045561909675598,129,0.010903301648795605,"2229,2917,2581,345,2126,3483,1508,297",0.06337150186300278,0.481689453125,0.817626953125,"0.0661,0.0779,0.0883,0.073,0.0956,0.125,0.104,0.106","0.134,0.127,0.115,0.108,0.0874,0.085,0.0762,0.0762"
0,o_proj,gptq,4096,4096,0,0.0021052956581115723,0.0014528632164001465,59.461410156002785,0.050976995001067435,144.68109130859375,74.64352416992188,0.004544718191027641,0.012571033090353012,0.01108742505311966,0.012472154572606087,0.5945128202438354,59.2745361328125,0.12090761959552765,"272,386,3129,1311,314,285,1341,383,372,1289,511,357,263,413,2959,1297",100.36190032958984,,,,,0,0.0039998795837163925,0.004365229047834873,0.005397737491875887,0.006754785776138306,"0.127,0.127,0.280,0.732,1.170,1.367,1.034,1.004",4496.65771484375,4099.30078125,"115.6,115.6,641.6,700.8,1.668e+04,1.179e+04,1541,4383",0.43976396322250366,0.557219386100769,"0.3379,0.3379,0.2705,0.3739,0.6136,0.4913,0.4023,0.6908","0.01721,0.01721,0.02029,0.04591,0.09044,0.07847,0.05592,0.1069","0.04838,0.04838,0.03832,0.05365,0.08361,0.06712,0.05501,0.1066",291,0.06826815009117126,1039,0.014031430706381798,"3907,3932,3651,3676,3779,3804,3129,4035",0.20000934600830078,0.416351318359375,0.3531494140625,"0.41,0.558,0.351,0.383,0.985,0.805,0.805,0.936","0.0869,0.0825,0.0752,0.0732,0.0708,0.0698,0.0674,0.0664"
0,gate_proj,gptq,14336,4096,0,0.002067634037562779,0.0015205144882202148,246.64761905235355,0.025620974712645628,831.763671875,599.827880859375,4.935277938842773,10.697928428649902,9.390006065368652,10.877683639526367,0.6468554735183716,246.45803833007812,0.04554366692900658,"1856,1669,3488,2461,689,29,2082,2888,3261,2283,607,199,3485,2871,3303,541",15.964418411254883,,,,,0,5.642289161682129,6.856650352478027,3.7505388259887695,5.115962505340576,"0.041,0.041,0.784,1.170,1.161,1.787,1.042,0.903",4215.6396484375,2769.432373046875,"206.7,206.7,1829,7544,3736,7776,6659,5769",6.71059513092041,5.813721656799316,"7.307,7.307,4.473,7.731,5.293,6.263,7.692,7.62","0.5709,0.5709,1.542,3.164,2.234,3.21,2.995,2.8","2.821,2.821,1.741,2.925,2.073,2.401,2.933,2.946",12650,0.007414661813527346,8001,0.012039492838084698,"3485,709,29,4046,2389,3104,3596,3608",0.08784570544958115,0.361851304769516,0.355564683675766,"2.07,1.59,1.81,1.74,1.75,1.78,1.65,1.8","0.633,0.594,0.539,0.52,0.5,0.445,0.422,0.418"
0,up_proj,gptq,14336,4096,0,0.002053380012512207,0.0015333890914916992,195.45469518683217,0.024177203021125426,677.8505859375,487.1895446777344,4.108868598937988,8.61789321899414,7.483076095581055,8.767976760864258,0.6468554735183716,195.36428833007812,0.037730615586042404,"3488,1856,1669,2461,689,2888,29,199,2082,3261,2871,2283,541,3522,3485,2185",15.964418411254883,,,,,0,4.505949020385742,5.525938987731934,3.0255484580993652,4.1707963943481445,"0.043,0.043,0.740,1.170,1.137,1.661,1.049,0.907",4215.6396484375,2769.432373046875,"206.7,206.7,1829,7544,3736,7776,6659,5769",6.71059513092041,5.813721656799316,"7.307,7.307,4.473,7.731,5.293,6.263,7.692,7.62","0.5186,0.5186,1.339,2.869,1.965,2.795,2.731,2.52","2.504,2.504,1.557,2.652,1.843,2.169,2.666,2.647",4108,0.0015418544644489884,12829,0.002132125897333026,"3485,709,29,4046,2389,3104,3596,3608",0.07161802053451538,0.400974839925766,0.4246216118335724,"1.34,1.11,1.32,1.08,1.38,1.32,1.26,1.31","0.633,0.594,0.539,0.52,0.5,0.445,0.422,0.418"
0,down_proj,gptq,4096,14336,0,0.0020063774926321848,0.0015303066798618861,464.68573662868585,0.05726767435575419,981.4656372070312,502.564697265625,0.015406565740704536,0.058749884366989136,0.07421806454658508,0.30712229013442993,0.9984935522079468,462.8265686035156,0.09918614476919174,"8268,10585,2605,8001,11579,13768,8733,3106,5647,8509,8631,491,1456,7749,11381,3053",3447.137939453125,,,,,0,0.058846890926361084,0.796333372592926,0.016443423926830292,0.020450782030820847,"0.001,0.001,0.772,0.991,3.556,2.378,0.830,1.307",28983.25,10197.8515625,"209.8,209.8,7.558e+04,3.082e+04,2.455e+04,4.098e+04,2.567e+04,3.386e+04",3.3595798015594482,0.7231204509735107,"9.668,9.668,2.239,1.254,0.7945,0.8782,1.275,1.099","0.0617,0.0617,0.3784,0.2381,0.3088,0.2512,0.2217,0.236","1.728,1.728,0.4307,0.2391,0.1638,0.1629,0.2433,0.2064",1430,0.21394014358520508,3931,0.054759617894887924,"12650,12829,1794,10902,10835,10834,5505,10729",0.6288396120071411,0.43048095703125,0.4757080078125,"0.962,0.696,0.853,0.729,0.854,0.819,0.766,0.72","0.216,0.208,0.193,0.176,0.154,0.114,0.107,0.0962"
1,q_proj,gptq,4096,4096,0,0.0020452141761779785,0.0014661550521850586,450.1722269860009,0.07147411216517117,836.2889404296875,447.267333984375,7.5340399742126465,65.87418365478516,23.667566299438477,59.36631393432617,0.8561596274375916,447.54498291015625,0.19564782083034515,"3572,1935,1306,1472,1902,3829,2345,3490,2593,50,979,29,3261,1163,541,2717",110.27515411376953,,,,,0,11.733819961547852,21.901309967041016,7.8787665367126465,29.58371925354004,"1.072,1.072,0.735,0.339,0.536,0.939,0.262,0.308",1480.167724609375,1354.1416015625,"178.2,178.2,1930,1710,1386,2868,1616,1976",10.98386001586914,13.500446319580078,"3.932,3.932,12.83,14.25,13.13,12.65,13.24,13.92","2.473,2.473,4.085,3.217,3.895,4.785,2.685,3.052","2.388,2.388,4.766,5.527,5.319,4.939,5.251,5.503",1157,0.013455658219754696,950,0.009060514159500599,"788,3104,4046,709,3266,1472,2593,2272",0.7509711980819702,0.2882080078125,0.2490234375,"1.67,1.81,1.84,1.79,2.12,1.59,2.07,1.78","3.83,3.14,2.75,2.69,2.53,2.5,2.39,2.16"
1,k_proj,gptq,1024,4096,0,0.0020444393157958984,0.0014238357543945312,266.18706415702746,0.08435953000681533,459.793212890625,252.30661010742188,4.380624294281006,38.284767150878906,14.53585433959961,35.618377685546875,0.8561596274375916,265.1665954589844,0.21676206588745117,"3572,1935,1472,1306,3829,1902,2345,3490,2593,979,3261,29,541,50,1163,103",110.27515411376953,,,,,0,6.675723075866699,13.292230606079102,4.5607404708862305,16.996585845947266,"1.302,1.302,0.643,0.292,0.526,0.972,0.253,0.302",1480.167724609375,1354.1416015625,"178.2,178.2,1930,1710,1386,2868,1616,1976",10.98386001586914,13.500446319580078,"3.932,3.932,12.83,14.25,13.13,12.65,13.24,13.92","1.406,1.406,3.1,2.385,3.167,3.794,2.075,2.33","1.232,1.232,3.867,4.415,4.365,3.848,4.127,4.239",687,0.024842938408255577,552,0.01958169788122177,"788,3104,4046,709,3266,1472,2593,2272",0.8559762835502625,0.271240234375,0.2015380859375,"1.66,1.53,1.57,1.24,1.71,1.44,1.67,1.43","3.83,3.14,2.75,2.69,2.53,2.5,2.39,2.16"
1,v_proj,gptq,1024,4096,0,0.0020401477813720703,0.001458883285522461,7.083417840073934,0.02113727347756509,26.655380249023438,20.0921573638916,0.15215209126472473,1.6155104637145996,0.29907095432281494,1.4632571935653687,0.8561596274375916,7.048497200012207,0.10648893564939499,"3572,2058,2822,1472,2717,3448,3327,3508,911,689,1935,482,979,2461,2973,2578",110.27515411376953,,,,,0,0.14387810230255127,0.5467183589935303,0.1276199221611023,0.7299649715423584,"0.657,0.657,0.324,0.189,0.226,0.468,0.183,0.227",1480.167724609375,1354.1416015625,"178.2,178.2,1930,1710,1386,2868,1616,1976",10.98386001586914,13.500446319580078,"3.932,3.932,12.83,14.25,13.13,12.65,13.24,13.92","0.07662,0.07662,0.4566,0.3959,0.3808,0.5467,0.3708,0.439","0.09451,0.09451,0.8023,0.9115,0.8007,0.7988,0.8671,0.9222",568,0.01178780384361744,955,0.015732789412140846,"788,3104,4046,709,3266,1472,2593,2272",0.5262139439582825,0.5601806640625,0.87158203125,"0.0762,0.0789,0.126,0.0647,0.0831,0.0788,0.069,0.0882","3.83,3.14,2.75,2.69,2.53,2.5,2.39,2.16"
