model,category,layer,head,attention
gptq8,regex_or_format,0,0,0.0061855316
gptq8,regex_or_format,0,1,0.008456039
gptq8,regex_or_format,0,2,0.008462524
gptq8,regex_or_format,0,3,0.018180847
gptq8,regex_or_format,0,4,0.005204773
gptq8,regex_or_format,0,5,0.008558655
gptq8,regex_or_format,0,6,0.008553696
gptq8,regex_or_format,0,7,0.0063446043
gptq8,regex_or_format,0,8,0.0031486512
gptq8,regex_or_format,0,9,0.0023640632
gptq8,regex_or_format,0,10,0.019822692
gptq8,regex_or_format,0,11,0.008599472
gptq8,regex_or_format,0,12,0.005176163
gptq8,regex_or_format,0,13,0.0029399872
gptq8,regex_or_format,0,14,0.0055555343
gptq8,regex_or_format,0,15,0.01795349
gptq8,regex_or_format,0,16,0.014299011
gptq8,regex_or_format,0,17,0.0030237199
gptq8,regex_or_format,0,18,0.005888748
gptq8,regex_or_format,0,19,0.022379685
gptq8,regex_or_format,0,20,0.00783577
gptq8,regex_or_format,0,21,0.01963501
gptq8,regex_or_format,0,22,0.0057769776
gptq8,regex_or_format,0,23,0.009142304
gptq8,regex_or_format,0,24,0.007449341
gptq8,regex_or_format,0,25,0.00559082
gptq8,regex_or_format,0,26,0.008383179
gptq8,regex_or_format,0,27,0.0057048798
gptq8,regex_or_format,1,0,0.011289215
gptq8,regex_or_format,1,1,0.010553742
gptq8,regex_or_format,1,2,0.0061260224
gptq8,regex_or_format,1,3,0.015925597
gptq8,regex_or_format,1,4,0.0069929124
gptq8,regex_or_format,1,5,0.005406952
gptq8,regex_or_format,1,6,0.0046989443
gptq8,regex_or_format,1,7,0.0034849166
gptq8,regex_or_format,1,8,0.008536148
gptq8,regex_or_format,1,9,0.004955673
gptq8,regex_or_format,1,10,0.008766937
gptq8,regex_or_format,1,11,0.0070869448
gptq8,regex_or_format,1,12,0.004875374
gptq8,regex_or_format,1,13,0.0046964646
gptq8,regex_or_format,1,14,0.007115173
gptq8,regex_or_format,1,15,0.011261749
gptq8,regex_or_format,1,16,0.009874726
gptq8,regex_or_format,1,17,0.00985527
gptq8,regex_or_format,1,18,0.007296753
gptq8,regex_or_format,1,19,0.016841125
gptq8,regex_or_format,1,20,0.0048660277
gptq8,regex_or_format,1,21,0.014046478
gptq8,regex_or_format,1,22,0.012620544
gptq8,regex_or_format,1,23,0.007492828
gptq8,regex_or_format,1,24,0.008424377
gptq8,regex_or_format,1,25,0.016015625
gptq8,regex_or_format,1,26,0.016993713
gptq8,regex_or_format,1,27,0.0061546327
gptq8,regex_or_format,2,0,0.0036522865
gptq8,regex_or_format,2,1,0.0051861764
gptq8,regex_or_format,2,2,0.0041612624
gptq8,regex_or_format,2,3,0.0034740448
gptq8,regex_or_format,2,4,0.0035007477
gptq8,regex_or_format,2,5,0.004596901
gptq8,regex_or_format,2,6,0.0032073022
gptq8,regex_or_format,2,7,0.00574646
gptq8,regex_or_format,2,8,0.0077976226
gptq8,regex_or_format,2,9,0.01095562
gptq8,regex_or_format,2,10,0.007963181
gptq8,regex_or_format,2,11,0.0069381716
gptq8,regex_or_format,2,12,0.017326355
gptq8,regex_or_format,2,13,0.004212761
gptq8,regex_or_format,2,14,0.005396652
gptq8,regex_or_format,2,15,0.008724213
gptq8,regex_or_format,2,16,0.012203979
gptq8,regex_or_format,2,17,0.010053253
gptq8,regex_or_format,2,18,0.0048745633
gptq8,regex_or_format,2,19,0.010157776
gptq8,regex_or_format,2,20,0.017713357
gptq8,regex_or_format,2,21,0.006445694
gptq8,regex_or_format,2,22,0.0037714005
gptq8,regex_or_format,2,23,0.006744194
gptq8,regex_or_format,2,24,0.0046411515
gptq8,regex_or_format,2,25,0.005853653
gptq8,regex_or_format,2,26,0.0051078796
gptq8,regex_or_format,2,27,0.008058548
gptq8,regex_or_format,3,0,0.0023109436
gptq8,regex_or_format,3,1,0.006889248
gptq8,regex_or_format,3,2,0.00090055465
gptq8,regex_or_format,3,3,0.008913803
gptq8,regex_or_format,3,4,0.0072631836
gptq8,regex_or_format,3,5,0.005873871
gptq8,regex_or_format,3,6,0.0022281646
gptq8,regex_or_format,3,7,0.005622101
gptq8,regex_or_format,3,8,0.002440834
gptq8,regex_or_format,3,9,0.0056495667
gptq8,regex_or_format,3,10,0.009238815
gptq8,regex_or_format,3,11,0.004682732
gptq8,regex_or_format,3,12,0.004771614
gptq8,regex_or_format,3,13,0.008213806
gptq8,regex_or_format,3,14,0.012178421
gptq8,regex_or_format,3,15,0.015904237
gptq8,regex_or_format,3,16,0.0070423125
gptq8,regex_or_format,3,17,0.006683731
gptq8,regex_or_format,3,18,0.0025927543
gptq8,regex_or_format,3,19,0.005265427
gptq8,regex_or_format,3,20,0.024057006
gptq8,regex_or_format,3,21,0.005125618
gptq8,regex_or_format,3,22,0.010379791
gptq8,regex_or_format,3,23,0.007543564
gptq8,regex_or_format,3,24,0.012521362
gptq8,regex_or_format,3,25,0.016117096
gptq8,regex_or_format,3,26,0.009697914
gptq8,regex_or_format,3,27,0.013589477
gptq8,regex_or_format,4,0,0.0027916431
gptq8,regex_or_format,4,1,0.0069971085
gptq8,regex_or_format,4,2,0.018864442
gptq8,regex_or_format,4,3,0.0016862869
gptq8,regex_or_format,4,4,0.027403831
gptq8,regex_or_format,4,5,0.0056293486
gptq8,regex_or_format,4,6,0.016271781
gptq8,regex_or_format,4,7,5.233288e-06
gptq8,regex_or_format,4,8,0.0003649473
gptq8,regex_or_format,4,9,0.0007926941
gptq8,regex_or_format,4,10,0.00045847893
gptq8,regex_or_format,4,11,0.0016228675
gptq8,regex_or_format,4,12,0.0020196915
gptq8,regex_or_format,4,13,0.00011594295
gptq8,regex_or_format,4,14,0.0035310746
gptq8,regex_or_format,4,15,0.0023869514
gptq8,regex_or_format,4,16,0.0026741982
gptq8,regex_or_format,4,17,0.004710579
gptq8,regex_or_format,4,18,0.0017690659
gptq8,regex_or_format,4,19,0.006254196
gptq8,regex_or_format,4,20,0.0016023635
gptq8,regex_or_format,4,21,0.0086776735
gptq8,regex_or_format,4,22,0.002064705
gptq8,regex_or_format,4,23,0.0024535179
gptq8,regex_or_format,4,24,0.001936531
gptq8,regex_or_format,4,25,0.008984375
gptq8,regex_or_format,4,26,0.006865597
gptq8,regex_or_format,4,27,0.0045322417
gptq8,regex_or_format,5,0,0.007730675
gptq8,regex_or_format,5,1,0.0076675415
gptq8,regex_or_format,5,2,0.010619354
gptq8,regex_or_format,5,3,0.007387924
gptq8,regex_or_format,5,4,0.0070726397
gptq8,regex_or_format,5,5,0.0036423684
gptq8,regex_or_format,5,6,0.0024406672
gptq8,regex_or_format,5,7,0.003090477
gptq8,regex_or_format,5,8,0.0033915997
gptq8,regex_or_format,5,9,0.005938721
gptq8,regex_or_format,5,10,0.006264305
gptq8,regex_or_format,5,11,0.0011113167
gptq8,regex_or_format,5,12,0.008027268
gptq8,regex_or_format,5,13,0.0040634153
gptq8,regex_or_format,5,14,0.0032684326
gptq8,regex_or_format,5,15,0.0008500099
gptq8,regex_or_format,5,16,0.003342104
gptq8,regex_or_format,5,17,0.0014137268
gptq8,regex_or_format,5,18,0.000330925
gptq8,regex_or_format,5,19,0.0015769124
gptq8,regex_or_format,5,20,0.00059421064
gptq8,regex_or_format,5,21,0.0011018992
gptq8,regex_or_format,5,22,0.0039068223
gptq8,regex_or_format,5,23,0.0052322387
gptq8,regex_or_format,5,24,0.0033612251
gptq8,regex_or_format,5,25,0.0018918037
gptq8,regex_or_format,5,26,0.0018819809
gptq8,regex_or_format,5,27,0.02480049
gptq8,regex_or_format,6,0,0.0030944825
gptq8,regex_or_format,6,1,0.0026046752
gptq8,regex_or_format,6,2,0.0049230577
gptq8,regex_or_format,6,3,0.0050448417
gptq8,regex_or_format,6,4,0.0016776562
gptq8,regex_or_format,6,5,0.0006943345
gptq8,regex_or_format,6,6,0.008480644
gptq8,regex_or_format,6,7,0.011741638
gptq8,regex_or_format,6,8,0.015688132
gptq8,regex_or_format,6,9,0.013223266
gptq8,regex_or_format,6,10,0.009918976
gptq8,regex_or_format,6,11,0.0044524195
gptq8,regex_or_format,6,12,0.0022408008
gptq8,regex_or_format,6,13,0.0054576397
gptq8,regex_or_format,6,14,0.0048402785
gptq8,regex_or_format,6,15,0.010982513
gptq8,regex_or_format,6,16,0.009990883
gptq8,regex_or_format,6,17,0.004510498
gptq8,regex_or_format,6,18,0.0016927242
gptq8,regex_or_format,6,19,0.0024040223
gptq8,regex_or_format,6,20,0.0035945892
gptq8,regex_or_format,6,21,0.005501175
gptq8,regex_or_format,6,22,0.009072876
gptq8,regex_or_format,6,23,0.008530808
gptq8,regex_or_format,6,24,0.0039491653
gptq8,regex_or_format,6,25,0.0022930144
gptq8,regex_or_format,6,26,0.0020533563
gptq8,regex_or_format,6,27,0.0053138733
gptq8,regex_or_format,7,0,0.006521034
gptq8,regex_or_format,7,1,0.005545425
gptq8,regex_or_format,7,2,0.011618805
gptq8,regex_or_format,7,3,0.0050937654
gptq8,regex_or_format,7,4,0.0030950545
gptq8,regex_or_format,7,5,0.0058044433
gptq8,regex_or_format,7,6,0.0031783103
gptq8,regex_or_format,7,7,0.009374237
gptq8,regex_or_format,7,8,0.0059344294
gptq8,regex_or_format,7,9,0.012038803
gptq8,regex_or_format,7,10,0.0041063307
gptq8,regex_or_format,7,11,0.008914566
gptq8,regex_or_format,7,12,0.004716492
gptq8,regex_or_format,7,13,0.009911919
gptq8,regex_or_format,7,14,0.0066040037
gptq8,regex_or_format,7,15,0.0026829243
gptq8,regex_or_format,7,16,0.008471298
gptq8,regex_or_format,7,17,0.006092453
gptq8,regex_or_format,7,18,0.007464981
gptq8,regex_or_format,7,19,0.0015535832
gptq8,regex_or_format,7,20,0.008708572
gptq8,regex_or_format,7,21,0.009498214
gptq8,regex_or_format,7,22,0.018388176
gptq8,regex_or_format,7,23,0.006271553
gptq8,regex_or_format,7,24,0.006486702
gptq8,regex_or_format,7,25,0.003452301
gptq8,regex_or_format,7,26,0.008914471
gptq8,regex_or_format,7,27,0.00772171
gptq8,regex_or_format,8,0,0.01211605
gptq8,regex_or_format,8,1,0.009402466
gptq8,regex_or_format,8,2,0.014935684
gptq8,regex_or_format,8,3,0.0069562914
