model,category,layer,head,attention
gptq2,bullet_points,0,0,0.0029525757
gptq2,bullet_points,0,1,0.0058517456
gptq2,bullet_points,0,2,0.0025074005
gptq2,bullet_points,0,3,0.011453247
gptq2,bullet_points,0,4,0.0028160096
gptq2,bullet_points,0,5,0.0071289064
gptq2,bullet_points,0,6,0.004790497
gptq2,bullet_points,0,7,0.002999878
gptq2,bullet_points,0,8,0.0016460419
gptq2,bullet_points,0,9,0.0017822266
gptq2,bullet_points,0,10,0.010206604
gptq2,bullet_points,0,11,0.0034500123
gptq2,bullet_points,0,12,0.005139923
gptq2,bullet_points,0,13,0.0018722534
gptq2,bullet_points,0,14,0.00283432
gptq2,bullet_points,0,15,0.01005249
gptq2,bullet_points,0,16,0.009127808
gptq2,bullet_points,0,17,0.002456665
gptq2,bullet_points,0,18,0.004486084
gptq2,bullet_points,0,19,0.011053467
gptq2,bullet_points,0,20,0.0029319762
gptq2,bullet_points,0,21,0.009280396
gptq2,bullet_points,0,22,0.0015815735
gptq2,bullet_points,0,23,0.0045516966
gptq2,bullet_points,0,24,0.004724884
gptq2,bullet_points,0,25,0.004234314
gptq2,bullet_points,0,26,0.003943634
gptq2,bullet_points,0,27,0.0032455444
gptq2,bullet_points,1,0,0.009284973
gptq2,bullet_points,1,1,0.0076843263
gptq2,bullet_points,1,2,0.0036468506
gptq2,bullet_points,1,3,0.008659363
gptq2,bullet_points,1,4,0.007649231
gptq2,bullet_points,1,5,0.0055221557
gptq2,bullet_points,1,6,0.0032096864
gptq2,bullet_points,1,7,0.0014949798
gptq2,bullet_points,1,8,0.004876709
gptq2,bullet_points,1,9,0.0029541017
gptq2,bullet_points,1,10,0.0043167113
gptq2,bullet_points,1,11,0.0021896362
gptq2,bullet_points,1,12,0.0022949218
gptq2,bullet_points,1,13,0.0029167174
gptq2,bullet_points,1,14,0.0038757324
gptq2,bullet_points,1,15,0.0042686462
gptq2,bullet_points,1,16,0.004527283
gptq2,bullet_points,1,17,0.0056236265
gptq2,bullet_points,1,18,0.0041572573
gptq2,bullet_points,1,19,0.011206055
gptq2,bullet_points,1,20,0.003338623
gptq2,bullet_points,1,21,0.002910614
gptq2,bullet_points,1,22,0.0047698976
gptq2,bullet_points,1,23,0.003452301
gptq2,bullet_points,1,24,0.0050056456
gptq2,bullet_points,1,25,0.016244506
gptq2,bullet_points,1,26,0.010215759
gptq2,bullet_points,1,27,0.0036354065
gptq2,bullet_points,2,0,0.001820755
gptq2,bullet_points,2,1,0.0019130707
gptq2,bullet_points,2,2,0.0018352509
gptq2,bullet_points,2,3,0.0021648407
gptq2,bullet_points,2,4,0.0011177063
gptq2,bullet_points,2,5,0.004161072
gptq2,bullet_points,2,6,0.002412796
gptq2,bullet_points,2,7,0.0027633668
gptq2,bullet_points,2,8,0.0023513795
gptq2,bullet_points,2,9,0.004811478
gptq2,bullet_points,2,10,0.0049182894
gptq2,bullet_points,2,11,0.0035263062
gptq2,bullet_points,2,12,0.008957672
gptq2,bullet_points,2,13,0.0021438599
gptq2,bullet_points,2,14,0.0038379668
gptq2,bullet_points,2,15,0.005143738
gptq2,bullet_points,2,16,0.0075401305
gptq2,bullet_points,2,17,0.0071258545
gptq2,bullet_points,2,18,0.00274086
gptq2,bullet_points,2,19,0.0035530091
gptq2,bullet_points,2,20,0.0074752807
gptq2,bullet_points,2,21,0.0049888613
gptq2,bullet_points,2,22,0.0019893646
gptq2,bullet_points,2,23,0.0017156601
gptq2,bullet_points,2,24,0.0033943176
gptq2,bullet_points,2,25,0.0024604797
gptq2,bullet_points,2,26,0.0017784119
gptq2,bullet_points,2,27,0.004295349
gptq2,bullet_points,3,0,0.0013412476
gptq2,bullet_points,3,1,0.0014902115
gptq2,bullet_points,3,2,0.0005935669
gptq2,bullet_points,3,3,0.005556488
gptq2,bullet_points,3,4,0.0040214537
gptq2,bullet_points,3,5,0.0024158477
gptq2,bullet_points,3,6,0.0009996414
gptq2,bullet_points,3,7,0.004914093
gptq2,bullet_points,3,8,0.0010185242
gptq2,bullet_points,3,9,0.003157425
gptq2,bullet_points,3,10,0.0061538694
gptq2,bullet_points,3,11,0.0020694733
gptq2,bullet_points,3,12,0.0026550293
gptq2,bullet_points,3,13,0.003952789
gptq2,bullet_points,3,14,0.0033187866
gptq2,bullet_points,3,15,0.0041915895
gptq2,bullet_points,3,16,0.0037368773
gptq2,bullet_points,3,17,0.0054710386
gptq2,bullet_points,3,18,0.0011371613
gptq2,bullet_points,3,19,0.0015953064
gptq2,bullet_points,3,20,0.017758941
gptq2,bullet_points,3,21,0.0018791199
gptq2,bullet_points,3,22,0.002469635
gptq2,bullet_points,3,23,0.0019424439
gptq2,bullet_points,3,24,0.0037345886
gptq2,bullet_points,3,25,0.0073135374
gptq2,bullet_points,3,26,0.004509735
gptq2,bullet_points,3,27,0.0053482056
gptq2,bullet_points,4,0,0.002878189
gptq2,bullet_points,4,1,0.0026119233
gptq2,bullet_points,4,2,0.0059692385
gptq2,bullet_points,4,3,0.0007016182
gptq2,bullet_points,4,4,0.0097114565
gptq2,bullet_points,4,5,0.0020820617
gptq2,bullet_points,4,6,0.007447052
gptq2,bullet_points,4,7,9.417534e-07
gptq2,bullet_points,4,8,0.00029559137
gptq2,bullet_points,4,9,0.00019958019
gptq2,bullet_points,4,10,0.00018769503
gptq2,bullet_points,4,11,0.00023024082
gptq2,bullet_points,4,12,0.0006473541
gptq2,bullet_points,4,13,1.97649e-05
gptq2,bullet_points,4,14,0.0026952743
gptq2,bullet_points,4,15,0.0016880035
gptq2,bullet_points,4,16,0.0037254333
gptq2,bullet_points,4,17,0.0033432008
gptq2,bullet_points,4,18,0.0020820617
gptq2,bullet_points,4,19,0.005832672
gptq2,bullet_points,4,20,0.00079317094
gptq2,bullet_points,4,21,0.0032909394
gptq2,bullet_points,4,22,0.0012713432
gptq2,bullet_points,4,23,0.00097351073
gptq2,bullet_points,4,24,0.0011077881
gptq2,bullet_points,4,25,0.0056625367
gptq2,bullet_points,4,26,0.00092773436
gptq2,bullet_points,4,27,0.0019300461
gptq2,bullet_points,5,0,0.001474762
gptq2,bullet_points,5,1,0.0054725646
gptq2,bullet_points,5,2,0.002793312
gptq2,bullet_points,5,3,0.0039007186
gptq2,bullet_points,5,4,0.0097290035
gptq2,bullet_points,5,5,0.00029125213
gptq2,bullet_points,5,6,0.001124382
gptq2,bullet_points,5,7,0.0016937256
gptq2,bullet_points,5,8,0.0016166687
gptq2,bullet_points,5,9,0.0015686036
gptq2,bullet_points,5,10,0.0013160706
gptq2,bullet_points,5,11,0.0013311387
gptq2,bullet_points,5,12,0.004877472
gptq2,bullet_points,5,13,0.002370453
gptq2,bullet_points,5,14,0.0006210804
gptq2,bullet_points,5,15,0.00019445419
gptq2,bullet_points,5,16,0.0005846977
gptq2,bullet_points,5,17,0.0008775711
gptq2,bullet_points,5,18,0.00018560886
gptq2,bullet_points,5,19,0.00012433529
gptq2,bullet_points,5,20,0.00029091834
gptq2,bullet_points,5,21,0.0002651453
gptq2,bullet_points,5,22,0.0024321557
gptq2,bullet_points,5,23,0.0013788224
gptq2,bullet_points,5,24,0.0014627457
gptq2,bullet_points,5,25,0.0008215904
gptq2,bullet_points,5,26,0.00077266694
gptq2,bullet_points,5,27,0.008418465
gptq2,bullet_points,6,0,0.0014907836
gptq2,bullet_points,6,1,0.0019378662
gptq2,bullet_points,6,2,0.0042068483
gptq2,bullet_points,6,3,0.0010736466
gptq2,bullet_points,6,4,0.0008014679
gptq2,bullet_points,6,5,0.00046257972
gptq2,bullet_points,6,6,0.0020927428
gptq2,bullet_points,6,7,0.009199524
gptq2,bullet_points,6,8,0.010350036
gptq2,bullet_points,6,9,0.0090408325
gptq2,bullet_points,6,10,0.0024162293
gptq2,bullet_points,6,11,0.0028886795
gptq2,bullet_points,6,12,0.0022514344
gptq2,bullet_points,6,13,0.004637909
gptq2,bullet_points,6,14,0.0026306151
gptq2,bullet_points,6,15,0.006343079
gptq2,bullet_points,6,16,0.002551651
gptq2,bullet_points,6,17,0.00589447
gptq2,bullet_points,6,18,0.0006343365
gptq2,bullet_points,6,19,0.0017442703
gptq2,bullet_points,6,20,0.0052612303
gptq2,bullet_points,6,21,0.0021923066
