model,category,layer,head,attention
gptq2,word_limit,0,0,0.0012283325
gptq2,word_limit,0,1,0.0024993897
gptq2,word_limit,0,2,0.0007213593
gptq2,word_limit,0,3,0.0026779175
gptq2,word_limit,0,4,0.0012908935
gptq2,word_limit,0,5,0.001991272
gptq2,word_limit,0,6,0.0013175964
gptq2,word_limit,0,7,0.0009567261
gptq2,word_limit,0,8,0.0002801895
gptq2,word_limit,0,9,0.00050010683
gptq2,word_limit,0,10,0.0030578612
gptq2,word_limit,0,11,0.00153656
gptq2,word_limit,0,12,0.00071601867
gptq2,word_limit,0,13,0.00072746276
gptq2,word_limit,0,14,0.0005996704
gptq2,word_limit,0,15,0.0025970459
gptq2,word_limit,0,16,0.0033843995
gptq2,word_limit,0,17,0.00039901733
gptq2,word_limit,0,18,0.0011871338
gptq2,word_limit,0,19,0.0039123534
gptq2,word_limit,0,20,0.0014915466
gptq2,word_limit,0,21,0.0022277832
gptq2,word_limit,0,22,0.0002960205
gptq2,word_limit,0,23,0.0010093689
gptq2,word_limit,0,24,0.00082931516
gptq2,word_limit,0,25,0.000831604
gptq2,word_limit,0,26,0.0007129669
gptq2,word_limit,0,27,0.0008865356
gptq2,word_limit,1,0,0.002458191
gptq2,word_limit,1,1,0.0024032593
gptq2,word_limit,1,2,0.00077857974
gptq2,word_limit,1,3,0.0026168823
gptq2,word_limit,1,4,0.0027053833
gptq2,word_limit,1,5,0.002165222
gptq2,word_limit,1,6,0.0009513855
gptq2,word_limit,1,7,0.00040359498
gptq2,word_limit,1,8,0.0014701843
gptq2,word_limit,1,9,0.0008049011
gptq2,word_limit,1,10,0.0011863708
gptq2,word_limit,1,11,0.00042877198
gptq2,word_limit,1,12,0.0008659363
gptq2,word_limit,1,13,0.00073661807
gptq2,word_limit,1,14,0.0010261536
gptq2,word_limit,1,15,0.0013801574
gptq2,word_limit,1,16,0.0019088745
gptq2,word_limit,1,17,0.0015228272
gptq2,word_limit,1,18,0.00096588134
gptq2,word_limit,1,19,0.004916382
gptq2,word_limit,1,20,0.0015029907
gptq2,word_limit,1,21,0.00083312986
gptq2,word_limit,1,22,0.0010078431
gptq2,word_limit,1,23,0.0011581421
gptq2,word_limit,1,24,0.0013511658
gptq2,word_limit,1,25,0.0043243407
gptq2,word_limit,1,26,0.003414917
gptq2,word_limit,1,27,0.0013442993
gptq2,word_limit,2,0,0.00033130645
gptq2,word_limit,2,1,0.00073928834
gptq2,word_limit,2,2,0.000491333
gptq2,word_limit,2,3,0.0012145996
gptq2,word_limit,2,4,0.00022792816
gptq2,word_limit,2,5,0.0010566711
gptq2,word_limit,2,6,0.00047988893
gptq2,word_limit,2,7,0.00061798096
gptq2,word_limit,2,8,0.0006393433
gptq2,word_limit,2,9,0.0005405426
gptq2,word_limit,2,10,0.0010047912
gptq2,word_limit,2,11,0.0006233215
gptq2,word_limit,2,12,0.0015197754
gptq2,word_limit,2,13,0.0009857178
gptq2,word_limit,2,14,0.0009414673
gptq2,word_limit,2,15,0.0009895324
gptq2,word_limit,2,16,0.0017196655
gptq2,word_limit,2,17,0.0017562866
gptq2,word_limit,2,18,0.00038433075
gptq2,word_limit,2,19,0.0010818482
gptq2,word_limit,2,20,0.0014480591
gptq2,word_limit,2,21,0.0019332885
gptq2,word_limit,2,22,0.0011268615
gptq2,word_limit,2,23,0.00040016175
gptq2,word_limit,2,24,0.0009140015
gptq2,word_limit,2,25,0.0007957459
gptq2,word_limit,2,26,0.0006820679
gptq2,word_limit,2,27,0.0017028808
gptq2,word_limit,3,0,0.00056381227
gptq2,word_limit,3,1,0.00031871797
gptq2,word_limit,3,2,0.00017633438
gptq2,word_limit,3,3,0.000994873
gptq2,word_limit,3,4,0.0011192322
gptq2,word_limit,3,5,0.00071105955
gptq2,word_limit,3,6,0.00031490327
gptq2,word_limit,3,7,0.00097122195
gptq2,word_limit,3,8,0.00040245056
gptq2,word_limit,3,9,0.00078277587
gptq2,word_limit,3,10,0.0024047852
gptq2,word_limit,3,11,0.00045547486
gptq2,word_limit,3,12,0.0010124206
gptq2,word_limit,3,13,0.00084152224
gptq2,word_limit,3,14,0.0011390686
gptq2,word_limit,3,15,0.0007713318
gptq2,word_limit,3,16,0.00094299315
gptq2,word_limit,3,17,0.0015235901
gptq2,word_limit,3,18,0.000497818
gptq2,word_limit,3,19,0.00053100585
gptq2,word_limit,3,20,0.0014877319
gptq2,word_limit,3,21,0.00035419464
gptq2,word_limit,3,22,0.00081100466
gptq2,word_limit,3,23,0.00049629214
gptq2,word_limit,3,24,0.0009536743
gptq2,word_limit,3,25,0.0011024475
gptq2,word_limit,3,26,0.0015869141
gptq2,word_limit,3,27,0.0011741638
gptq2,word_limit,4,0,0.00069236755
gptq2,word_limit,4,1,0.00076179503
gptq2,word_limit,4,2,0.00077018735
gptq2,word_limit,4,3,0.00011329651
gptq2,word_limit,4,4,0.0018859863
gptq2,word_limit,4,5,0.00034713745
gptq2,word_limit,4,6,0.0012794494
gptq2,word_limit,4,7,7.152558e-08
gptq2,word_limit,4,8,2.7060509e-05
gptq2,word_limit,4,9,2.5987625e-05
gptq2,word_limit,4,10,1.1312962e-05
