model,category,layer,head,attention
gptq3,regex_or_format,0,0,0.005982399
gptq3,regex_or_format,0,1,0.008113479
gptq3,regex_or_format,0,2,0.00866909
gptq3,regex_or_format,0,3,0.018141175
gptq3,regex_or_format,0,4,0.004989624
gptq3,regex_or_format,0,5,0.008207321
gptq3,regex_or_format,0,6,0.008683014
gptq3,regex_or_format,0,7,0.0067893984
gptq3,regex_or_format,0,8,0.0031495094
gptq3,regex_or_format,0,9,0.0024066926
gptq3,regex_or_format,0,10,0.019819641
gptq3,regex_or_format,0,11,0.00842247
gptq3,regex_or_format,0,12,0.0048984527
gptq3,regex_or_format,0,13,0.0029473305
gptq3,regex_or_format,0,14,0.0055555343
gptq3,regex_or_format,0,15,0.01795349
gptq3,regex_or_format,0,16,0.015118408
gptq3,regex_or_format,0,17,0.0032358407
gptq3,regex_or_format,0,18,0.006024742
gptq3,regex_or_format,0,19,0.024290085
gptq3,regex_or_format,0,20,0.008133316
gptq3,regex_or_format,0,21,0.020141602
gptq3,regex_or_format,0,22,0.0058914186
gptq3,regex_or_format,0,23,0.009610367
gptq3,regex_or_format,0,24,0.008029175
gptq3,regex_or_format,0,25,0.006093216
gptq3,regex_or_format,0,26,0.009046936
gptq3,regex_or_format,0,27,0.0061771395
gptq3,regex_or_format,1,0,0.011116028
gptq3,regex_or_format,1,1,0.010322953
gptq3,regex_or_format,1,2,0.006637001
gptq3,regex_or_format,1,3,0.01598816
gptq3,regex_or_format,1,4,0.0069096563
gptq3,regex_or_format,1,5,0.005659485
gptq3,regex_or_format,1,6,0.0051568984
gptq3,regex_or_format,1,7,0.0034228326
gptq3,regex_or_format,1,8,0.00938797
gptq3,regex_or_format,1,9,0.004870987
gptq3,regex_or_format,1,10,0.00872612
gptq3,regex_or_format,1,11,0.0072969436
gptq3,regex_or_format,1,12,0.004891014
gptq3,regex_or_format,1,13,0.004534149
gptq3,regex_or_format,1,14,0.0069330214
gptq3,regex_or_format,1,15,0.011037827
gptq3,regex_or_format,1,16,0.009990692
gptq3,regex_or_format,1,17,0.009593201
gptq3,regex_or_format,1,18,0.007126236
gptq3,regex_or_format,1,19,0.017295837
gptq3,regex_or_format,1,20,0.0045755384
gptq3,regex_or_format,1,21,0.015662193
gptq3,regex_or_format,1,22,0.012407303
gptq3,regex_or_format,1,23,0.0072402954
gptq3,regex_or_format,1,24,0.008575058
gptq3,regex_or_format,1,25,0.017188262
gptq3,regex_or_format,1,26,0.019969558
gptq3,regex_or_format,1,27,0.006408119
gptq3,regex_or_format,2,0,0.0029478073
gptq3,regex_or_format,2,1,0.005129242
gptq3,regex_or_format,2,2,0.0048059463
gptq3,regex_or_format,2,3,0.0035503388
gptq3,regex_or_format,2,4,0.0026123046
gptq3,regex_or_format,2,5,0.0045475005
gptq3,regex_or_format,2,6,0.003310585
