layer,proj,quantizer,rows,cols,n_dead_cols,clip_frac,clip_frac_rtn,comp_disp,comp_disp_rel,wdisp_gptq,wdisp_rtn,obj_gptq,obj_rtn,obj_gptq_alt,obj_rtn_alt,hdiag_alt_corr,send_total,send_top1pct,send_top16_cols,hdiag_max_over_mean,cond_damped,awq_alpha,obj_awq,obj_awq_alt,protected,obj_gptq_tpl,obj_rtn_tpl,obj_gptq_ord,obj_rtn_ord,tplpos_ratio,lev_tpl,lev_ord,levpos,xnorm_tpl,xnorm_ord,xnormpos,tplpos_err_gptq,tplpos_err_rtn
0,q_proj,gptq,4096,4096,0,0.00010222196578979492,4.315376281738281e-05,1620.6919881714196,0.27715555151386717,2759.478515625,1093.89990234375,17.669422149658203,98.76221466064453,24.26700210571289,80.25132751464844,0.982268214225769,1555.6796875,0.18582762777805328,"2871,2650,3303,891,162,2646,1669,565,194,3608,2333,2082,4055,133,2877,87",613.0956420898438,,,,,0,13.27485466003418,30.578746795654297,12.644980430603027,48.878395080566406,"0.116,0.116,1.131,0.625,0.692,0.544,0.610,0.393",777.8392944335938,789.6871948242188,"199.5,199.5,49.45,1637,36.83,1127,1624,1349",6.209587097167969,8.476394653320312,"7.273,7.273,0.9,8.473,0.6844,7.462,8.334,9.278","1.875,1.875,1.021,5.228,0.7468,5.133,4.892,4.468","5.507,5.507,0.9598,6.614,0.8978,6.96,6.264,7.129"
0,k_proj,gptq,1024,4096,0,7.891654968261719e-05,4.0531158447265625e-05,1155.2247705676036,0.3795283367893553,1973.100341796875,775.3154296875,12.58867359161377,70.65058898925781,17.478130340576172,59.68520736694336,0.982268214225769,1107.9488525390625,0.18612687289714813,"2871,3303,2650,891,2646,565,162,1669,194,4055,3608,1384,87,2082,2535,2333",613.0956420898438,,,,,0,9.954493522644043,26.74094581604004,8.942178726196289,36.27739334106445,"0.092,0.092,1.785,0.460,0.899,0.668,0.467,0.433",777.8392944335938,789.6871948242188,"199.5,199.5,49.45,1637,36.83,1127,1624,1349",6.209587097167969,8.476394653320312,"7.273,7.273,0.9,8.473,0.6844,7.462,8.334,9.278","1.762,1.762,0.877,4.389,0.6389,4.398,4.138,4.063","5.805,5.805,0.6565,6.469,0.6738,5.381,6.058,6.175"
0,v_proj,gptq,1024,4096,0,0.00014972686767578125,4.57763671875e-05,20.132054580669895,0.0919603285292489,51.68775939941406,31.898128509521484,0.2201652079820633,0.6978746056556702,0.2705420255661011,0.5514010190963745,0.982268214225769,19.46316146850586,0.09085119515657425,"891,194,1669,87,3788,1421,2650,133,3117,1406,2646,4,2333,3153,2069,29",613.0956420898438,,,,,0,0.13846619427204132,0.21041733026504517,0.14133137464523315,0.3521205484867096,"0.354,0.354,1.724,0.698,1.520,1.112,0.644,0.477",777.8392944335938,789.6871948242188,"199.5,199.5,49.45,1637,36.83,1127,1624,1349",6.209587097167969,8.476394653320312,"7.273,7.273,0.9,8.473,0.6844,7.462,8.334,9.278","0.1082,0.1082,0.09859,0.5681,0.07287,0.4683,0.5381,0.4875","0.1818,0.1818,0.07508,0.6802,0.0591,0.4442,0.6704,0.7062"
0,o_proj,gptq,4096,4096,0,0.00012248754501342773,4.8279762268066406e-05,129.64573831157713,0.11114687889977284,334.9334716796875,208.08966064453125,0.009526917710900307,0.03620327264070511,0.024726342409849167,0.034076739102602005,0.5945128202438354,126.1694107055664,0.1134093627333641,"272,386,314,1311,1341,3129,285,383,372,1289,511,357,258,263,413,336",100.36190032958984,,,,,0,0.008788181468844414,0.012376105412840843,0.011804472655057907,0.017433498054742813,"0.088,0.088,0.190,0.538,0.835,1.040,0.846,0.849",4496.65771484375,4099.30078125,"115.6,115.6,641.6,700.8,1.668e+04,1.179e+04,1541,4383",0.43976396322250366,0.557219386100769,"0.3379,0.3379,0.2705,0.3739,0.6136,0.4913,0.4023,0.6908","0.02481,0.02481,0.02913,0.0681,0.1311,0.1238,0.08988,0.1516","0.08359,0.08359,0.06678,0.09282,0.1435,0.1214,0.09769,0.1646"
0,gate_proj,gptq,14336,4096,0,0.00010659013475690569,4.463536398751395e-05,488.53747471730276,0.050747728009711474,1674.7894287109375,1192.194091796875,10.244000434875488,21.30453109741211,18.655418395996094,22.08853530883789,0.6468554735183716,485.85821533203125,0.03734811767935753,"1856,1669,3488,2461,689,29,2283,2888,607,3261,199,2871,2082,3522,2300,541",15.964418411254883,,,,,0,11.176355361938477,13.985483169555664,7.484567165374756,10.25462532043457,"0.045,0.045,0.707,1.157,1.057,1.631,1.066,0.943",4215.6396484375,2769.432373046875,"206.7,206.7,1829,7544,3736,7776,6659,5769",6.71059513092041,5.813721656799316,"7.307,7.307,4.473,7.731,5.293,6.263,7.692,7.62","0.8653,0.8653,2.146,4.527,3.039,4.413,4.273,3.981","4.065,4.065,2.552,4.209,2.955,3.456,4.138,4.1"
0,up_proj,gptq,14336,4096,0,0.00010921273912702288,4.431179591587612e-05,375.13117565458015,0.046402684697263136,1300.832763671875,927.138427734375,7.896472454071045,16.42926788330078,14.389772415161133,16.772485733032227,0.6468554735183716,374.5958251953125,0.03647283464670181,"3488,1856,1669,2461,689,29,2888,199,3261,2082,2283,541,2871,3522,2300,2185",15.964418411254883,,,,,0,8.750582695007324,10.687067031860352,5.819572448730469,7.903820037841797,"0.044,0.044,0.732,1.194,1.141,1.678,1.065,0.948",4215.6396484375,2769.432373046875,"206.7,206.7,1829,7544,3736,7776,6659,5769",6.71059513092041,5.813721656799316,"7.307,7.307,4.473,7.731,5.293,6.263,7.692,7.62","0.7479,0.7479,1.874,4.022,2.718,3.896,3.769,3.525","3.55,3.55,2.191,3.68,2.544,3.007,3.651,3.62"
0,down_proj,gptq,4096,14336,0,5.885532924107143e-05,1.2244497026715959e-05,1162.2485879016167,0.14323502618194223,2389.374267578125,1234.671875,0.039308205246925354,0.15502764284610748,0.15853819251060486,0.3639364540576935,0.9984935522079468,1137.356689453125,0.08300795406103134,"8268,10585,2605,8001,8733,5647,8509,13768,3106,8631,1456,11381,7749,3053,11579,3024",3447.137939453125,,,,,0,0.13597485423088074,0.7256556749343872,0.0411347895860672,0.06946811079978943,"0.007,0.007,0.692,0.863,2.200,1.465,0.804,1.123",28983.25,10197.8515625,"209.8,209.8,7.558e+04,3.082e+04,2.455e+04,4.098e+04,2.567e+04,3.386e+04",3.3595798015594482,0.7231204509735107,"9.668,9.668,2.239,1.254,0.7945,0.8782,1.275,1.099","0.1258,0.1258,0.6212,0.3696,0.3683,0.3688,0.3519,0.3716","1.526,1.526,0.747,0.398,0.2483,0.3047,0.3924,0.3506"
1,q_proj,gptq,4096,4096,0,0.00010001659393310547,4.83393669128418e-05,780.0851240145503,0.1238545790030074,1855.60009765625,1077.29248046875,15.160825729370117,134.71356201171875,37.42583465576172,121.20075225830078,0.8416089415550232,756.1427612304688,0.18286417424678802,"3572,1935,1306,1472,3829,1902,2345,3490,979,50,29,2593,541,3261,1163,3405",109.40148162841797,,,,,0,18.938533782958984,44.61029815673828,14.650618553161621,62.929176330566406,"0.966,0.966,0.512,0.288,0.422,0.624,0.251,0.368",1463.3304443359375,1365.514892578125,"166.9,166.9,1993,1721,1304,2635,1649,2072",10.802947998046875,13.324593544006348,"3.96,3.96,12.76,14.09,13,12.12,13.13,13.39","2.598,2.598,5.181,4.356,5.039,5.649,3.787,4.531","2.643,2.643,7.241,8.123,7.762,7.153,7.566,7.473"
1,k_proj,gptq,1024,4096,0,9.846687316894531e-05,4.863739013671875e-05,400.21465029217745,0.12683531375729595,990.0507202148438,590.1917724609375,7.862853527069092,61.90605926513672,19.093429565429688,55.1304931640625,0.8416089415550232,396.7542724609375,0.18535831570625305,"3572,1935,1472,1306,3829,1902,3490,2345,2593,3261,29,979,541,50,103,1163",109.40148162841797,,,,,0,9.424636840820312,21.063154220581055,7.429275035858154,27.51844024658203,"0.994,0.994,0.537,0.309,0.445,0.702,0.282,0.383",1463.3304443359375,1365.514892578125,"166.9,166.9,1993,1721,1304,2635,1649,2072",10.802947998046875,13.324593544006348,"3.96,3.96,12.76,14.09,13,12.12,13.13,13.39","1.555,1.555,3.618,3.222,3.609,4.043,2.702,3.228","1.559,1.559,4.938,5.799,5.412,4.824,5.083,5.218"
1,v_proj,gptq,1024,4096,0,0.00014066696166992188,4.744529724121094e-05,21.40698321487275,0.06387950968845967,57.58007049560547,36.16501235961914,0.41796615719795227,2.4328126907348633,0.862799346446991,2.0742104053497314,0.8416089415550232,21.18577766418457,0.15461896359920502,"979,1163,541,4091,3261,103,2185,1296,29,3361,1472,509,3788,2822,2058,643",109.40148162841797,,,,,0,0.43312758207321167,0.7816567420959473,0.3948655128479004,1.1239736080169678,"0.881,0.881,0.712,0.381,0.586,1.001,0.332,0.470",1463.3304443359375,1365.514892578125,"166.9,166.9,1993,1721,1304,2635,1649,2072",10.802947998046875,13.324593544006348,"3.96,3.96,12.76,14.09,13,12.12,13.13,13.39","0.09712,0.09712,0.8183,0.6942,0.698,0.936,0.621,0.7385","0.1035,0.1035,0.9696,1.124,0.912,0.9354,1.078,1.077"
