layer,proj,quantizer,rows,cols,n_dead_cols,clip_frac,clip_frac_rtn,comp_disp,comp_disp_rel,wdisp_gptq,wdisp_rtn,obj_gptq,obj_rtn,obj_gptq_alt,obj_rtn_alt,hdiag_alt_corr,send_total,send_top1pct,send_top16_cols,hdiag_max_over_mean,cond_damped,awq_alpha,obj_awq,obj_awq_alt,protected
0,q_proj,gptq,3584,3584,0,0.0019934517996651785,0.001455890889070472,8.912076848937431,0.001603910049125756,316.82269287109375,327.88653564453125,26.320507049560547,65.52225494384766,33.07796096801758,61.386234283447266,0.8420219421386719,8.806812286376953,0.43276360630989075,"1395,1926,658,822,1959,2898,1956,3197,1245,3075,3404,1347,809,1122,115,2604",283.05157470703125,,,,,0
0,k_proj,gptq,512,3584,0,0.0019662039620535715,0.00146484375,1.8137628884760488,0.0013108499808110947,81.4005355834961,80.7220687866211,6.466095924377441,13.992912292480469,6.62930965423584,12.163804054260254,0.8420219421386719,1.7990198135375977,0.2978004515171051,"1395,1926,658,822,2898,1959,1956,1245,3075,3197,115,3404,1347,1122,809,2604",283.05157470703125,,,,,0
0,v_proj,gptq,512,3584,0,0.0019863673618861605,0.001407623291015625,0.20819842318769588,0.0014011376965597617,8.773519515991211,8.766284942626953,0.7051824331283569,1.486603021621704,0.7944400310516357,1.345898985862732,0.8420219421386719,0.20651136338710785,0.3428795039653778,"1395,1926,658,822,1959,1956,2898,1245,3404,3075,115,1347,809,3197,1122,2604",283.05157470703125,,,,,0
0,o_proj,gptq,3584,3584,0,0.0019637905821508293,0.0014951277752311863,2.0260968965831125,0.0010194014146516896,138.780517578125,122.56916046142578,3.0417895317077637,4.941756248474121,3.2352375984191895,4.769347190856934,0.9925704598426819,1.915471076965332,0.24355725944042206,"2180,2564,469,427,1282,2003,853,2782,2308,2798,386,77,401,453,391,2777",185.13818359375,,,,,0
0,gate_proj,gptq,18944,3584,0,0.0019960145692567567,0.001504375207378137,741.8226259081001,0.046314032684883856,1733.678955078125,947.913818359375,200.70645141601562,3710.57177734375,1519.480224609375,4781.1962890625,0.9998371601104736,560.8113403320312,0.972194492816925,"20,1803,3110,1009,1926,2178,1461,608,294,392,1121,1395,2604,689,3498,1699",1312.716796875,,,,,0
0,up_proj,gptq,18944,3584,0,0.001972286857693352,0.0014509105314159025,12.378411129969301,0.0010463277756232662,707.8118896484375,718.3887329101562,30.34478187561035,59.18589782714844,37.99603271484375,60.34928512573242,0.9998371601104736,12.34018611907959,0.3051151931285858,"20,1395,1009,1803,1121,1865,3110,2456,2737,689,144,1043,2043,1660,727,1461",1312.716796875,,,,,0
0,down_proj,gptq,3584,18944,0,0.0019655411768143703,0.0014392160540842181,23.021965902267084,0.0017332744669484835,858.8043823242188,831.4989013671875,4.209573268890381,5.903489589691162,5.1214985847473145,5.835758686065674,0.1203758642077446,22.889583587646484,0.310889333486557,"11250,9576,8732,13636,3207,5027,12122,1203,16558,13046,7771,10665,9175,16481,8108,12828",334.9128112792969,,,,,0
1,q_proj,gptq,3584,3584,0,0.001931793835698342,0.0014600169901945153,7.813914970055887,0.002427314578393707,205.80699157714844,235.5513153076172,14.156900405883789,35.670501708984375,24.10748863220215,39.89950180053711,0.9962475299835205,7.734287261962891,0.6002610325813293,"1288,1926,1009,608,1121,2178,2010,1461,3197,1660,662,144,1767,1923,2718,1621",913.185546875,,,,,0
1,k_proj,gptq,512,3584,0,0.0019667489188058035,0.0014463152204241072,2.1250249603393243,0.002378543688571257,54.751529693603516,63.344356536865234,3.8379595279693604,8.565093994140625,6.468283653259277,8.507560729980469,0.9962475299835205,2.1338677406311035,0.5996574759483337,"1288,1926,1009,608,2010,2178,1121,3197,1461,662,1660,144,1923,1767,1395,2718",913.185546875,,,,,0
1,v_proj,gptq,512,3584,0,0.0018975394112723215,0.0014790126255580357,0.2423404968353712,0.0007227766555003833,21.015995025634766,23.032073974609375,0.6825929880142212,2.0396454334259033,0.8085748553276062,2.0669758319854736,0.9962475299835205,0.23217585682868958,0.412179559469223,"1288,1926,1009,1121,608,2178,144,662,1461,1660,3197,2010,1923,1790,2718,1395",913.185546875,,,,,0
1,o_proj,gptq,3584,3584,0,0.0019801392847177933,0.0014984753667091836,3.5908651205609203,0.0013405547696392313,179.98995971679688,157.5334930419922,0.772225558757782,1.4077074527740479,1.5533342361450195,2.083038568496704,0.9243848919868469,3.5241732597351074,0.14526264369487762,"89,473,2029,486,846,1979,718,601,2035,2314,1511,2047,1940,1930,102,2541",77.22368621826172,,,,,0
1,gate_proj,gptq,18944,3584,0,0.002050716444332167,0.0014000675392887307,10.218950148559824,0.0006741339379541737,885.13134765625,919.7864990234375,1041.3560791015625,32097.8125,1388.1544189453125,28710.37109375,0.998276948928833,8.571041107177734,0.926283061504364,"1923,1790,1427,1692,1491,3281,3110,20,1009,3206,1929,882,2182,2718,109,1432",1777.3211669921875,,,,,0
1,up_proj,gptq,18944,3584,0,0.001975306212671935,0.00144195556640625,1.9265350975556441,0.000187744504331183,613.7518310546875,631.936279296875,411.8014221191406,3291.50390625,502.12548828125,3004.034912109375,0.998276948928833,1.7015581130981445,0.8082905411720276,"1923,1427,1790,1692,1491,3281,3110,2182,1009,882,20,1929,3206,2718,109,1195",1777.3211669921875,,,,,0
1,down_proj,gptq,3584,18944,0,0.0019756155124502294,0.0014578918692688223,14.065559852530429,0.0013660872513162952,665.8016357421875,695.6298217773438,4.448102951049805,5.038673400878906,18.178544998168945,15.849047660827637,0.016632582992315292,13.751595497131348,0.3444703221321106,"8319,3686,1882,5861,12866,15984,9046,13329,3783,796,863,10477,9225,3281,1447,455",101.36198425292969,,,,,0
2,q_proj,gptq,3584,3584,0,0.001958652418486926,0.0014598612882653062,6.803704070883142,0.001592297579756508,260.308837890625,266.85845947265625,52.242095947265625,86.94255065917969,53.756309509277344,71.59563446044922,0.9031384587287903,6.763065338134766,0.33298784494400024,"662,608,1288,727,689,3197,113,1121,1926,1660,2604,3303,3070,819,1395,3394",89.93846893310547,,,,,0
2,k_proj,gptq,512,3584,0,0.001953125,0.0014937264578683035,2.1948359908476536,0.0021746301409406735,64.1524658203125,70.0404052734375,15.416781425476074,23.35747528076172,15.9306058883667,19.31448745727539,0.9031384587287903,2.1682329177856445,0.3408999443054199,"662,608,1288,727,3197,689,1926,113,1121,1660,2604,3070,3303,819,3394,2524",89.93846893310547,,,,,0
2,v_proj,gptq,512,3584,0,0.0019171578543526785,0.0015057155064174107,0.19607381219912792,0.0008994730343643583,13.023269653320312,13.15526008605957,2.0267724990844727,3.9909629821777344,2.0078444480895996,3.3652327060699463,0.9031384587287903,0.19692446291446686,0.2516367435455322,"662,608,1288,689,727,113,3197,2604,1121,1660,1926,819,1395,3303,2737,3070",89.93846893310547,,,,,0
2,o_proj,gptq,3584,3584,0,0.001971497827646684,0.0014710718271683674,3.71677029786224,0.0014494198128311639,172.4818572998047,151.77017211914062,1.4881596565246582,2.1840014457702637,2.671433925628662,3.143745183944702,0.8102263808250427,3.669520854949951,0.18828971683979034,"566,182,310,54,1460,822,438,694,948,1588,1428,1425,1716,1169,1684,626",49.102088928222656,,,,,0
2,gate_proj,gptq,18944,3584,0,0.0020006687944920365,0.0014102155177289455,22.04092403164541,0.001145214991205854,1125.059814453125,1153.550537109375,1253.090576171875,21974.189453125,1608.936767578125,17148.896484375,0.9927239418029785,13.637279510498047,0.8700883984565735,"1923,1790,1692,3110,1427,20,3281,1491,32,3461,3206,109,882,1195,1009,1432",1653.3314208984375,,,,,0
2,up_proj,gptq,18944,3584,0,0.001964141963531612,0.001457008155616554,2.777060786367332,0.00021880918473887016,747.2691040039062,760.6168212890625,504.42974853515625,2730.06494140625,556.888916015625,2305.570556640625,0.9927239418029785,2.588009834289551,0.719186007976532,"1923,1790,1692,3110,1427,1491,3281,20,32,3461,3206,109,882,1009,392,1195",1653.3314208984375,,,,,0
2,down_proj,gptq,3584,18944,0,0.0019075106469820826,0.0014335308295879586,13.754150198977353,0.0010299128511855567,864.7174072265625,905.6949462890625,8.341388702392578,10.422075271606445,24.943260192871094,24.35820198059082,0.03963097929954529,13.627716064453125,0.26479724049568176,"18546,13285,9881,4705,13803,17025,3462,14637,18087,17927,962,18749,10600,13507,16382,17687",921.3676147460938,,,,,0
3,q_proj,gptq,3584,3584,0,0.00198839148696588,0.0014842286401865433,6.086072132298786,0.0013210768707861838,281.959716796875,297.578857421875,57.52909469604492,98.85486602783203,64.899169921875,91.73953247070312,0.9157516956329346,5.951458930969238,0.33699044585227966,"608,2604,662,689,1288,1121,113,2010,3070,1926,1461,3197,2737,1395,1660,1043",72.02840423583984,,,,,0
3,k_proj,gptq,512,3584,0,0.001968928745814732,0.0014653887067522322,2.032234542705911,0.001932927782400978,64.30818176269531,71.98587036132812,17.249069213867188,25.478593826293945,19.66640853881836,23.5744686126709,0.9157516956329346,2.0198135375976562,0.3783026337623596,"2604,608,662,689,1288,1121,113,2010,1461,1926,3070,3197,1660,1395,2737,727",72.02840423583984,,,,,0
