layer,proj,quantizer,rows,cols,n_dead_cols,clip_frac,clip_frac_rtn,comp_disp,comp_disp_rel,wdisp_gptq,wdisp_rtn,obj_gptq,obj_rtn,obj_gptq_alt,obj_rtn_alt,hdiag_alt_corr,send_total,send_top1pct,send_top16_cols,hdiag_max_over_mean,cond_damped,awq_alpha,obj_awq,obj_awq_alt,protected,obj_gptq_tpl,obj_rtn_tpl,obj_gptq_ord,obj_rtn_ord,tplpos_ratio,lev_tpl,lev_ord,levpos,xnorm_tpl,xnorm_ord,xnormpos
0,q_proj,gptq,5120,5120,0,0.0021071624755859375,0.001488037109375,654.7102043121122,0.051969859861094196,1403.636962890625,757.6541748046875,7.934446811676025,44.73919677734375,13.144079208374023,40.37944793701172,0.8376689553260803,653.8732299804688,0.04715971648693085,"3760,4131,1486,188,4963,1397,613,2508,4942,4448,249,4373,1013,4717,2832,2533",119.6910629272461,,,,,0,7.301156044006348,19.279640197753906,4.6119914054870605,22.4155330657959,"0.617,0.569,0.637,0.218,0.023,0.447,0.536,0.002",2725.94677734375,2055.14892578125,"171.8,6456,2555,1917,98.73,4392,6204,12.92",9.97662353515625,11.158710479736328,"1.934,13.04,9.929,12.04,9.169,12.67,13.1,7.934"
0,k_proj,gptq,1024,5120,0,0.002117347717285156,0.0014455795288085937,238.5836932748498,0.05139987067722188,514.0751953125,273.73223876953125,2.953010082244873,15.991745948791504,4.822166919708252,13.989126205444336,0.8376689553260803,238.67752075195312,0.04138733819127083,"3760,4131,1486,188,1397,4963,2508,4448,2832,4942,4373,249,613,1013,4717,2533",119.6910629272461,,,,,0,2.6462063789367676,6.722672939300537,1.8229737281799316,7.956600189208984,"0.689,0.582,0.734,0.261,0.022,0.405,0.585,0.002",2725.94677734375,2055.14892578125,"171.8,6456,2555,1917,98.73,4392,6204,12.92",9.97662353515625,11.158710479736328,"1.934,13.04,9.929,12.04,9.169,12.67,13.1,7.934"
0,v_proj,gptq,1024,5120,0,0.0020938873291015624,0.0014659881591796875,45.70962237697677,0.04963037669816484,100.35589599609375,53.045318603515625,0.6104661226272583,2.834561586380005,0.8536195755004883,2.4302139282226562,0.8376689553260803,45.711578369140625,0.02546066790819168,"3760,4131,1486,188,1397,4942,613,2508,4963,249,4448,4373,2832,1013,2533,95",119.6910629272461,,,,,0,0.46757805347442627,1.1916923522949219,0.34167563915252686,1.3451650142669678,"0.674,0.561,0.561,0.249,0.033,0.445,0.539,0.003",2725.94677734375,2055.14892578125,"171.8,6456,2555,1917,98.73,4392,6204,12.92",9.97662353515625,11.158710479736328,"1.934,13.04,9.929,12.04,9.169,12.67,13.1,7.934"
0,o_proj,gptq,5120,5120,0,0.002096748352050781,0.0014682769775390624,235.65701059356797,0.03845160554403808,645.4976806640625,390.7049560546875,3.774686336517334,12.211013793945312,6.092334747314453,13.493636131286621,0.9974719882011414,233.85397338867188,0.08176442980766296,"2254,2193,1138,5055,2936,2283,2408,3607,2301,2279,2194,593,2269,2876,81,2463",492.72796630859375,,,,,0,4.440498352050781,8.920218467712402,3.3359057903289795,7.524129390716553,"0.370,0.537,0.726,0.388,0.355,0.514,0.663,0.262",5816.2744140625,3675.296875,"4985,1.395e+04,5242,6274,5057,3571,5839,1616",10.372730255126953,9.501890182495117,"11.83,13.78,8.341,9.815,9.926,9.962,12.27,7.06"
0,gate_proj,gptq,13824,5120,0,0.002112155490451389,0.0014290421097366897,1364.3183295942945,0.05652804716781383,2821.717041015625,1457.06884765625,3.31848406791687,30.295116424560547,6.376307487487793,28.767494201660156,0.97081458568573,1359.477783203125,0.10023382306098938,"927,1158,1542,1711,1679,3170,575,4930,1787,5000,129,3593,1684,4597,4808,4863",224.13125610351562,,,,,0,4.661383152008057,16.524887084960938,2.9860763549804688,17.26541519165039,"0.334,0.327,0.763,0.254,0.171,0.191,0.185,0.201",3543.494140625,2359.841064453125,"5322,6826,3750,3152,2693,2183,3033,1389",7.398901462554932,7.587688446044922,"8.063,9.158,5.705,7.236,8.135,7.015,8.538,5.341"
0,up_proj,gptq,13824,5120,0,0.002095455593532986,0.0014192934389467592,1126.4685941256648,0.05289340111666291,2406.842041015625,1251.0654296875,2.927546739578247,25.430397033691406,5.229220390319824,24.25000762939453,0.97081458568573,1122.611572265625,0.07067898660898209,"927,1158,1542,1711,1679,575,3170,4930,1787,5000,129,3593,1684,4597,1145,4863",224.13125610351562,,,,,0,3.830780029296875,13.937368392944336,2.5982491970062256,14.644359588623047,"0.337,0.330,0.637,0.248,0.173,0.195,0.189,0.195",3543.494140625,2359.841064453125,"5322,6826,3750,3152,2693,2183,3033,1389",7.398901462554932,7.587688446044922,"8.063,9.158,5.705,7.236,8.135,7.015,8.538,5.341"
0,down_proj,gptq,5120,13824,0,0.002000300089518229,0.0014574121545862268,2707.132168287644,0.09726600574306099,4533.81396484375,1720.331298828125,4.373790740966797,16.359010696411133,16.838191986083984,15.491605758666992,0.14396485686302185,2698.646240234375,0.14302466809749603,"78,10932,8538,1642,7591,9330,11058,6699,12901,5451,8119,879,13296,3929,2300,7430",471.16522216796875,,,,,0,7.049461364746094,8.579010009765625,19.928565979003906,10.570796012878418,"1.642,0.693,2.128,0.382,0.498,0.928,1.638,0.309",14607.8251953125,45313.9765625,"3.107e+04,2.193e+04,8812,4419,1.352e+04,1.487e+04,2.084e+04,1397",7.560925006866455,8.418004989624023,"7.24,13.03,3.148,6.827,12.35,7.323,6.716,3.855"
1,q_proj,gptq,5120,5120,0,0.0019980621337890624,0.0014424896240234374,338.50639091512323,0.3842145828891864,425.96502685546875,85.12911987304688,0.5023857951164246,5.109339714050293,1.076984167098999,5.307990074157715,0.9787313342094421,336.22576904296875,0.5268120765686035,"4517,2657,11,3388,4775,28,1477,351,3553,1093,4139,4847,157,1290,415,1685",1501.1800537109375,,,,,0,0.7319210767745972,2.2570419311523438,0.4209011495113373,1.9327778816223145,"0.991,0.319,0.303,0.371,0.344,0.213,0.080,0.136",624.7862548828125,539.92578125,"1457,757.8,417.8,318.5,619,649,630.1,148.8",3.494506597518921,3.3687591552734375,"4.367,3.419,3.345,2.681,3.203,3.576,4.482,2.883"
1,k_proj,gptq,1024,5120,0,0.0019771575927734373,0.0014616012573242187,86.67821678293794,0.178028352159491,120.40104675292969,60.8409423828125,0.1290762573480606,1.5458837747573853,0.2542640268802643,1.4359807968139648,0.9787313342094421,86.24154663085938,0.42278915643692017,"4517,2657,3388,4775,11,28,1477,3553,351,1093,4139,4847,157,1290,1372,1685",1501.1800537109375,,,,,0,0.16723176836967468,0.6466541886329651,0.10320235788822174,0.5750283002853394,"0.885,0.218,0.245,0.296,0.257,0.183,0.076,0.092",624.7862548828125,539.92578125,"1457,757.8,417.8,318.5,619,649,630.1,148.8",3.494506597518921,3.3687591552734375,"4.367,3.419,3.345,2.681,3.203,3.576,4.482,2.883"
1,v_proj,gptq,1024,5120,0,0.0019506454467773438,0.0014768600463867187,28.75885084677026,0.052863618887125284,63.239471435546875,55.70306396484375,0.043301936239004135,0.28714755177497864,0.07309405505657196,0.276533842086792,0.9787313342094421,28.497285842895508,0.25985923409461975,"4517,2657,3388,11,4775,28,351,1477,4847,1093,4139,157,1685,1290,3553,2428",1501.1800537109375,,,,,0,0.047499969601631165,0.13019689917564392,0.032685939222574234,0.1203361377120018,"0.802,0.345,0.354,0.252,0.299,0.260,0.187,0.139",624.7862548828125,539.92578125,"1457,757.8,417.8,318.5,619,649,630.1,148.8",3.494506597518921,3.3687591552734375,"4.367,3.419,3.345,2.681,3.203,3.576,4.482,2.883"
1,o_proj,gptq,5120,5120,0,0.002115325927734375,0.0014830398559570312,185.17544947222632,0.04313072982651797,475.20562744140625,249.19705200195312,0.05283046141266823,0.37125879526138306,0.14594534039497375,0.5232623815536499,0.8298276662826538,184.37841796875,0.0813337042927742,"1138,3614,3615,1266,3644,882,3688,3674,3627,3655,3660,3639,3657,795,3689,3652",75.18843841552734,,,,,0,0.13810758292675018,0.43702659010887146,0.05907184258103371,0.24477122724056244,"0.262,0.417,0.395,0.231,0.310,0.316,0.377,0.276",14691.3134765625,4873.09423828125,"3.615e+04,2.664e+04,1.217e+04,8541,9383,8928,8104,7618",2.447575807571411,1.7917450666427612,"4.215,2.913,2.305,2.146,2.165,2.009,1.886,1.94"
1,gate_proj,gptq,13824,5120,0,0.001953393441659433,0.001485301830150463,129.33358463908198,0.052737359536210185,286.8388366699219,219.74441528320312,32.18304443359375,10613.6064453125,73.68501281738281,10807.9326171875,0.983832836151123,126.18434143066406,0.47901129722595215,"3593,2657,3850,228,4395,4794,1466,1372,1093,2099,4437,4436,655,4020,4517,28",814.3189086914062,,,,,0,51.98985290527344,4869.84130859375,25.4987850189209,4579.330078125,"0.044,0.010,0.009,0.004,0.007,0.005,0.008,0.002",649.49169921875,550.1449584960938,"1327,861.9,492.1,354.8,586.6,642.5,751.5,179.8",71.9400634765625,68.42927551269531,"77.07,57.83,83.37,68.67,62.99,70.3,68.3,86.98"
1,up_proj,gptq,13824,5120,0,0.0019865813078703705,0.0014633037425853589,43.6024420376982,0.0325112634161481,132.693115234375,116.0422134399414,12.396516799926758,459.3048400878906,23.896263122558594,488.44964599609375,0.983832836151123,43.11700439453125,0.32144811749458313,"3593,2657,228,4437,4436,4794,1372,4517,655,1093,4395,2099,4610,4020,4675,2950",814.3189086914062,,,,,0,16.322528839111328,226.68743896484375,9.37738037109375,206.46649169921875,"0.222,0.117,0.047,0.033,0.056,0.048,0.068,0.014",649.49169921875,550.1449584960938,"1327,861.9,492.1,354.8,586.6,642.5,751.5,179.8",71.9400634765625,68.42927551269531,"77.07,57.83,83.37,68.67,62.99,70.3,68.3,86.98"
1,down_proj,gptq,5120,13824,0,0.0020632425944010417,0.0014643916377314816,614.8411571704419,0.2245067258492566,815.9754638671875,304.2669982910156,0.728975772857666,1.2033226490020752,1.3073546886444092,1.713334321975708,0.877312958240509,612.6107788085938,0.6450177431106567,"5472,4733,13674,10688,2889,5878,6881,5573,6375,5738,13373,12990,9305,4766,6365,5041",1809.138671875,,,,,0,0.9201750755310059,1.2133313417434692,0.7853511571884155,1.2804471254348755,"1.152,0.687,0.584,0.659,0.499,0.717,0.953,0.206",3440.4853515625,1431.13427734375,"1.455e+04,2598,2267,3339,2716,852.3,908.8,296.4",2.9143099784851074,2.7142269611358643,"4.256,2.578,3.345,2.719,2.759,2.382,2.359,2.916"
2,q_proj,gptq,5120,5120,0,0.0020299911499023437,0.00145050048828125,578.8619218299921,0.19394541888413683,798.6998291015625,317.8221435546875,1.4747588634490967,13.59130573272705,3.588674783706665,12.06593132019043,0.7928492426872253,575.7578735351562,0.39010924100875854,"3388,28,157,2347,4344,11,1824,2428,1881,892,5021,5009,3890,1372,415,4061",516.9668579101562,,,,,0,2.097161293029785,5.943995475769043,1.502873182296753,5.460749626159668,"0.970,0.321,0.446,0.216,0.323,0.241,0.169,0.183",1199.1285400390625,1283.2464599609375,"1790,1754,776.8,671.1,1203,1432,1671,295.9",5.497258186340332,5.575769424438477,"5.582,5.878,4.439,5.242,5.731,5.646,7.213,4.248"
2,k_proj,gptq,1024,5120,0,0.0020298004150390626,0.0014682769775390624,205.31176157656327,0.16256360562054306,290.07171630859375,129.717041015625,0.5240387320518494,5.418028831481934,1.305660605430603,4.855729103088379,0.7928492426872253,204.5191650390625,0.3756307363510132,"3388,28,157,1824,2347,2428,1881,11,4344,5009,415,892,5021,1372,3890,4061",516.9668579101562,,,,,0,0.7610100507736206,2.2036664485931396,0.5421059131622314,2.2489233016967773,"1.293,0.288,0.369,0.229,0.268,0.206,0.165,0.148",1199.1285400390625,1283.2464599609375,"1790,1754,776.8,671.1,1203,1432,1671,295.9",5.497258186340332,5.575769424438477,"5.582,5.878,4.439,5.242,5.731,5.646,7.213,4.248"
2,v_proj,gptq,1024,5120,0,0.0020425796508789064,0.0014440536499023438,47.76629386844283,0.04118738794639109,117.08560180664062,81.86629486083984,0.127984419465065,1.0367785692214966,0.22642193734645844,0.9436416029930115,0.7928492426872253,47.349082946777344,0.12688365578651428,"3388,28,157,2347,1824,1881,5009,2428,892,11,5021,4344,3890,1372,415,4061",516.9668579101562,,,,,0,0.12515968084335327,0.4476112425327301,0.11239790916442871,0.4902380406856537,"0.635,0.282,0.426,0.153,0.223,0.248,0.219,0.125",1199.1285400390625,1283.2464599609375,"1790,1754,776.8,671.1,1203,1432,1671,295.9",5.497258186340332,5.575769424438477,"5.582,5.878,4.439,5.242,5.731,5.646,7.213,4.248"
2,o_proj,gptq,5120,5120,0,0.002120361328125,0.001451568603515625,305.85822597741935,0.044193187803463665,761.1499633789062,399.5978698730469,0.4118298888206482,1.338364601135254,0.9719470739364624,1.6752541065216064,0.7100625038146973,304.6164245605469,0.045840103179216385,"2476,2562,2530,2561,2524,2677,2140,1964,2092,3073,3074,2892,1674,2146,1729,2636",35.120269775390625,,,,,0,0.6823394298553467,1.1510138511657715,0.4954821467399597,0.9298114776611328,"0.623,0.639,0.884,0.586,0.431,0.510,0.615,0.565",10183.4970703125,6185.19775390625,"1.76e+04,1.781e+04,9302,7705,6902,8674,8707,4764",3.5849287509918213,3.1697278022766113,"4.279,4.638,2.64,3.026,3.441,3.902,3.857,2.897"
2,gate_proj,gptq,13824,5120,0,0.0020298004150390626,0.0014360922354239006,200.6797383570821,0.023175158287979492,708.2830200195312,580.3665771484375,49.37059020996094,14709.7939453125,104.48165893554688,13558.236328125,0.9660620093345642,198.58094787597656,0.39633268117904663,"3593,2099,4437,4395,655,2657,320,4610,3891,4020,1567,1466,892,136,3850,3183",536.2711791992188,,,,,0,59.297340393066406,6176.43896484375,43.836143493652344,6467.87109375,"0.021,0.018,0.009,0.005,0.006,0.008,0.013,0.002",919.9475708007812,970.3284912109375,"1150,1448,568.5,568.6,895.1,1080,1378,272.3",71.54427337646484,73.49789428710938,"68.53,64.45,75.44,70.96,71.93,73.3,65.89,81.85"
2,up_proj,gptq,13824,5120,0,0.002012549506293403,0.001453329015661169,85.1578157291863,0.015514104909836913,414.4985656738281,361.250244140625,24.787689208984375,676.8805541992188,43.52684020996094,648.407470703125,0.9660620093345642,84.46829223632812,0.22501444816589355,"4437,3593,3891,2657,655,320,2099,4020,4395,136,892,1148,1466,4610,228,1567",536.2711791992188,,,,,0,23.764877319335938,294.7752685546875,20.108360290527344,316.2240295410156,"0.163,0.134,0.065,0.048,0.060,0.077,0.119,0.018",919.9475708007812,970.3284912109375,"1150,1448,568.5,568.6,895.1,1080,1378,272.3",71.54427337646484,73.49789428710938,"68.53,64.45,75.44,70.96,71.93,73.3,65.89,81.85"
2,down_proj,gptq,5120,13824,0,0.0020375428376374423,0.0014484264232494212,1011.9288983977144,0.1503944046263177,1511.0640869140625,413.944580078125,2.8437609672546387,3.4808053970336914,5.007018089294434,2.9302966594696045,0.3687233328819275,1009.0067138671875,0.38425925374031067,"1798,11977,12298,4063,32,7448,331,4178,9391,2184,11776,6758,986,9616,4632,3604",222.80824279785156,,,,,0,2.265308380126953,1.4998230934143066,1.0996098518371582,1.00428307056427,"2.253,1.587,1.583,0.692,1.277,1.503,1.655,0.312",6117.0625,1743.752197265625,"1.746e+04,6898,5687,1741,2403,7116,7293,337",3.8952128887176514,3.1396901607513428,"4.312,4.387,2.9,3.312,3.443,5.51,4.962,2.335"
3,q_proj,gptq,5120,5120,0,0.0020441818237304688,0.0014574813842773437,800.1532908901037,0.12784835550379348,1203.763916015625,509.72314453125,8.144903182983398,44.971046447753906,17.893157958984375,38.811683654785156,0.700454831123352,795.7430419921875,0.20952631533145905,"3388,3720,4402,3887,3005,4141,3978,4061,3135,3896,316,157,1470,1954,1824,1974",305.72442626953125,,,,,0,8.46182918548584,18.01737403869629,7.316697597503662,19.899301528930664,"0.983,0.535,0.845,0.278,0.318,0.487,0.411,0.240",1368.1187744140625,1531.32080078125,"1408,2266,729.5,788.5,1387,1811,2210,345.7",11.112203598022461,12.075626373291016,"8.606,13.5,7.227,11.47,12.51,12.88,14.4,8.299"
3,k_proj,gptq,1024,5120,0,0.0020277023315429686,0.0014892578125,304.8452499419801,0.13146591222688356,456.44219970703125,191.24017333984375,3.0686135292053223,17.700363159179688,6.638588905334473,15.085855484008789,0.700454831123352,302.66961669921875,0.2272617667913437,"3388,3720,4402,3005,3887,4141,3978,3135,316,4061,1470,1974,3896,1954,1824,3479",305.72442626953125,,,,,0,3.1986074447631836,6.832651615142822,2.708299160003662,7.670367240905762,"1.020,0.539,0.752,0.274,0.344,0.474,0.413,0.214",1368.1187744140625,1531.32080078125,"1408,2266,729.5,788.5,1387,1811,2210,345.7",11.112203598022461,12.075626373291016,"8.606,13.5,7.227,11.47,12.51,12.88,14.4,8.299"
3,v_proj,gptq,1024,5120,0,0.002063751220703125,0.00143585205078125,51.258975534649004,0.03916845114892082,128.76974487304688,82.6392593383789,0.6047236323356628,5.195000648498535,1.0804250240325928,4.434679985046387,0.700454831123352,50.90876770019531,0.08631251752376556,"3720,4402,3388,3005,3887,3978,4141,3896,1277,9,3135,316,1954,4061,3479,1974",305.72442626953125,,,,,0,0.5043643712997437,1.9959357976913452,0.5108420252799988,2.3823394775390625,"0.532,0.298,0.370,0.136,0.182,0.274,0.253,0.122",1368.1187744140625,1531.32080078125,"1408,2266,729.5,788.5,1387,1811,2210,345.7",11.112203598022461,12.075626373291016,"8.606,13.5,7.227,11.47,12.51,12.88,14.4,8.299"
3,o_proj,gptq,5120,5120,0,0.0021104812622070312,0.0014333724975585938,335.634248393646,0.041745502577453034,840.4105224609375,467.2813720703125,1.2131497859954834,3.125598669052124,2.8073248863220215,3.899130344390869,0.8232585191726685,334.84527587890625,0.06483203917741776,"5088,4704,4960,4832,4576,4998,795,1051,5043,1179,923,5086,4486,693,4742,4870",55.253684997558594,,,,,0,1.850376844406128,2.6301963329315186,1.329341173171997,2.1197762489318848,"0.731,0.703,0.834,0.733,0.589,0.663,0.727,0.717",8542.8203125,5525.07958984375,"1.071e+04,1.385e+04,5982,6405,7034,8930,9481,5948",5.213011741638184,4.679762840270996,"5.703,6.454,3.91,4.304,5.22,5.866,5.938,4.309"
3,gate_proj,gptq,13824,5120,0,0.001969160857024016,0.0014543180112485533,419.37257147896224,0.02478968208910029,1386.308837890625,1044.1732177734375,68.68521118164062,10804.732421875,162.60391235351562,9261.515625,0.9520174860954285,412.8271484375,0.38685861229896545,"2657,4395,3593,4437,4610,655,3891,3850,1567,388,4020,1466,136,2099,320,1148",766.5828247070312,,,,,0,82.7106704711914,3891.171630859375,62.61164855957031,4644.5703125,"0.048,0.044,0.021,0.011,0.014,0.020,0.027,0.004",1299.33935546875,1414.635009765625,"1307,2250,781.6,822.6,1264,1612,1944,412.7",52.13787078857422,56.718894958496094,"45.71,50.07,53.28,52.94,55.69,54.27,47.28,57.87"
3,up_proj,gptq,13824,5120,0,0.0020183563232421876,0.001443552087854456,141.85436199728903,0.015168481171161237,689.1285400390625,565.7303466796875,31.583717346191406,584.217041015625,54.83619689941406,512.9326171875,0.9520174860954285,141.0290069580078,0.2049410194158554,"3593,4437,2657,4395,136,4610,3891,655,4020,388,1148,1466,320,1567,2099,892",766.5828247070312,,,,,0,27.923446655273438,227.19561767578125,25.540122985839844,268.56072998046875,"0.222,0.215,0.107,0.072,0.090,0.127,0.176,0.030",1299.33935546875,1414.635009765625,"1307,2250,781.6,822.6,1264,1612,1944,412.7",52.13787078857422,56.718894958496094,"45.71,50.07,53.28,52.94,55.69,54.27,47.28,57.87"
