tag,layer,head,A,delta
gptq8,2,10,0.005677322,-9.471085e-06
gptq8,2,11,0.0062322947,-1.7758459e-05
gptq8,2,12,0.008554196,2.0783395e-05
gptq8,2,13,0.005624541,-1.4831312e-05
gptq8,2,14,0.004756204,8.2235783e-07
gptq8,2,15,0.005381551,-1.2430362e-05
gptq8,2,16,0.009395337,-5.51166e-05
gptq8,2,17,0.0059512565,-1.9796658e-05
gptq8,2,18,0.0026333497,-2.8766459e-05
gptq8,2,19,0.006355943,9.867363e-07
gptq8,2,20,0.012872861,-0.00010580849
gptq8,2,21,0.005030599,-1.5124679e-06
gptq8,2,22,0.0029428417,-1.4962861e-05
gptq8,2,23,0.0050201085,-5.4915436e-06
gptq8,2,24,0.0036254094,2.071727e-06
gptq8,2,25,0.0042984076,1.16741285e-05
gptq8,2,26,0.0036413916,-1.0852236e-05
gptq8,2,27,0.0067051197,8.616131e-06
gptq8,3,0,0.0015753714,-2.236222e-06
gptq8,3,1,0.0047518467,1.7955434e-05
gptq8,3,2,0.0015176411,3.757188e-06
gptq8,3,3,0.006010121,4.827557e-05
gptq8,3,4,0.004747522,4.4070184e-06
gptq8,3,5,0.0035760484,6.610062e-06
gptq8,3,6,0.0062454157,1.3105106e-05
gptq8,3,7,0.004993932,-1.0654796e-05
gptq8,3,8,0.0017302941,-1.5291735e-05
gptq8,3,9,0.004621045,-1.5781261e-06
gptq8,3,10,0.009283592,-3.4529716e-05
gptq8,3,11,0.002792753,-4.93275e-06
gptq8,3,12,0.003117627,-2.6801135e-06
gptq8,3,13,0.0057993266,1.64425e-06
gptq8,3,14,0.006699595,-4.0121377e-06
gptq8,3,15,0.008459716,1.3581477e-05
gptq8,3,16,0.0049607838,-2.7853996e-05
gptq8,3,17,0.0074527347,9.66806e-06
gptq8,3,18,0.002062255,-9.586103e-06
gptq8,3,19,0.004464248,-3.3148564e-05
gptq8,3,20,0.009996809,2.861023e-05
gptq8,3,21,0.0048220735,1.6935635e-05
gptq8,3,22,0.008365894,1.535751e-05
gptq8,3,23,0.0039047373,9.208452e-07
gptq8,3,24,0.008865225,6.5751374e-07
gptq8,3,25,0.011139047,9.997748e-06
gptq8,3,26,0.0067751985,5.1297247e-06
gptq8,3,27,0.010135256,1.0655262e-05
gptq8,4,0,0.0016241361,4.924601e-06
gptq8,4,1,0.0044384496,7.6624565e-06
gptq8,4,2,0.0070413393,4.6105124e-05
gptq8,4,3,0.0012151126,6.9058733e-06
gptq8,4,4,0.010480848,9.221025e-05
gptq8,4,5,0.0046490636,4.4329558e-05
gptq8,4,6,0.0058044894,3.7094578e-05
gptq8,4,7,2.1149372e-06,-3.0829824e-08
gptq8,4,8,0.0002463645,-4.542293e-06
gptq8,4,9,0.00046961883,-6.1166647e-06
gptq8,4,10,0.00020241737,-2.72537e-06
gptq8,4,11,0.0008750126,-1.5456055e-05
gptq8,4,12,0.0009255409,-1.4403777e-05
gptq8,4,13,6.254994e-05,-5.7138095e-07
gptq8,4,14,0.0037096944,-5.672686e-06
gptq8,4,15,0.0022683144,-1.1016615e-05
gptq8,4,16,0.0017556486,3.0826777e-07
gptq8,4,17,0.0031537353,-7.2678085e-06
gptq8,4,18,0.00201906,-9.010546e-06
gptq8,4,19,0.0051179426,5.2619725e-07
gptq8,4,20,0.0010570986,-4.455913e-06
gptq8,4,21,0.0055891233,-2.1178275e-05
gptq8,4,22,0.0019021198,8.056988e-06
gptq8,4,23,0.0026205326,6.8235677e-06
gptq8,4,24,0.002300575,-2.0405278e-05
gptq8,4,25,0.004393972,1.5521888e-05
gptq8,4,26,0.0020904047,-2.9266812e-06
gptq8,4,27,0.0023157021,1.660781e-06
gptq8,5,0,0.0031309417,2.2607855e-06
gptq8,5,1,0.0039547887,2.9597431e-06
gptq8,5,2,0.0055710035,-4.179729e-05
gptq8,5,3,0.005085419,-1.4008954e-05
gptq8,5,4,0.0039755516,-1.1250842e-05
gptq8,5,5,0.0009917885,1.160847e-05
gptq8,5,6,0.0011333083,-3.475463e-06
gptq8,5,7,0.0017995506,-5.228794e-06
gptq8,5,8,0.0016372368,-4.6943314e-06
gptq8,5,9,0.0034627258,-5.327631e-06
gptq8,5,10,0.0046647666,-6.0512684e-06
gptq8,5,11,0.00095683953,-7.793831e-06
gptq8,5,12,0.0050419774,-1.1378434e-05
gptq8,5,13,0.0029774369,-3.646966e-05
gptq8,5,14,0.0025100543,-3.0910596e-06
gptq8,5,15,0.00041912135,-1.958717e-06
gptq8,5,16,0.0016365956,-2.0224834e-06
gptq8,5,17,0.000881713,-3.3296528e-06
gptq8,5,18,0.00026212272,-2.1169835e-06
gptq8,5,19,0.00081274426,-5.370588e-06
gptq8,5,20,0.00040957847,-2.223882e-06
gptq8,5,21,0.0006824341,7.485505e-06
gptq8,5,22,0.0024281205,-1.1526281e-05
gptq8,5,23,0.0044188416,3.9301813e-06
gptq8,5,24,0.003061163,-1.1641299e-05
gptq8,5,25,0.0013672895,-7.769209e-06
gptq8,5,26,0.0014511553,-3.707828e-06
gptq8,5,27,0.010449311,-9.3067065e-06
gptq8,6,0,0.0021143453,1.6524922e-05
gptq8,6,1,0.0026045174,-8.55024e-06
gptq8,6,2,0.0036170895,-5.592592e-07
gptq8,6,3,0.0039371457,-7.892959e-07
gptq8,6,4,0.0018353709,-1.8580235e-05
gptq8,6,5,0.0017146632,-6.577466e-08
gptq8,6,6,0.006652865,5.5246055e-06
gptq8,6,7,0.0069046677,-1.1772849e-05
gptq8,6,8,0.006894046,1.8678606e-05
gptq8,6,9,0.007944633,1.2891367e-05
gptq8,6,10,0.005415489,-1.7889775e-05
gptq8,6,11,0.0033726692,3.6149286e-05
gptq8,6,12,0.0016256777,5.302718e-06
gptq8,6,13,0.003300264,1.857197e-05
gptq8,6,14,0.0035342183,1.0457588e-05
gptq8,6,15,0.00847731,2.7491711e-05
gptq8,6,16,0.0068978276,-8.3856285e-06
gptq8,6,17,0.0028913433,6.246846e-07
gptq8,6,18,0.0010375401,1.4576362e-05
gptq8,6,19,0.0019146492,6.544171e-06
gptq8,6,20,0.0033850013,1.7034588e-05
gptq8,6,21,0.007406366,-2.5518704e-05
gptq8,6,22,0.0063567325,2.565328e-06
gptq8,6,23,0.007101059,1.2430828e-05
gptq8,6,24,0.0031134507,1.64425e-06
gptq8,6,25,0.0026159943,-1.0654796e-05
gptq8,6,26,0.0032639997,-1.5546568e-05
gptq8,6,27,0.003262783,2.2198074e-06
gptq8,7,0,0.0049069175,-4.3408945e-06
gptq8,7,1,0.0045363326,-1.2627803e-05
gptq8,7,2,0.0077350223,-1.5916768e-05
gptq8,7,3,0.0040539545,-7.925555e-06
gptq8,7,4,0.005946817,-9.1912225e-06
gptq8,7,5,0.0054004276,-5.327631e-06
gptq8,7,6,0.0019828286,-3.7406571e-06
gptq8,7,7,0.007439054,7.6293945e-06
gptq8,7,8,0.005965282,1.6080681e-05
gptq8,7,9,0.005809159,2.321694e-05
gptq8,7,10,0.002148357,3.0407682e-07
gptq8,7,11,0.008173384,1.6129576e-05
gptq8,7,12,0.007110859,2.7459115e-05
gptq8,7,13,0.0065304,1.6081147e-05
gptq8,7,14,0.0047927233,-2.576597e-05
gptq8,7,15,0.0015365337,7.654075e-06
gptq8,7,16,0.0051443167,1.3154e-05
gptq8,7,17,0.004100405,-6.708782e-06
gptq8,7,18,0.005152653,5.028164e-05
gptq8,7,19,0.0011646419,1.3317913e-06
gptq8,7,20,0.0064878133,2.6769005e-05
gptq8,7,21,0.0049835076,-7.892493e-06
gptq8,7,22,0.009048101,2.8017908e-05
gptq8,7,23,0.0029045509,3.1241216e-06
gptq8,7,24,0.0053370576,6.7739747e-06
gptq8,7,25,0.0018502597,1.2825476e-06
gptq8,7,26,0.0046789562,-4.5378692e-06
gptq8,7,27,0.00611838,-6.182585e-06
gptq8,8,0,0.007196591,3.3707358e-05
gptq8,8,1,0.007881362,-8.681789e-06
gptq8,8,2,0.00848683,-8.05594e-07
gptq8,8,3,0.003888788,-8.780509e-06
gptq8,8,4,0.006658258,-4.6007335e-07
gptq8,8,5,0.005118995,5.357014e-05
gptq8,8,6,0.0073638125,6.7744404e-06
gptq8,8,7,0.005056957,5.5409037e-06
gptq8,8,8,0.0030429282,2.4368055e-05
gptq8,8,9,0.0061322902,-4.143454e-06
gptq8,8,10,0.009115153,-3.9922073e-05
gptq8,8,11,0.00714552,4.715752e-05
gptq8,8,12,0.0069688926,5.097594e-06
gptq8,8,13,0.0065242997,1.7676037e-05
gptq8,8,14,0.0064279293,-3.715977e-06
gptq8,8,15,0.0058219517,-2.0652078e-05
gptq8,8,16,0.0015416474,-1.8892577e-05
gptq8,8,17,0.0025789985,-1.5817815e-05
gptq8,8,18,0.0035850261,-4.676287e-05
gptq8,8,19,0.0013809615,-1.06958905e-05
gptq8,8,20,0.003673307,-1.7988263e-05
gptq8,8,21,0.0019906142,1.3663899e-05
gptq8,8,22,0.0010981539,2.2078399e-05
gptq8,8,23,3.8412112e-05,5.364418e-07
gptq8,8,24,0.0018323577,2.1622982e-06
gptq8,8,25,0.0011278063,5.1916577e-06
gptq8,8,26,0.0014270133,1.0794611e-05
gptq8,8,27,0.00047853487,3.1261588e-06
gptq8,9,0,0.009071613,-8.629076e-05
gptq8,9,1,0.0067388765,-4.2504165e-05
gptq8,9,2,0.0033906,-1.6668811e-05
gptq8,9,3,0.0016791903,-6.7250803e-06
gptq8,9,4,0.0070275767,-9.241607e-05
gptq8,9,5,0.009045436,-1.4337711e-05
gptq8,9,6,0.00795713,-3.2523647e-05
gptq8,9,7,0.0048685074,-1.2364704e-05
gptq8,9,8,0.0011559293,-4.573143e-06
gptq8,9,9,0.0019385116,-2.1494692e-05
gptq8,9,10,0.0016117794,7.0909737e-06
gptq8,9,11,0.0045669326,-3.081374e-05
gptq8,9,12,0.0073321112,-5.6036748e-05
gptq8,9,13,0.006153238,1.006294e-05
gptq8,9,14,0.004915303,6.0508028e-06
gptq8,9,15,0.0064408863,8.875504e-07
gptq8,9,16,0.011603257,1.604855e-05
gptq8,9,17,0.003225639,1.4420133e-05
gptq8,9,18,0.0028520287,2.4779234e-05
gptq8,9,19,0.0030191191,1.3006153e-05
gptq8,9,20,0.005874765,3.584521e-05
gptq8,9,21,0.009685155,-1.2496486e-05
gptq8,9,22,0.006503335,-5.5658165e-05
gptq8,9,23,0.013360582,-0.00011522975
gptq8,9,24,0.006727679,-1.9402709e-05
gptq8,9,25,0.0055459575,-3.6893412e-05
gptq8,9,26,0.0023225504,9.620562e-07
gptq8,9,27,0.011859499,2.880767e-05
gptq8,10,0,0.0016634937,2.731569e-06
gptq8,10,1,0.00899453,-1.236517e-05
gptq8,10,2,0.006462253,-1.803739e-05
gptq8,10,3,0.0010654392,-4.8916554e-06
gptq8,10,4,0.0040291753,-1.2167729e-05
gptq8,10,5,0.0039066444,2.532266e-06
gptq8,10,6,0.011646698,6.643124e-06
gptq8,10,7,0.0030237888,-1.0950724e-05
gptq8,10,8,0.0069546206,-1.7133076e-05
gptq8,10,9,0.0075557316,1.16410665e-05
gptq8,10,10,0.0032064833,1.2660865e-05
gptq8,10,11,0.008431796,5.130656e-06
gptq8,10,12,0.0034242498,-1.2266217e-05
gptq8,10,13,0.009879408,-1.1970289e-05
gptq8,10,14,0.0066956487,-5.5839308e-05
gptq8,10,15,0.0060277316,-4.245527e-05
gptq8,10,16,0.004539917,-4.5283232e-05
gptq8,10,17,0.0065010004,-0.00010188669
gptq8,10,18,0.015840925,-0.0001290422
gptq8,10,19,0.0096647,-2.635643e-07
gptq8,10,20,0.005952531,-5.12274e-05
gptq8,10,21,0.0017082938,1.7428538e-06
gptq8,10,22,0.006294119,-4.9360096e-07
gptq8,10,23,0.004625781,3.2786746e-05
gptq8,10,24,0.01447033,2.341438e-05
gptq8,10,25,0.007752254,-4.176516e-06
gptq8,10,26,0.0073798606,-2.5847927e-05
gptq8,10,27,0.0021867382,-1.37623865e-05
gptq8,11,0,0.007269292,1.4691614e-05
gptq8,11,1,0.008311568,-5.0380826e-05
gptq8,11,2,0.0019552626,-4.980131e-06
gptq8,11,3,0.004021143,-8.114614e-06
gptq8,11,4,0.0050057913,-2.1979213e-07
gptq8,11,5,0.007891524,1.3476238e-06
gptq8,11,6,0.008183512,-2.9465184e-05
gptq8,11,7,0.0053899246,-1.9435305e-05
gptq8,11,8,0.0019357615,-2.4943496e-05
gptq8,11,9,0.007304981,-1.3828278e-05
gptq8,11,10,0.005075204,-3.918726e-05
gptq8,11,11,0.004056125,-1.9147526e-05
gptq8,11,12,0.0012770357,1.31911365e-05
gptq8,11,13,0.002554211,1.19498e-05
gptq8,11,14,0.0043707225,2.8215349e-05
gptq8,11,15,0.00626296,1.6212463e-05
gptq8,11,16,0.009484982,9.201467e-07
gptq8,11,17,0.009188685,-3.2875687e-07
gptq8,11,18,0.009877501,5.1958486e-06
gptq8,11,19,0.0031316692,1.7790822e-05
gptq8,11,20,0.0032409306,1.5932834e-05
gptq8,11,21,0.016650299,8.510798e-05
gptq8,11,22,0.007817893,-3.209617e-05
gptq8,11,23,0.010742261,4.6755187e-05
gptq8,11,24,0.010056562,7.042382e-05
gptq8,11,25,0.010127035,4.6696514e-06
gptq8,11,26,0.0066854213,3.737444e-05
gptq8,11,27,0.006670952,6.486615e-05
gptq8,12,0,0.012777657,5.78817e-06
gptq8,12,1,0.0041435836,3.8903207e-05
gptq8,12,2,0.007142388,8.2698185e-05
gptq8,12,3,0.008307227,5.9193e-05
gptq8,12,4,0.006103335,5.1103532e-05
gptq8,12,5,0.006467819,6.491551e-05
gptq8,12,6,0.002727562,6.902404e-05
gptq8,12,7,0.0037388266,-1.3008015e-05
gptq8,12,8,0.007970547,-1.3943762e-05
gptq8,12,9,0.008929614,-3.4397468e-05
gptq8,12,10,0.0073174485,-8.178176e-05
gptq8,12,11,0.0056803883,6.733462e-06
gptq8,12,12,0.004696246,1.9073486e-06
gptq8,12,13,0.005581165,-4.669698e-05
gptq8,12,14,0.005618934,-6.3427724e-05
gptq8,12,15,0.0051623173,-6.988738e-05
gptq8,12,16,0.0040826635,-5.6850724e-05
gptq8,12,17,0.007112832,-6.9322065e-05
gptq8,12,18,0.00433787,-6.563915e-05
gptq8,12,19,0.0019142936,-1.7484766e-05
gptq8,12,20,0.004630023,-3.41353e-05
gptq8,12,21,0.0067972974,-3.9791223e-05
gptq8,12,22,0.008264804,-7.218309e-05
gptq8,12,23,0.009719256,-7.721409e-05
gptq8,12,24,0.007105663,-4.6384986e-05
gptq8,12,25,0.0032138906,-5.4153847e-05
gptq8,12,26,0.008471588,-8.0568716e-05
gptq8,12,27,0.0020882692,-3.254623e-05
gptq8,13,0,0.006690354,-3.2523647e-05
gptq8,13,1,0.010810195,-6.971881e-06
gptq8,13,2,0.009323909,-3.2621436e-05
gptq8,13,3,0.0045788535,-6.186543e-05
gptq8,13,4,0.009935338,-3.661774e-05
gptq8,13,5,0.006205049,-2.4803448e-05
gptq8,13,6,0.00281723,5.7280995e-06
gptq8,13,7,0.0049739047,-2.2690743e-05
gptq8,13,8,0.0055450243,-4.8111193e-05
gptq8,13,9,0.005623258,-1.7560553e-05
gptq8,13,10,0.005952243,-3.7818216e-05
gptq8,13,11,0.0072036283,9.96422e-06
gptq8,13,12,0.010702791,-4.025176e-05
gptq8,13,13,0.011649691,-9.418372e-05
gptq8,13,14,0.004656689,3.4846365e-05
gptq8,13,15,0.005846813,5.0051603e-05
gptq8,13,16,0.009056321,0.000107945874
gptq8,13,17,0.009087382,1.7806888e-05
gptq8,13,18,0.011201661,5.4853037e-05
gptq8,13,19,0.011271608,0.00012328755
gptq8,13,20,0.016069872,0.000110100955
gptq8,13,21,0.005197048,-7.399358e-06
gptq8,13,22,0.005083709,-3.321562e-06
gptq8,13,23,0.010009338,2.8971583e-05
gptq8,13,24,0.003634827,-2.445653e-05
gptq8,13,25,0.009862374,2.1046959e-05
gptq8,13,26,0.01057125,1.6672537e-05
gptq8,13,27,0.0067642475,-3.7816353e-06
gptq8,14,0,0.00047514358,-1.7984421e-06
gptq8,14,1,0.001497799,-1.8349965e-05
gptq8,14,2,0.002209133,-1.3182871e-05
gptq8,14,3,0.0018013428,-7.3005212e-06
gptq8,14,4,8.595401e-06,1.9320123e-07
gptq8,14,5,3.002841e-06,8.221332e-08
gptq8,14,6,0.0010378525,-6.2542967e-06
gptq8,14,7,3.4989982e-05,3.658497e-07
gptq8,14,8,0.0015265818,1.1386583e-05
gptq8,14,9,0.0044620777,2.8478447e-05
gptq8,14,10,0.005094927,6.872229e-05
gptq8,14,11,0.008972423,2.3282133e-05
gptq8,14,12,0.006738967,1.0440126e-06
gptq8,14,13,0.008234435,7.003825e-05
gptq8,14,14,0.004260591,7.804483e-06
gptq8,14,15,0.0053871786,-1.7797574e-06
gptq8,14,16,0.002944942,1.8802239e-05
gptq8,14,17,0.0074054454,3.2885466e-05
gptq8,14,18,0.0008022867,7.193652e-06
gptq8,14,19,0.0046843826,2.306886e-05
gptq8,14,20,0.010361178,-4.6035275e-06
gptq8,14,21,0.006739485,4.2224303e-05
gptq8,14,22,0.006058315,-1.0852236e-05
gptq8,14,23,0.0049676895,-9.569805e-06
gptq8,14,24,0.0044344543,-5.1605515e-05
gptq8,14,25,0.010870572,-2.7887523e-05
gptq8,14,26,0.0061847423,-5.31096e-05
gptq8,14,27,0.009696269,5.5675395e-05
gptq8,15,0,0.004272157,9.008916e-05
gptq8,15,1,0.002101627,5.4969918e-05
gptq8,15,2,0.004653133,7.871119e-05
gptq8,15,3,0.0063336757,5.93625e-05
gptq8,15,4,0.0025728592,2.152333e-05
gptq8,15,5,0.0060690846,7.746136e-05
gptq8,15,6,0.005214921,4.1304156e-05
gptq8,15,7,0.0049067615,-3.5138335e-05
gptq8,15,8,0.0062351557,4.150113e-05
gptq8,15,9,0.004288246,4.7027133e-06
gptq8,15,10,0.0049334434,2.1527521e-05
gptq8,15,11,0.009086675,4.2487867e-05
gptq8,15,12,0.0064797895,-2.2197608e-05
gptq8,15,13,0.008647721,-8.944422e-06
gptq8,15,14,0.0020366004,-1.21924095e-05
gptq8,15,15,0.0008362244,-2.8199283e-06
gptq8,15,16,0.002946574,3.7900405e-05
gptq8,15,17,0.0031430146,1.5292317e-06
gptq8,15,18,0.00015874361,-3.5372213e-06
gptq8,15,19,0.0010694964,-5.4836273e-06
gptq8,15,20,0.0017549334,-3.5113306e-05
gptq8,15,21,0.007795268,-3.564777e-05
gptq8,15,22,0.0040451246,-3.9790757e-06
gptq8,15,23,0.009520563,3.1176023e-05
gptq8,15,24,0.004177751,-2.5354326e-05
gptq8,15,25,0.0032917631,1.5793135e-05
gptq8,15,26,0.0051133386,4.6236906e-05
gptq8,15,27,0.006997306,-1.7018057e-05
gptq8,16,0,0.0054212357,-1.1348166e-06
gptq8,16,1,0.00887731,-0.00016863551
gptq8,16,2,0.0067926934,-7.1558636e-05
gptq8,16,3,0.0027943028,-1.5632948e-05
gptq8,16,4,0.005792852,-2.1408312e-05
gptq8,16,5,0.005555153,-3.821263e-05
gptq8,16,6,0.009359755,-2.4466775e-05
gptq8,16,7,0.0055899085,-3.673695e-05
gptq8,16,8,0.0060258405,-2.9185787e-05
gptq8,16,9,0.00211913,-1.499569e-05
gptq8,16,10,0.0012048483,-7.60064e-06
gptq8,16,11,0.0019534375,-3.6709243e-06
gptq8,16,12,0.002340769,-5.510752e-05
gptq8,16,13,0.0010819518,-1.3546785e-05
gptq8,16,14,0.012908574,-7.71163e-05
gptq8,16,15,0.009594062,-5.3899363e-05
gptq8,16,16,0.008882917,-5.7582743e-05
gptq8,16,17,0.005854771,-0.00019898918
gptq8,16,18,0.0044301134,-0.00010765856
gptq8,16,19,0.010474764,-0.00012272783
gptq8,16,20,0.010045874,-6.872229e-05
gptq8,16,21,0.0064457203,8.063484e-05
gptq8,16,22,0.0049879304,5.00679e-05
gptq8,16,23,0.0063158562,5.856855e-05
gptq8,16,24,0.0036185035,3.7834514e-05
gptq8,16,25,0.0066331667,3.2030046e-05
gptq8,16,26,0.013171229,6.590225e-05
gptq8,16,27,0.0066579375,7.03251e-05
gptq8,17,0,0.0052045356,4.1139778e-05
gptq8,17,1,0.007821116,0.00010543037
gptq8,17,2,0.013125157,5.0972216e-05
gptq8,17,3,0.009272674,3.2622367e-05
gptq8,17,4,0.007950618,9.997748e-06
gptq8,17,5,0.0048380885,-1.1511147e-06
gptq8,17,6,0.008472821,-1.42725185e-05
gptq8,17,7,0.0026279318,-1.535751e-05
gptq8,17,8,0.0018542635,-3.8019498e-05
gptq8,17,9,0.009967212,6.314367e-06
gptq8,17,10,0.00022237466,-2.6287744e-06
gptq8,17,11,0.005586624,-5.156407e-05
gptq8,17,12,0.002672327,-5.3142663e-05
gptq8,17,13,0.0028272003,-5.029794e-05
gptq8,17,14,0.001401778,3.0089868e-06
gptq8,17,15,0.0017894466,2.3270492e-05
gptq8,17,16,0.0036444706,-1.177704e-05
gptq8,17,17,0.004229521,-8.434989e-06
gptq8,17,18,0.0017170166,3.3208053e-05
gptq8,17,19,0.0010782048,-4.320289e-06
gptq8,17,20,0.0012242321,-6.149523e-06
gptq8,17,21,0.004698096,-2.7887058e-05
gptq8,17,22,0.009796792,2.6226044e-05
gptq8,17,23,0.004933283,-3.0287541e-05
gptq8,17,24,0.007930526,-3.352668e-05
gptq8,17,25,0.004554724,-5.8864243e-06
gptq8,17,26,0.0037692334,-1.5291618e-05
gptq8,17,27,0.009819886,3.2227486e-05
gptq8,18,0,0.010545928,-2.2888184e-05
gptq8,18,1,0.004693656,-1.6278122e-05
gptq8,18,2,0.0051894025,3.883755e-05
gptq8,18,3,0.006426417,-2.6111025e-05
gptq8,18,4,0.0046049315,5.4819975e-05
gptq8,18,5,0.007278015,4.4230837e-05
gptq8,18,6,0.0055480166,3.189873e-05
gptq8,18,7,0.01425013,-2.6263297e-07
gptq8,18,8,0.00879393,-8.353032e-06
gptq8,18,9,0.00995169,4.682876e-05
gptq8,18,10,0.0076732473,0.00016237097
gptq8,18,11,0.004357108,-6.1653554e-07
gptq8,18,12,0.0036825968,9.191455e-06
gptq8,18,13,0.0047309482,-1.3466924e-05
gptq8,18,14,0.009983104,0.00021779165
gptq8,18,15,0.0065191695,0.00016071089
gptq8,18,16,0.005426555,0.00014609285
gptq8,18,17,0.009033334,4.275143e-05
gptq8,18,18,0.008458598,0.00023605116
gptq8,18,19,0.0061082183,6.965082e-05
gptq8,18,20,0.011923264,4.6960078e-05
gptq8,18,21,0.009618463,-4.2125583e-05
gptq8,18,22,0.0047360123,-1.0654796e-05
gptq8,18,23,0.0023839227,-3.1471252e-05
gptq8,18,24,0.0085662315,8.945353e-06
gptq8,18,25,0.012041684,-5.1301904e-05
gptq8,18,26,0.0062212944,4.9360096e-08
gptq8,18,27,0.0076657,-3.492413e-05
gptq8,19,0,0.013906084,1.5982427e-05
gptq8,19,1,0.008039803,2.367422e-06
gptq8,19,2,0.012364667,-1.928676e-05
gptq8,19,3,0.002000529,2.688379e-05
gptq8,19,4,0.01666786,6.9716945e-05
gptq8,19,5,0.007981728,2.213195e-05
gptq8,19,6,0.01598784,8.5996464e-05
gptq8,19,7,0.005512895,2.3019966e-05
gptq8,19,8,0.0038220636,1.7527957e-05
gptq8,19,9,0.0033595643,4.6368223e-06
gptq8,19,10,0.005469026,1.5129335e-06
gptq8,19,11,0.009109892,-1.4338642e-05
gptq8,19,12,0.007226352,-4.261965e-05
gptq8,19,13,0.008176277,-2.3283064e-05
gptq8,19,14,0.003648503,-1.2792414e-05
gptq8,19,15,0.0017799591,-1.5283353e-05
gptq8,19,16,0.009401059,-1.0786578e-05
gptq8,19,17,0.0046519577,-1.1264347e-06
gptq8,19,18,0.0010517404,-7.497845e-06
gptq8,19,19,0.008553156,3.697537e-05
gptq8,19,20,0.004574595,-6.575417e-05
gptq8,19,21,0.0058973576,-9.2061237e-07
gptq8,19,22,0.0062399404,-3.1430274e-05
gptq8,19,23,0.0062890216,1.5129335e-06
gptq8,19,24,0.0035210683,3.0430965e-07
gptq8,19,25,0.0041641695,3.203051e-05
gptq8,19,26,0.006461242,5.978532e-05
gptq8,19,27,0.010607218,-6.1956234e-05
gptq8,20,0,0.00555438,1.8859748e-05
gptq8,20,1,0.011286637,4.465878e-05
gptq8,20,2,0.008150824,5.655922e-06
gptq8,20,3,0.010291132,0.00011891406
gptq8,20,4,0.007027955,8.267397e-05
gptq8,20,5,0.00991966,0.00012739748
gptq8,20,6,0.0094960965,0.0001318045
