layer,proj,quantizer,rows,cols,n_dead_cols,clip_frac,clip_frac_rtn,comp_disp,comp_disp_rel,wdisp_gptq,wdisp_rtn,obj_gptq,obj_rtn,obj_gptq_alt,obj_rtn_alt,hdiag_alt_corr,send_total,send_top1pct,send_top16_cols,hdiag_max_over_mean,cond_damped,awq_alpha,obj_awq,obj_awq_alt,protected,obj_gptq_tpl,obj_rtn_tpl,obj_gptq_ord,obj_rtn_ord,tplpos_ratio,lev_tpl,lev_ord,levpos,xnorm_tpl,xnorm_ord,xnormpos
0,q_proj,gptq,4096,5120,0,0.002063274383544922,0.0014791011810302735,105.20549358358834,0.1078120661166613,164.03985595703125,99.57217407226562,1.1363003253936768,35.606693267822266,1.0585068464279175,36.4627799987793,0.9904010891914368,104.3035888671875,0.44940048456192017,"4518,1030,4503,4453,4436,1663,735,3313,4139,2261,3472,5049,2567,3506,213,739",526.0867309570312,,,,,0,0.9594098329544067,10.503644943237305,0.5961157083511353,17.608060836791992,"0.083,0.083,0.657,0.046,0.001,0.175,0.174,0.165",902.0774536132812,707.5135498046875,"207.4,207.4,22.93,892.3,91.93,2053,2086,1656",10.963075637817383,10.977659225463867,"12.97,12.97,0.8509,12.03,11.26,13.08,13.26,11.29"
0,k_proj,gptq,1024,5120,0,0.00205078125,0.0014598846435546875,62.33718639432757,0.15181767561856532,92.65081787109375,48.359649658203125,0.6792951822280884,9.064107894897461,0.6553751230239868,9.084633827209473,0.9904010891914368,61.81953048706055,0.516739547252655,"4503,1030,4518,4453,4436,3313,1663,735,3472,2261,5049,3506,4139,739,2567,213",526.0867309570312,,,,,0,0.614524245262146,4.9980268478393555,0.3774351477622986,4.572943687438965,"0.063,0.063,0.864,0.090,0.001,0.267,0.272,0.234",902.0774536132812,707.5135498046875,"207.4,207.4,22.93,892.3,91.93,2053,2086,1656",10.963075637817383,10.977659225463867,"12.97,12.97,0.8509,12.03,11.26,13.08,13.26,11.29"
0,v_proj,gptq,1024,5120,0,0.0020387649536132814,0.0014736175537109375,0.8927512888344958,0.02114858483676338,3.40427565574646,2.6248204708099365,0.009730454534292221,0.11622992157936096,0.008846905082464218,0.11111193895339966,0.9904010891914368,0.8892040252685547,0.1741500198841095,"4518,1030,4503,4453,4436,735,5049,1663,2261,739,3506,3472,4139,2567,213,3065",526.0867309570312,,,,,0,0.006733819842338562,0.04633093252778053,0.004947842564433813,0.04704121872782707,"0.053,0.053,0.454,0.093,0.006,0.238,0.215,0.242",902.0774536132812,707.5135498046875,"207.4,207.4,22.93,892.3,91.93,2053,2086,1656",10.963075637817383,10.977659225463867,"12.97,12.97,0.8509,12.03,11.26,13.08,13.26,11.29"
0,o_proj,gptq,5120,4096,0,0.0020773887634277345,0.001455545425415039,4.792338675528754,0.03435579420474423,13.911763191223145,8.894187927246094,0.0005202971515245736,0.0026774401776492596,0.0005112261278554797,0.002958460245281458,0.8904736042022705,4.764486312866211,0.12540629506111145,"1748,1860,3141,1824,1876,876,620,3269,198,1732,1696,3735,2004,1737,1757,3863",152.2776336669922,,,,,0,0.0002527934266254306,0.0016401145840063691,0.0002199671434937045,0.0017254124395549297,"0.017,0.017,0.038,0.122,0.123,0.096,0.514,0.156",610.2781982421875,1077.48388671875,"114.6,114.6,324.9,329,707.7,955,1655,681.7",0.6730020642280579,0.6775745153427124,"0.7035,0.7035,0.4495,0.7034,0.7729,0.6696,0.7672,0.6143"
0,gate_proj,gptq,32768,5120,0,0.0020841360092163086,0.0014833033084869385,81.46280546277194,0.04128678610687577,196.87203979492188,113.65321350097656,1.9289815425872803,6.490836143493652,1.8566076755523682,5.672913074493408,0.9286706447601318,81.4028549194336,0.020976092666387558,"4436,4848,1396,5004,3313,3899,2575,3637,4308,3908,1030,673,4503,5081,360,3411",57.467159271240234,,,,,0,1.3934518098831177,3.1120171546936035,1.032101035118103,2.7375457286834717,"0.046,0.046,0.380,0.284,0.059,0.765,0.859,0.559",2926.19091796875,2139.7998046875,"211.1,211.1,724.5,1934,378.6,6991,8435,4525",11.498153686523438,10.850404739379883,"10.02,10.02,6.149,12.34,12.08,13.77,14.32,13.28"
0,up_proj,gptq,32768,5120,0,0.0020815789699554442,0.0014942765235900878,75.79228944643182,0.04153397209797014,182.89744567871094,105.2962417602539,1.7912265062332153,5.997738838195801,1.7200132608413696,5.237932205200195,0.9286706447601318,75.76118469238281,0.019823458045721054,"4436,4848,1396,5004,3313,3899,2575,3637,4308,3908,1030,673,360,4503,5081,2347",57.467159271240234,,,,,0,1.2845739126205444,2.870889186859131,0.9658967852592468,2.5194084644317627,"0.045,0.045,0.362,0.287,0.058,0.762,0.864,0.556",2926.19091796875,2139.7998046875,"211.1,211.1,724.5,1934,378.6,6991,8435,4525",11.498153686523438,10.850404739379883,"10.02,10.02,6.149,12.34,12.08,13.77,14.32,13.28"
0,down_proj,gptq,5120,32768,0,0.001991027593612671,0.0014761805534362793,214.54981647319914,0.11135346683614193,336.9525146484375,123.10499572753906,0.000982325174845755,0.00759198609739542,0.002598815830424428,0.008254555985331535,0.9482907652854919,213.4451904296875,0.1689525991678238,"30018,18638,20872,26332,23984,1048,3313,5756,31980,1976,18631,783,17201,15570,1557,6069",1915.73828125,,,,,0,0.002177322516217828,0.03438916802406311,0.0010972176678478718,0.0034516092855483294,"0.000,0.000,0.241,0.121,0.155,1.900,2.000,0.313",23219.703125,9336.84375,"217.1,217.1,4622,1.223e+04,6697,8.533e+04,6.129e+04,1.516e+04",2.094407081604004,0.8855801224708557,"5.24,5.24,0.6427,1.501,0.8414,1.007,0.8779,1.406"
1,q_proj,gptq,4096,5120,0,0.002025604248046875,0.0014732837677001952,21.04298540947592,0.03696773152918779,55.13006591796875,40.410911560058594,3.498688220977783,74.82093811035156,4.191061019897461,75.14888000488281,0.9967381358146667,20.884693145751953,0.17012502253055573,"4457,3439,3908,2708,3662,4308,3920,3464,3695,3392,3117,4925,1887,3477,3941,4363",1586.65966796875,,,,,0,10.114521026611328,28.94390106201172,1.7869884967803955,35.15005111694336,"1.278,1.278,0.155,0.047,0.024,0.117,0.152,0.086",684.482177734375,593.8248291015625,"191,191,697.6,513,305.1,1253,1358,966.7",50.70766830444336,54.52436828613281,"47.26,47.26,46.62,51.69,54.64,54.64,51.46,52.09"
1,k_proj,gptq,1024,5120,0,0.002039527893066406,0.0014684677124023437,10.286690022129402,0.04710940336857765,23.536401748657227,17.505722045898438,1.654310703277588,50.259925842285156,2.0228934288024902,50.16752624511719,0.9967381358146667,10.156116485595703,0.18407902121543884,"4457,3439,3908,3662,2708,4308,3920,3695,3464,4925,3392,3748,1887,3477,2575,3117",1586.65966796875,,,,,0,4.713406085968018,17.82636260986328,0.8361164331436157,22.727020263671875,"1.286,1.286,0.110,0.032,0.017,0.086,0.108,0.065",684.482177734375,593.8248291015625,"191,191,697.6,513,305.1,1253,1358,966.7",50.70766830444336,54.52436828613281,"47.26,47.26,46.62,51.69,54.64,54.64,51.46,52.09"
1,v_proj,gptq,1024,5120,0,0.002029609680175781,0.0015115737915039062,0.46513007957586433,0.010509561444055786,3.0131735801696777,2.729968309402466,0.0909394919872284,1.3130244016647339,0.08984258770942688,1.2270159721374512,0.9967381358146667,0.4628223776817322,0.0918092355132103,"3908,4457,3439,2708,3920,4308,4925,3477,3695,2550,4726,2958,2934,3117,3464,2551",1586.65966796875,,,,,0,0.0705733597278595,0.49991080164909363,0.045518774539232254,0.5766688585281372,"0.927,0.927,0.125,0.058,0.033,0.133,0.166,0.103",684.482177734375,593.8248291015625,"191,191,697.6,513,305.1,1253,1358,966.7",50.70766830444336,54.52436828613281,"47.26,47.26,46.62,51.69,54.64,54.64,51.46,52.09"
