tag,model,calib,n_calib,seqlen,role,layer,d_in,d_out,n_tokens,A_bos,rank1_share_B,norm_x0_sq,lambda,kappa,kappa_iso,sm_check,n_bos_cols90_J,actorder_topJ_overlap,pat_cos_x0_bos,pat_cos_v_bos,pat_cos_rand_bos,pat_bosmass_bos,pat_norm_bos,pat_cos_x0_ord,pat_cos_v_ord,pat_bosmass_ord,pat_norm_ord,nob_pat_cos_x0_bos,nob_pat_cos_v_bos,nob_pat_bosmass_bos,nob_pat_norm_bos,share_S_x0,share_S_v,share_S_rand,share_S_top1,cos_top1_x0,cos_top1_v,n_bos_cols90,colshare_S_bos,colshare_Dnob_bos,normS_over_normDnob,toprow_share_S,toprow_S,share_D_x0,share_D_v,share_D_rand,toprow_share_D,toprow_D,share_C_x0,share_C_v,share_C_rand,share_Eg_x0,share_Eg_v,share_Er_x0,share_Er_v,normD_over_normEr,normC_over_normEr,toprow_share_C,toprow_C,toprow_share_Eg,toprow_Eg,toprow_share_Er,maxabs_W,maxabs_Qg,maxabs_Qnob,n_clip_g,n_clip_nob,n_clip_r,seconds
f_q14_c4win,Qwen/Qwen2.5-14B-Instruct,c4win,128,2048,control+3,7,13824,5120,262016,0.000183271,0.999514,0.044366,0.000875999,8.60873,50.6462,2.98457e-14,1711,0.15488,0.057425,0.0525758,0.0118638,0.157491,0.71992,0.00130573,0.00916306,0.155824,2.35149,0.0215328,0.0195459,0.152812,0.718405,0.000329378,0.000878372,7.47621e-05,0.0117643,0.00665329,0.00735551,1711,0.137581,0.138887,0.693343,0.00960102,4675,0.000143962,0.000322514,7.33734e-05,0.00421266,4675,6.57995e-05,0.000134438,7.05378e-05,2.42055e-06,5.73424e-05,0.000152813,0.000236816,0.777793,1.50943,0.00371006,4675,0.00367619,4675,0.00346524,1.04688,0.952205,0.92663,5241,5230,102150,8.7
f_q14_c4win,Qwen/Qwen2.5-14B-Instruct,c4win,128,2048,control+20,24,13824,5120,262016,0.000325119,0.999921,0.167119,0.00185932,1.54317,89.8818,5.3743e-14,912,0.177632,0.0389575,0.0219591,0.0118548,0.0591603,0.567604,0.00453818,0.00779839,0.0771418,1.23825,0.0228235,0.0176929,0.0586022,0.567057,7.02864e-05,0.000339498,7.01533e-05,0.00776187,0.00384634,0.0161398,912,0.0529733,0.0591183,0.689129,0.00747585,4675,0.000259049,0.000141385,7.67954e-05,0.00996158,4675,5.72625e-05,7.36176e-05,7.42375e-05,5.8515e-06,6.03846e-05,0.000105107,8.20279e-05,0.506386,1.34001,0.00817109,4675,0.00619156,4675,0.00842038,1.17188,1.33929,1.33929,5233,5220,106939,8.6
f_q14_pile,Qwen/Qwen2.5-14B-Instruct,pile,128,2048,sink,4,13824,5120,262016,0.997848,0.999497,55205.7,0.200205,273952,275746,2.82123e-12,2,1,0.573184,0.466375,0.00341809,0.016967,41.6339,0.132336,0.127702,0,0.305496,0.258679,0.347883,0.10655,0.0933633,9.86028e-05,9.08667e-05,5.46567e-05,0.668307,0.00987809,0.00926721,2,8.08192e-05,8.55185e-05,1.73261,0.576816,3094,0.000112194,0.000100843,4.74045e-05,0.854796,3094,1.37883e-05,1.21685e-05,5.78193e-05,5.0344e-07,1.04573e-06,4.42924e-05,4.42424e-05,1.27501,1.56935,0.349515,3094,0.415261,3094,0.00575875,0.929688,6.93405,1.07267,5286,5268,101681,8.7
f_q14_pile,Qwen/Qwen2.5-14B-Instruct,pile,128,2048,control+3,7,13824,5120,262016,0.000176919,0.997648,0.0446136,0.000914224,6.25561,48.7995,1.92553e-14,1704,0.169014,0.0410464,0.036396,0.0109677,0.142576,0.775205,0.00135529,0.00834116,0.15178,2.81818,0.0192575,0.0180396,0.140846,0.774294,0.000247593,0.000882154,7.60292e-05,0.0105206,0.0205218,0.0507682,1704,0.122162,0.131882,0.709403,0.00906279,4675,0.000107245,0.000325322,6.93127e-05,0.00438019,4675,6.23268e-05,0.000160856,7.28076e-05,3.71464e-06,6.67927e-05,0.000153696,0.000291616,0.787939,1.51608,0.00382017,4675,0.00378994,4675,0.00346524,1.04688,1.21106,1.20568,5229,5232,102150,9.2
f_q14_pile,Qwen/Qwen2.5-14B-Instruct,pile,128,2048,control+20,24,13824,5120,262016,0.000312617,0.999905,0.166986,0.00193216,1.36644,86.4242,2.79148e-14,913,0.176342,0.0389594,0.0200156,0.0111372,0.057316,0.574772,0.00366709,0.00578716,0.0817421,1.28635,0.0235467,0.0150611,0.0568619,0.5743,5.73051e-05,0.000307247,7.14766e-05,0.00786109,0.00589256,0.0230475,913,0.0499978,0.0572906,0.685507,0.00760618,4675,0.000262686,0.000139484,7.44272e-05,0.00978163,4675,5.72045e-05,7.69911e-05,7.26003e-05,5.69756e-06,6.22286e-05,0.000105141,7.77558e-05,0.514283,1.34759,0.00805029,4675,0.00597386,4675,0.00842038,1.17188,1.33929,1.33929,5228,5228,106939,8.6
f_q14_wikitext,Qwen/Qwen2.5-14B-Instruct,wikitext,128,2048,sink,4,13824,5120,262144,0.983876,0.999582,57047.6,0.209804,87.3764,271908,8.46683e-13,2,1,0.60045,0.0797579,0.00172614,0.0270312,39.5128,0.107862,0.0174636,0,0.260359,0.756818,0.417167,0.499794,24.582,4.27217e-05,0.0855512,5.53072e-05,0.796448,0.00657333,0.299302,2,2.515e-05,0.000229854,1.6003,0.689069,3094,0.000131125,0.00479262,1.62556e-06,0.859064,3094,1.55228e-05,0.00236159,4.32022e-05,3.38276e-07,0.00297327,4.43795e-05,0.00012072,1.13837,1.52111,0.321618,3094,0.386348,3094,0.00575875,0.929688,5.08397,4.70956,5259,5237,101681,8.6
f_q14_wikitext,Qwen/Qwen2.5-14B-Instruct,wikitext,128,2048,control+3,7,13824,5120,262144,0.000158273,0.998905,0.0448975,0.00102714,7.86406,43.7113,4.31269e-14,1697,0.154979,0.0576915,0.0528408,0.0118946,0.151714,0.754989,0.00103169,0.00679534,0.154445,3.24237,0.0214193,0.0187635,0.145941,0.753479,0.000257291,0.000596847,7.42193e-05,0.0103909,0.046698,0.035127,1697,0.130724,0.13271,0.7199,0.00862913,4675,0.000146327,0.000259509,7.13697e-05,0.00441909,4675,6.15262e-05,0.00011898,6.94224e-05,2.25326e-06,5.25709e-05,0.000154367,0.00019289,0.847646,1.56129,0.00375798,4675,0.00372324,4675,0.00346524,1.04688,0.944722,1.22092,5197,5225,102150,9
f_q14_wikitext,Qwen/Qwen2.5-14B-Instruct,wikitext,128,2048,control+20,24,13824,5120,262144,0.000312776,0.999912,0.167554,0.00193774,1.40697,86.4688,6.05228e-14,909,0.146315,0.040374,0.0214235,0.011273,0.0582029,0.604277,0.00253861,0.00820313,0.0725427,1.51818,0.024844,0.0157332,0.0576723,0.603792,5.23807e-05,0.000272272,6.8615e-05,0.00857509,0.0152102,0.0169366,909,0.0499064,0.0581352,0.678859,0.00830706,4675,0.000192935,0.000142497,7.33492e-05,0.0108658,4675,5.48123e-05,7.80152e-05,7.30848e-05,4.10183e-06,6.76237e-05,0.000105175,8.01661e-05,0.552585,1.36906,0.00833888,4675,0.0067175,4675,0.00842038,1.17188,1.33929,1.33929,5227,5220,106939,8.4
f_q32_c4,Qwen/Qwen2.5-32B-Instruct,c4,128,2048,sink,4,27648,5120,54475,0.998105,0.999343,157658,0.285845,532115,551550,8.28e-11,2,1,0.521762,0.401998,0.0042848,0.0106591,32.4387,0.191763,0.112555,0,0.525824,0.594326,0.718142,0.305061,0.208151,8.95701e-05,8.11259e-05,5.22432e-05,0.320501,0.0133812,0.0123051,2,4.54862e-05,4.3332e-05,1.2119,0.297035,3094,0.000180712,0.000155698,8.15627e-05,0.907339,3094,2.60107e-05,2.36111e-05,3.94502e-05,7.03316e-08,6.00952e-07,5.86809e-05,5.878e-05,1.03771,1.45461,0.283881,3094,0.342689,3094,0.00677363,1.23438,6.39667,1.33478,5775,5219,208706,19.9
f_q32_c4,Qwen/Qwen2.5-32B-Instruct,c4,128,2048,control+3,7,27648,5120,54475,0.00106298,0.935382,0.612295,0.00111366,72.8209,549.804,4.32847e-13,4018,0.144599,0.0606193,0.0547605,0.00767594,0.172919,0.927287,0.000290152,0.00340194,0.16437,4.74008,0.0193961,0.0154398,0.170175,0.925723,6.96234e-05,0.000171949,3.49359e-05,0.00743176,0.0193158,0.0026713,4018,0.153155,0.152797,0.851384,0.00617255,4675,4.46841e-05,7.26311e-05,3.45003e-05,0.00304792,4675,3.65698e-05,4.00331e-05,3.56037e-05,2.77726e-08,2.08676e-05,0.000122021,6.49885e-05,1.20191,1.82539,0.00301944,4675,0.00294932,4675,0.00314141,1.125,1.31383,1.32908,5202,5197,213423,21.1
f_q32_c4,Qwen/Qwen2.5-32B-Instruct,c4,128,2048,control+28,32,27648,5120,54475,0.000811185,0.956387,1.61114,0.00375565,32.4192,428.99,1.82642e-13,820,0.0768293,0.0464241,0.0232263,0.0106348,0.0464324,0.911408,0.00106764,0.00470574,0.0311109,2.46101,0.0189478,0.0170682,0.0445196,0.907668,4.59356e-05,0.000144904,3.81149e-05,0.00384665,0.00100448,0.002954,820,0.0300087,0.0299893,0.998913,0.00369478,4675,5.03916e-05,8.00691e-05,3.67294e-05,0.00334871,4675,2.08236e-05,3.86048e-05,3.65332e-05,3.67963e-07,3.27814e-05,5.48535e-05,3.85529e-05,0.913723,1.61638,0.0027698,4675,0.00274464,4675,0.00237754,0.792969,0.972904,0.958952,5213,5199,216874,19.7
f_q3_c4,Qwen/Qwen2.5-3B-Instruct,c4,128,2048,sink,2,11008,2048,54475,0.987915,0.999979,79450.4,0.365298,120.69,217495,1.92653e-13,1,1,0.846494,0.425507,0.00316313,0,33.2409,0.174617,0.0711748,0,0.217603,0.531412,0.412224,0,38.4966,7.1523e-05,0.0291713,4.8961e-05,0.858559,0.00849212,0.115992,1,0,0,2.21649,0.368739,1819,9.47655e-05,0.0370403,6.18088e-05,0.443703,1819,1.70568e-05,0.00725441,9.68699e-05,2.98925e-06,0.0112877,4.72961e-05,0.000221388,1.26603,1.47665,0.130868,1819,0.205224,1819,0.00733549,0.632812,2.87795,2.24169,2367,2307,33205,4.9
f_q3_c4,Qwen/Qwen2.5-3B-Instruct,c4,128,2048,control+3,5,11008,2048,54475,0.00336493,0.943562,0.613212,0.000877255,41.7788,699.012,1.35279e-13,17,0,0.366431,0.333618,0.00800897,0.104523,1.07912,0.000754734,0.00685711,0.00259001,3.84211,0.216913,0.142911,0.0754581,0.965577,0.000167992,0.000399176,0.000104281,0.0111438,0.0164444,0.0302137,17,0.00205741,0.00200872,0.843763,0.0107442,1874,0.000101398,0.000282844,0.000100887,0.00665896,1874,4.44053e-05,0.000108878,9.69886e-05,1.82271e-07,6.03586e-05,0.000122698,0.000166124,0.991216,1.65942,0.00531501,1874,0.00556217,1874,0.00453437,0.617188,0.699067,0.738107,2095,2096,33708,4.6
f_q3_c4,Qwen/Qwen2.5-3B-Instruct,c4,128,2048,control+16,18,11008,2048,54475,0.000278574,0.800626,0.10014,0.00203938,4.08877,49.1031,4.03871e-14,3041,0.327853,0.0278458,0.020355,0.0149816,0.281384,0.712608,0.00296435,0.0104896,0.313853,1.53698,0.0178635,0.0192002,0.281354,0.712307,0.000163148,0.000384727,8.87943e-05,0.0188444,0.0123251,0.0228613,3041,0.277119,0.286451,0.871168,0.0185355,1874,0.000136567,0.000139407,9.24474e-05,0.0187335,1874,4.71634e-05,9.61512e-05,9.05516e-05,1.04069e-05,8.56492e-05,9.952e-05,9.35836e-05,0.722992,1.48565,0.0163004,1874,0.0147341,1874,0.0170705,0.792969,0.830037,0.828516,2154,2164,33681,5.7
f_q7_c4,Qwen/Qwen2.5-7B-Instruct,c4,128,2048,sink,3,18944,3584,54475,0.849947,0.902295,3622.63,0.0124676,6428.76,290564,7.00113e-11,130,0.976923,0.166876,0.0569343,0.00533246,0.192577,0.839612,0.16524,0.0543858,0.00196031,0.83825,0.404106,0.03451,0.330737,0.337372,5.36922e-05,0.000104057,5.17465e-05,0.0127959,0.0276412,0.0387941,130,0.00082609,0.000906117,0.992055,0.0115389,458,0.00287402,0.000228498,5.24093e-05,0.0224367,458,0.000613803,6.09954e-05,5.29515e-05,1.89863e-10,1.19511e-06,0.000992794,9.49551e-05,0.372108,1.2717,0.0106718,458,0.00736208,458,0.0108223,0.671875,0.883739,0.816878,3695,3634,96902,10.4
