tag,model,calib,n_calib,seqlen,role,layer,d_in,d_out,n_tokens,A_bos,rank1_share_B,norm_x0_sq,lambda,kappa,kappa_iso,sm_check,n_bos_cols90_J,actorder_topJ_overlap,pat_cos_x0_bos,pat_cos_v_bos,pat_cos_rand_bos,pat_bosmass_bos,pat_norm_bos,pat_cos_x0_ord,pat_cos_v_ord,pat_bosmass_ord,pat_norm_ord,nob_pat_cos_x0_bos,nob_pat_cos_v_bos,nob_pat_bosmass_bos,nob_pat_norm_bos,share_S_x0,share_S_v,share_S_rand,share_S_top1,cos_top1_x0,cos_top1_v,n_bos_cols90,colshare_S_bos,colshare_Dnob_bos,normS_over_normDnob,toprow_share_S,toprow_S,share_D_x0,share_D_v,share_D_rand,toprow_share_D,toprow_D,share_C_x0,share_C_v,share_C_rand,share_Eg_x0,share_Eg_v,share_Er_x0,share_Er_v,normD_over_normEr,normC_over_normEr,toprow_share_C,toprow_C,toprow_share_Eg,toprow_Eg,toprow_share_Er,maxabs_W,maxabs_Qg,maxabs_Qnob,n_clip_g,n_clip_nob,n_clip_r,seconds
f_l_c4_cs1,meta-llama/Llama-3.1-8B-Instruct,c4,128,2048,control+15,16,14336,4096,59383,0.000187374,1,0.0193843,0.000360813,5.61351,53.7238,6.96002e-13,1041,0.225744,0.029657,0.0182814,0.0109674,0.0608662,0.826765,0.00342642,0.00774455,0.0747221,1.78342,0.0147762,0.0164665,0.060393,0.82579,0.000136712,0.000297755,6.71108e-05,0.00447483,0.0421807,0.0463695,1041,0.0471109,0.0545529,0.841881,0.00424649,4055,7.30887e-05,9.0181e-05,6.99025e-05,0.0104998,4055,3.39501e-05,6.56496e-05,7.02651e-05,9.37305e-06,5.6559e-05,7.22431e-05,7.14637e-05,0.729528,1.48852,0.00655155,4055,0.00672441,4055,0.00450275,0.808594,0.69308,0.69308,4162,4176,89933,7.6
f_l_c4_ro,meta-llama/Llama-3.1-8B-Instruct,c4,128,2048,sink,1,14336,4096,53700,0.998165,1,1102.47,0.00385218,121259,286194,1.79867e-11,1,1,0.834903,0.337707,0.0098342,0,10.8572,0.180244,0.21017,0,0.437466,0.425914,0.605277,0,2.46438,7.95125e-05,0.00110766,1.15167e-05,0.877372,0.00936894,0.0349725,1,0,0,2.84584,0.366788,1384,8.43831e-05,0.00111683,4.1418e-06,0.41688,1384,6.46004e-06,0.00017416,3.65579e-05,3.08443e-06,0.000322546,5.26657e-05,9.98944e-05,2.25245,1.79319,0.25114,1384,0.276411,1384,0.00422485,0.707031,7.25868,0.606027,4272,4251,90085,7.9
f_l_c4_ro,meta-llama/Llama-3.1-8B-Instruct,c4,128,2048,control+3,4,14336,4096,53700,0.000219393,1,0.003864,6.14264e-05,6.40015,62.9045,2.03221e-13,2849,0.286416,0.0297589,0.0205693,0.0110972,0.164197,0.761159,0.00191771,0.00567445,0.205525,1.74602,0.0153479,0.0162678,0.163539,0.760723,0.000145736,0.000320232,6.8274e-05,0.00755308,0.0145466,0.0183225,2849,0.156804,0.171222,0.871998,0.00734325,4055,9.28847e-05,0.000103437,7.16574e-05,0.00946308,4055,3.41134e-05,6.06434e-05,6.70287e-05,6.04732e-06,4.78932e-05,7.20571e-05,7.01818e-05,0.736696,1.49237,0.00719814,4055,0.00688045,4055,0.00618143,0.65625,0.5625,0.5625,4182,4178,89775,8.4
f_l_c4_ro,meta-llama/Llama-3.1-8B-Instruct,c4,128,2048,control+15,16,14336,4096,53700,0.000212379,1,0.0214357,0.000352021,6.55247,60.8933,6.80318e-13,1041,0.235351,0.0307869,0.0185467,0.0104218,0.0593824,0.846572,0.00299806,0.00768374,0.0743801,1.87092,0.0143299,0.0161787,0.0588697,0.845483,0.00014113,0.000315312,6.94311e-05,0.00461265,0.0527376,0.0695371,1041,0.0472013,0.0543361,0.861712,0.0043825,4055,7.06953e-05,8.52541e-05,6.84483e-05,0.0109756,4055,3.27049e-05,5.94451e-05,6.77906e-05,7.4126e-06,5.15794e-05,7.22433e-05,6.92306e-05,0.751806,1.50422,0.00678929,4055,0.00700902,4055,0.00450275,0.808594,0.69308,0.69308,4174,4172,89933,7.6
f_l_c4win,meta-llama/Llama-3.1-8B-Instruct,c4win,128,2048,sink,1,14336,4096,262106,0.991304,1,225.873,0.000794692,132955,284227,1.04407e-11,1,1,0.615926,0.218596,0.0007629,0,14.6996,0.104104,0.111852,0,0.688666,0.492364,0.772666,0,2.12252,9.31197e-05,0.00238077,9.11694e-06,0.920648,0.00989503,0.0504172,1,0,0,3.40698,0.379801,1384,9.36026e-05,0.00231248,4.58346e-06,0.410282,1384,7.26917e-06,3.25002e-05,2.84385e-05,2.23932e-06,2.84981e-05,5.26657e-05,0.000101238,2.02121,1.8135,0.258401,1384,0.28524,1384,0.00422485,0.707031,12.4941,0.606027,4279,4249,90085,7.7
f_l_c4win,meta-llama/Llama-3.1-8B-Instruct,c4win,128,2048,control+3,4,14336,4096,262106,4.63253e-05,1,0.000791649,5.96015e-05,0.997632,13.2824,1.39025e-13,2849,0.299052,0.0221361,0.0148165,0.010886,0.165397,0.597822,0.00518274,0.00577373,0.221851,1.33233,0.0167551,0.015097,0.165275,0.597745,0.00012278,0.000247331,7.09272e-05,0.0053,0.00508409,0.00877531,2849,0.151002,0.172498,0.68365,0.00499392,4055,0.000103471,9.45848e-05,6.89861e-05,0.00984482,4055,4.60888e-05,7.42928e-05,7.03494e-05,2.65795e-05,7.1547e-05,7.20575e-05,7.05472e-05,0.567942,1.37899,0.00736965,4055,0.00652431,4055,0.00618143,0.65625,0.592251,0.591904,4165,4170,89775,8.7
f_l_c4win,meta-llama/Llama-3.1-8B-Instruct,c4win,128,2048,control+15,16,14336,4096,262106,4.38755e-05,1,0.00439172,0.000349104,0.968911,12.58,4.74193e-13,1041,0.238232,0.0199215,0.0150032,0.00988924,0.0632274,0.665847,0.00820843,0.0116369,0.0852758,1.44998,0.0160277,0.0161463,0.0631356,0.665681,7.43632e-05,0.000156276,7.01753e-05,0.0049847,0.025963,0.0293489,1041,0.0444363,0.0560457,0.699691,0.00471207,4055,6.76562e-05,0.000175296,7.03695e-05,0.0128197,4055,5.32749e-05,9.25477e-05,6.93459e-05,3.87207e-05,9.7285e-05,7.22442e-05,6.96088e-05,0.577177,1.38604,0.00683715,4055,0.00686252,4055,0.00450275,0.808594,0.69308,0.69308,4199,4167,89933,8
f_l_pile,meta-llama/Llama-3.1-8B-Instruct,pile,128,2048,sink,1,14336,4096,262103,0.991247,1,225.875,0.000794747,63617.4,284210,1.33043e-11,1,1,0.575838,0.110206,7.81294e-05,0,15.7182,0.10162,0.0998752,0,0.725475,0.216734,0.546754,0,3.65487,9.00416e-05,0.00544201,7.8277e-06,0.91898,0.0097446,0.0767688,1,0,0,3.37296,0.379075,1384,9.26996e-05,0.00545617,3.45331e-06,0.410269,1384,7.21087e-06,4.77912e-05,3.06939e-05,2.32585e-06,9.97682e-06,5.26657e-05,9.88101e-05,2.0205,1.80824,0.257788,1384,0.285058,1384,0.00422485,0.707031,12.4935,0.606027,4241,4217,90085,7.7
f_l_pile,meta-llama/Llama-3.1-8B-Instruct,pile,128,2048,control+3,4,14336,4096,262103,4.78699e-05,1,0.000791658,5.76789e-05,1.00791,13.7253,1.15695e-13,2849,0.304668,0.0221619,0.0138459,0.0102991,0.15813,0.61014,0.00539135,0.00573374,0.213092,1.4099,0.0168294,0.0149871,0.157978,0.610064,0.000128037,0.000240293,6.97572e-05,0.00871874,0.0253588,0.0181407,2849,0.142431,0.167164,0.690154,0.00852258,4055,9.82085e-05,9.03432e-05,6.91331e-05,0.0103011,4055,4.71696e-05,7.60073e-05,6.80003e-05,2.57237e-05,7.17018e-05,7.20575e-05,7.00338e-05,0.575786,1.38518,0.00745946,4055,0.00670497,4055,0.00618143,0.65625,0.59137,0.5625,4176,4188,89775,8.4
f_l_pile,meta-llama/Llama-3.1-8B-Instruct,pile,128,2048,control+15,16,14336,4096,262103,4.90325e-05,1,0.00439177,0.000312391,1.01403,14.0586,5.44188e-13,1041,0.243996,0.0196053,0.0133081,0.00929364,0.0569893,0.69211,0.00751154,0.0103762,0.0813239,1.46784,0.0149157,0.0143487,0.0568935,0.691922,6.61153e-05,0.000154804,6.93292e-05,0.00586821,0.022333,0.0246381,1041,0.0406452,0.0533193,0.727942,0.00564442,4055,6.02704e-05,0.000175774,7.02376e-05,0.012314,4055,5.01131e-05,9.31373e-05,6.7345e-05,3.73512e-05,0.000101434,7.22442e-05,7.08805e-05,0.595235,1.39853,0.00659596,4055,0.00648472,4055,0.00450275,0.808594,0.69308,0.69308,4177,4166,89933,7.8
f_l_wikitext,meta-llama/Llama-3.1-8B-Instruct,wikitext,128,2048,sink,1,14336,4096,259796,0.98375,1,227.881,0.000807915,127.506,282060,1.31344e-11,1,1,0.591986,0.000931936,0.00486687,0,15.2902,0.100081,0.0902567,0,0.71037,0.178909,0.00195567,0,47.1989,3.10759e-05,0.0113809,1.63926e-05,0.900101,0.00583371,0.112331,1,0,0,2.08761,0.376006,1384,9.227e-05,0.0127658,1.71532e-06,0.411687,1384,7.28673e-06,0.00012253,3.46739e-05,2.21066e-06,5.7261e-05,5.26657e-05,9.60164e-05,2.02771,1.8173,0.255833,1384,0.282502,1384,0.00422485,0.707031,12.3953,6.19208,4232,4201,90085,7.9
f_l_wikitext,meta-llama/Llama-3.1-8B-Instruct,wikitext,128,2048,control+3,4,14336,4096,259796,4.61182e-05,1,0.000798688,6.04014e-05,1.17356,13.223,1.92154e-13,2849,0.283608,0.0222554,0.0140916,0.0110073,0.166823,0.634821,0.00346869,0.00488069,0.198165,1.66829,0.0165383,0.014562,0.166665,0.634731,0.000115175,0.000223136,6.72779e-05,0.00294084,0.00238582,0.00692626,2849,0.151477,0.17325,0.699203,0.00261046,4055,8.57044e-05,7.29524e-05,7.28308e-05,0.0099471,4055,4.23671e-05,6.60317e-05,6.94738e-05,2.1296e-05,6.14631e-05,7.20575e-05,7.19612e-05,0.611996,1.40912,0.00725622,4055,0.00670234,4055,0.00618143,0.65625,0.602501,0.602116,4175,4175,89775,8.5
f_l_wikitext,meta-llama/Llama-3.1-8B-Instruct,wikitext,128,2048,control+15,16,14336,4096,259796,4.78217e-05,1,0.00443077,0.000323144,1.27386,13.7114,7.2038e-13,1041,0.207493,0.0205089,0.0156518,0.00967308,0.0639605,0.696751,0.00660477,0.010176,0.0821913,1.61154,0.0150534,0.0155356,0.0637898,0.696496,7.98956e-05,0.000169951,7.11288e-05,0.00669872,0.0262831,0.0250162,1041,0.0469896,0.0577082,0.719624,0.00647056,4055,5.08439e-05,0.000144684,6.55463e-05,0.011884,4055,4.46617e-05,8.18645e-05,7.06557e-05,3.0427e-05,8.78061e-05,7.22442e-05,7.10906e-05,0.626239,1.41731,0.006572,4055,0.0067422,4055,0.00450275,0.808594,0.69308,0.69308,4165,4170,89933,7.8
f_m7_c4,mistralai/Mistral-7B-Instruct-v0.3,c4,128,2048,sink,1,14336,4096,59866,0.859371,1,2728.85,0.011075,3860.57,246399,1.82592e-12,1,1,0.179998,0.0955233,0.0104255,0,33.1663,0.298716,0.0700621,0,0.421699,0.124769,0.928829,0,11.5896,6.10853e-05,0.0511705,1.17864e-06,0.980196,0.00763564,0.227493,1,0,0,11.4638,0.836856,2070,4.55971e-05,0.0340886,1.2469e-06,0.837287,2070,1.51977e-05,0.00399508,3.84462e-05,1.30047e-06,0.00458481,5.64144e-05,6.83796e-05,2.00584,1.5411,0.391528,2070,0.442004,2070,0.00310952,0.263672,1.53658,0.233259,4242,4170,91060,7.9
f_m7_c4,mistralai/Mistral-7B-Instruct-v0.3,c4,128,2048,control+3,4,14336,4096,59866,3.24228e-06,1,4.58936e-05,4.93677e-05,0.0311384,0.929627,1.54137e-13,3556,0.248875,0.0237686,0.0141062,0.0114944,0.226616,0.661741,0.00485925,0.0112612,0.242439,1.54791,0.02358,0.0141672,0.22661,0.661738,6.97491e-05,0.000115957,6.87262e-05,0.00601577,0.0087519,0.00714215,3556,0.221729,0.237754,0.575683,0.00579943,2070,8.0742e-05,0.000188816,6.95366e-05,0.006287,2070,4.66001e-05,0.000111243,6.87753e-05,2.11312e-05,0.000138389,8.20648e-05,6.99283e-05,0.704221,1.47071,0.00431018,2070,0.00429746,2070,0.00338708,0.130859,0.149554,0.149554,4163,4154,90578,8.7
f_m7_c4,mistralai/Mistral-7B-Instruct-v0.3,c4,128,2048,control+15,16,14336,4096,59866,2.09426e-05,1,0.00677355,0.00112805,0.18275,6.00466,1.79356e-13,457,0.16849,0.0155489,0.0144945,0.00840465,0.0294626,0.900679,0.00692676,0.0110205,0.045567,2.1883,0.0141095,0.0165824,0.0294367,0.900639,1.43789e-05,0.000141299,6.73256e-05,0.00307572,0.0163537,0.0286619,457,0.016035,0.0238993,0.698575,0.00283616,2070,1.5056e-05,0.000381917,7.1849e-05,0.00546228,2070,6.37798e-05,0.000154349,7.18794e-05,4.57129e-05,0.000205103,8.00731e-05,6.82919e-05,0.714113,1.47724,0.00310261,2070,0.00311678,2070,0.00208656,0.191406,0.21875,0.21875,4197,4192,90541,7.7
f_m7_c4win,mistralai/Mistral-7B-Instruct-v0.3,c4win,128,2048,sink,1,14336,4096,262144,0.854578,1,623.19,0.00254338,3924.3,245025,2.78729e-12,1,1,0.161272,0.103573,0.00673742,0,36.9469,0.217972,0.0691559,0,0.560464,0.135342,0.915448,0,10.9868,5.36738e-05,0.0571162,7.17807e-06,0.969993,0.00701196,0.241618,1,0,0,6.96299,0.816309,2070,3.71353e-05,0.0383402,6.14451e-06,0.82404,2070,1.50097e-05,0.0025977,4.34675e-05,6.92043e-07,0.00289112,5.64144e-05,6.82604e-05,1.79081,1.63594,0.428574,2070,0.478349,2070,0.00310952,0.263672,2.65904,0.233259,4190,4184,91060,7.7
f_m7_c4win,mistralai/Mistral-7B-Instruct-v0.3,c4win,128,2048,control+3,4,14336,4096,262144,7.62953e-07,1,1.04808e-05,4.79112e-05,0.00819227,0.218754,1.75492e-13,3556,0.228628,0.0199941,0.0139823,0.0115177,0.233601,0.488809,0.00545773,0.00903647,0.242654,1.18345,0.0199001,0.0139602,0.233599,0.488808,6.1665e-05,0.00011118,6.59844e-05,0.00445978,0.015908,0.0332816,3556,0.212026,0.240261,0.265642,0.0038934,299,9.67383e-05,0.000168244,6.82862e-05,0.00723397,2070,5.48218e-05,9.04973e-05,6.51367e-05,3.28381e-05,9.97072e-05,8.20647e-05,6.98686e-05,0.51813,1.34863,0.00450055,2070,0.00419029,2070,0.00338708,0.130859,0.149554,0.149554,4168,4186,90578,8.8
f_m7_c4win,mistralai/Mistral-7B-Instruct-v0.3,c4win,128,2048,control+15,16,14336,4096,262144,4.76477e-06,1,0.00154688,0.00113229,0.0325934,1.36615,1.31498e-13,457,0.170678,0.0137821,0.0164442,0.00861899,0.0371283,0.682922,0.00933093,0.0141163,0.061738,1.64897,0.0135795,0.0169365,0.0371269,0.682921,1.10163e-05,0.000110192,6.70245e-05,0.00365835,0.00637471,0.014674,457,0.0162507,0.0276704,0.358285,0.00325813,2070,2.00511e-05,0.000588814,6.99733e-05,0.00595213,2070,8.06583e-05,0.00015452,6.89941e-05,6.337e-05,0.0002017,8.00729e-05,6.86843e-05,0.523354,1.35069,0.00295937,2070,0.00278851,2070,0.00208656,0.191406,0.21875,0.21875,4198,4198,90541,7.9
f_m7_c4win_ro,mistralai/Mistral-7B-Instruct-v0.3,c4win,128,2048,sink,1,14336,4096,262144,0.854578,1,623.19,0.00254338,3924.3,245025,2.78729e-12,1,1,0.161272,0.103573,0.00673742,0,36.9469,0.217972,0.0691559,0,0.560464,0.135854,0.91616,0,10.9924,5.36892e-05,0.0571067,7.17282e-06,0.969711,0.00701268,0.241617,1,0,0,6.96563,0.815328,2070,3.71353e-05,0.0383402,6.14451e-06,0.82404,2070,1.50097e-05,0.0025977,4.34675e-05,6.92043e-07,0.00289112,5.64144e-05,6.82604e-05,1.79081,1.63594,0.428574,2070,0.478349,2070,0.00310952,0.263672,2.65904,0.233259,4190,4186,91060,7.8
f_m7_c4win_ro,mistralai/Mistral-7B-Instruct-v0.3,c4win,128,2048,control+3,4,14336,4096,262144,7.62953e-07,1,1.04808e-05,4.79112e-05,0.00819227,0.218754,1.75492e-13,3556,0.228628,0.0199941,0.0139823,0.0115177,0.233601,0.488809,0.00545773,0.00903647,0.242654,1.18345,0.0199001,0.0139601,0.233599,0.488808,5.91688e-05,0.000111928,6.47718e-05,0.00468293,0.0132591,0.0294794,3556,0.211476,0.24029,0.262055,0.00354594,404,9.67383e-05,0.000168244,6.82862e-05,0.00723397,2070,5.48218e-05,9.04973e-05,6.51367e-05,3.28381e-05,9.97072e-05,8.20647e-05,6.98686e-05,0.51813,1.34863,0.00450055,2070,0.00419029,2070,0.00338708,0.130859,0.149554,0.149554,4168,4184,90578,8.8
f_m7_c4win_ro,mistralai/Mistral-7B-Instruct-v0.3,c4win,128,2048,control+15,16,14336,4096,262144,4.76477e-06,1,0.00154688,0.00113229,0.0325934,1.36615,1.31498e-13,457,0.170678,0.0137821,0.0164442,0.00861899,0.0371283,0.682922,0.00933093,0.0141163,0.061738,1.64897,0.0135797,0.0169365,0.0371269,0.682922,1.08609e-05,0.00010653,6.78698e-05,0.00365066,0.00694486,0.0160281,457,0.0163281,0.0276686,0.358538,0.00325347,2070,2.00511e-05,0.000588814,6.99733e-05,0.00595213,2070,8.06583e-05,0.00015452,6.89941e-05,6.337e-05,0.0002017,8.00729e-05,6.86843e-05,0.523354,1.35069,0.00295937,2070,0.00278851,2070,0.00208656,0.191406,0.21875,0.21875,4198,4202,90541,7.6
f_ministral_c4,mistralai/Ministral-8B-Instruct-2410,c4,128,2048,sink,2,12288,4096,55604,0.957172,1,521.79,0.00221817,10475.4,235234,3.30765e-13,1,1,0.634512,0.0237897,0.00451709,0,25.1852,0.122746,0.0395754,0,0.884395,0.214296,0.8441,0,5.09944,0.000359474,0.000652628,2.9551e-05,0.674049,0.0229285,0.024813,1,0,0,1.59896,0.595809,0,0.000539411,0.000124429,1.00574e-05,0.824228,0,2.71429e-05,0.000192611,6.41957e-05,4.30236e-07,0.000140923,6.70756e-05,8.66112e-05,1.02503,1.4208,0.270982,0,0.319355,0,0.00735894,0.328125,2.9979,0.28125,4252,4228,70586,6.5
f_ministral_c4,mistralai/Ministral-8B-Instruct-2410,c4,128,2048,control+3,5,12288,4096,55604,0.000239875,0.999999,0.0169991,0.000288357,4.20642,58.9515,2.43634e-14,498,0.212851,0.0462997,0.0148225,0.0105661,0.0415553,0.817776,0.00363716,0.0081847,0.0595269,1.41033,0.0316675,0.0249346,0.0406678,0.816447,0.000122332,0.00019424,8.62646e-05,0.00780686,0.0397605,0.0241261,498,0.0196002,0.026019,0.879911,0.00763631,0,0.000104605,7.57408e-05,8.03098e-05,0.00926675,0,6.0494e-05,9.555e-05,8.41821e-05,8.98305e-06,8.4529e-05,0.000123938,0.000106723,0.680807,1.45229,0.00660127,0,0.00683489,0,0.00459172,0.192383,0.214594,0.214286,4195,4205,70558,6.5
f_ministral_c4,mistralai/Ministral-8B-Instruct-2410,c4,128,2048,control+16,18,12288,4096,55604,0.000434422,1,0.107213,0.00100421,9.29757,106.764,7.29961e-14,1,0,0.439179,0.307146,0.0180094,0,2.90938,0.0146541,0.0263011,2.82446e-08,2.16313,0.0786971,0.954486,0,1.49182,0.000177724,0.000604555,8.12811e-05,0.00584676,0.123637,0.0854989,1,0.000103756,7.45022e-05,0.833478,0.00548684,0,2.29487e-05,0.000210672,7.73065e-05,0.0124255,0,2.87198e-05,0.000101578,8.03873e-05,3.026e-05,0.000124388,9.82886e-05,0.000104147,0.741265,1.49288,0.00566241,0,0.00656302,0,0.00336337,0.333984,0.381696,0.381696,4152,4167,71667,6.3
f_nemo_c4,mistralai/Mistral-Nemo-Instruct-2407,c4,128,2048,sink,2,14336,5120,55604,0.92521,1,3852.01,0.0145208,81951.6,265276,1.33071e-11,1,1,0.815053,0.0503233,0.00271431,0,15.9245,0.346673,0.102849,0,0.549526,0.177695,0.497206,0,3.02154,0.000764098,0.000327111,7.16161e-05,0.83334,0.0269975,0.0110409,1,0.000119369,0.000748311,2.50378,0.721776,3448,0.000545971,0.000211664,6.86604e-05,0.826983,3448,3.06229e-05,4.71588e-05,7.03112e-05,9.60532e-08,3.99218e-05,4.87687e-05,3.36166e-05,0.643742,1.20743,0.111837,3448,0.135603,3448,0.00410944,0.84375,1.0339,0.964286,5300,5263,103226,8.8
f_nemo_c4,mistralai/Mistral-Nemo-Instruct-2407,c4,128,2048,control+3,5,14336,5120,55604,0.000399716,1,0.0258989,0.000225981,4.27676,114.607,3.49445e-13,405,0.160494,0.0429918,0.0139346,0.00943285,0.0305194,0.837163,0.00415875,0.00781461,0.0379253,1.55164,0.0264372,0.0206685,0.0295957,0.835026,0.000105384,0.000403168,7.11618e-05,0.00666626,0.0303171,0.0726118,405,0.0146477,0.0186808,0.877674,0.00646056,3448,0.000117724,9.3415e-05,7.11575e-05,0.00655451,3448,4.03786e-05,6.83442e-05,6.92223e-05,5.78895e-06,6.74086e-05,9.5493e-05,7.02325e-05,0.679014,1.45321,0.00463339,3448,0.00450718,3448,0.00382544,0.566406,0.485491,0.485491,5286,5281,103957,8.7
f_nemo_c4,mistralai/Mistral-Nemo-Instruct-2407,c4,128,2048,control+18,20,14336,5120,55604,0.00748064,1,4.29717,0.00200348,191.728,2144.85,3.69267e-13,1,0,0.552315,0.066294,0.00786914,0,10.1659,0.0102163,0.0120051,1.44139e-07,2.33391,0.0362917,0.937765,0,1.29572,0.000544273,0.00172316,6.94183e-05,0.0188033,0.00441538,0.0922365,1,0.000549542,0.000445658,0.912026,0.00489096,3448,1.55802e-05,0.000111853,7.15165e-05,0.0109211,3448,2.96047e-05,7.81283e-05,7.08119e-05,2.46878e-05,0.000108708,8.64086e-05,7.17363e-05,0.757485,1.50576,0.00577981,3448,0.00609461,3448,0.00345954,0.660156,0.565848,0.565848,5234,5282,104406,8.4
f_q14_c4,Qwen/Qwen2.5-14B-Instruct,c4,128,2048,sink,4,13824,5120,54475,0.999536,0.999533,269031,0.973964,261473,276223,2.25875e-12,2,1,0.579124,0.558461,0.00182925,0.0202558,38.3928,0.430548,0.399801,0,0.210381,0.697899,0.723477,0.365859,0.0820293,7.32464e-05,7.80056e-05,2.8799e-05,0.606826,0.00853092,0.00898449,2,5.4906e-05,6.07903e-05,1.60769,0.560089,3094,8.93164e-05,9.74029e-05,1.58906e-06,0.910346,3094,1.08069e-05,1.17524e-05,3.64387e-05,1.05236e-06,6.93296e-07,4.43957e-05,4.44786e-05,1.64405,1.66171,0.431196,3094,0.500127,3094,0.00575875,0.929688,8.00913,1.08261,5613,5263,101681,8.3
f_q14_c4,Qwen/Qwen2.5-14B-Instruct,c4,128,2048,control+3,7,13824,5120,54475,0.000816941,0.999384,0.213654,0.000946506,51.9645,225.729,1.10205e-13,1713,0.154116,0.0700692,0.0646933,0.0120748,0.144532,0.924656,0.000479913,0.00632511,0.130481,3.64402,0.019874,0.018292,0.138119,0.921899,0.000166569,0.000406395,7.44059e-05,0.00877682,0.0167545,0.0344839,1713,0.12539,0.126149,0.855809,0.00765914,4675,7.89378e-05,0.000192016,7.2129e-05,0.00403974,4675,5.16695e-05,8.81744e-05,7.13527e-05,3.65068e-07,3.86632e-05,0.000152951,0.000182689,1.05136,1.70593,0.00354848,4675,0.00355494,4675,0.00346524,1.04688,1.20273,1.22823,5215,5203,102150,8.6
f_q14_c4,Qwen/Qwen2.5-14B-Instruct,c4,128,2048,control+20,24,13824,5120,54475,0.00154577,0.999913,0.803607,0.0018805,11.173,427.338,6.50649e-14,912,0.172149,0.0466289,0.0291925,0.0114524,0.0551251,0.769416,0.00276834,0.00685609,0.0668149,1.56723,0.0168816,0.0170407,0.0542237,0.76768,6.56212e-05,0.000379535,7.27521e-05,0.00760101,0.0135444,0.0202146,912,0.049705,0.0540659,0.909427,0.00737381,4675,0.000174917,0.000186755,6.98382e-05,0.00992276,4675,4.78658e-05,7.40339e-05,7.32406e-05,1.16794e-06,5.92677e-05,0.00010512,8.04497e-05,0.691777,1.4622,0.00839374,4675,0.00707821,4675,0.00842038,1.17188,1.33929,1.33929,5233,5238,106939,8.4
f_q14_c4_ro,Qwen/Qwen2.5-14B-Instruct,c4,128,2048,sink,4,13824,5120,54475,0.999536,0.999533,269031,0.973964,261473,276223,2.25875e-12,2,1,0.579124,0.558461,0.00182925,0.0202558,38.3928,0.430548,0.399801,0,0.210381,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,nan,nan,nan,nan,0,8.93164e-05,9.74029e-05,1.58906e-06,0.910346,3094,1.08069e-05,1.17524e-05,3.64387e-05,1.05236e-06,6.93296e-07,4.43957e-05,4.44786e-05,1.64405,1.66171,0.431196,3094,0.500127,3094,0.00575875,0.929688,8.00913,nan,5613,0,101681,68.3
f_q14_c4_ro,Qwen/Qwen2.5-14B-Instruct,c4,128,2048,control+3,7,13824,5120,54475,0.000816941,0.999384,0.213654,0.000946506,51.9645,225.729,1.10205e-13,1713,0.154116,0.0700692,0.0646933,0.0120748,0.144532,0.924656,0.000479913,0.00632511,0.130481,3.64402,0.019874,0.018292,0.138119,0.921899,0.000166418,0.000404538,7.47077e-05,0.00877715,0.0168029,0.0345671,1713,0.125409,0.12615,0.85579,0.00765909,4675,7.89378e-05,0.000192016,7.2129e-05,0.00403974,4675,5.16695e-05,8.81744e-05,7.13527e-05,3.65068e-07,3.86632e-05,0.000152951,0.000182689,1.05136,1.70593,0.00354848,4675,0.00355494,4675,0.00346524,1.04688,1.20273,1.22823,5215,5205,102150,8.9
f_q14_c4_ro,Qwen/Qwen2.5-14B-Instruct,c4,128,2048,control+20,24,13824,5120,54475,0.00154577,0.999913,0.803607,0.0018805,11.173,427.338,6.50649e-14,912,0.172149,0.0466289,0.0291925,0.0114524,0.0551251,0.769416,0.00276834,0.00685609,0.0668149,1.56723,0.0168809,0.017042,0.0542237,0.76768,6.54869e-05,0.000379351,7.23263e-05,0.00760128,0.013664,0.0205631,912,0.0496866,0.0540699,0.909454,0.00737396,4675,0.000174917,0.000186755,6.98382e-05,0.00992276,4675,4.78658e-05,7.40339e-05,7.32406e-05,1.16794e-06,5.92677e-05,0.00010512,8.04497e-05,0.691777,1.4622,0.00839374,4675,0.00707821,4675,0.00842038,1.17188,1.33929,1.33929,5233,5238,106939,8.9
f_q14_c4win,Qwen/Qwen2.5-14B-Instruct,c4win,128,2048,sink,4,13824,5120,262016,0.997961,0.999543,56232.4,0.203896,270547,275790,2.3734e-11,2,1,0.589037,0.499838,0.00264841,0.021632,39.4213,0.115914,0.115708,0,0.182059,0.545159,0.61099,0.336431,0.0768925,0.000115863,0.000107578,2.50619e-05,0.674166,0.0108109,0.010225,2,8.69503e-05,8.36371e-05,1.75036,0.591174,3094,0.000113117,0.000101776,3.90014e-06,0.868863,3094,1.39531e-05,1.23686e-05,4.73921e-05,4.83242e-07,9.99357e-07,4.43511e-05,4.42682e-05,1.28939,1.57021,0.359972,3094,0.426326,3094,0.00575875,0.929688,6.29894,1.07842,5284,5271,101681,8.5
