layer,proj,quantizer,rows,cols,n_dead_cols,clip_frac,clip_frac_rtn,comp_disp,comp_disp_rel,wdisp_gptq,wdisp_rtn,obj_gptq,obj_rtn,obj_gptq_alt,obj_rtn_alt,hdiag_alt_corr,send_total,send_top1pct,send_top16_cols,hdiag_max_over_mean,cond_damped,awq_alpha,obj_awq,obj_awq_alt,protected,obj_gptq_tpl,obj_rtn_tpl,obj_gptq_ord,obj_rtn_ord,tplpos_ratio,lev_tpl,lev_ord,levpos,xnorm_tpl,xnorm_ord,xnormpos,tplpos_err_gptq,tplpos_err_rtn
0,q_proj,gptq,4096,4096,0,0.001978754997253418,0.001447439193725586,91.11304480212792,0.015581298831947154,434.2389831542969,482.68939208984375,15.310667037963867,74.86592102050781,20.893831253051758,62.51034927368164,0.982268214225769,88.54359436035156,0.40010491013526917,"2871,2650,3303,1669,891,565,1421,2646,162,194,2082,3608,87,29,1727,2333",613.0956420898438,,,,,0,20.318798065185547,21.24724769592285,10.685070991516113,40.353271484375,"1.880,1.880,2.215,0.768,1.464,0.286,0.735,0.628",252.39492797851562,273.40814208984375,"167.2,167.2,10.34,489.5,6.328,234.6,503,441",6.209587097167969,8.476394653320312,"7.273,7.273,0.9,8.473,0.6844,7.462,8.334,9.278","7.031,7.031,0.6508,4.032,0.4227,3.633,4.057,4.142","5.128,5.128,0.4373,4.6,0.3494,6.796,4.733,5.228"
0,k_proj,gptq,1024,4096,0,0.0019550323486328125,0.0014109611511230469,62.97330591771584,0.020688747909495528,257.05950927734375,285.19085693359375,10.378073692321777,29.85651969909668,14.724632263183594,25.975547790527344,0.982268214225769,61.4687385559082,0.4297199845314026,"2871,3303,2650,1669,565,891,1421,2646,87,162,194,3608,2082,1727,29,4055",613.0956420898438,,,,,0,14.486830711364746,13.230652809143066,7.660202980041504,15.525524139404297,"1.290,1.290,3.324,1.027,2.301,0.600,1.130,0.861",252.39492797851562,273.40814208984375,"167.2,167.2,10.34,489.5,6.328,234.6,503,441",6.209587097167969,8.476394653320312,"7.273,7.273,0.9,8.473,0.6844,7.462,8.334,9.278","5.982,5.982,0.5785,3.391,0.3438,3.03,3.417,3.395","5.266,5.266,0.3173,3.346,0.2266,3.912,3.215,3.659"
0,v_proj,gptq,1024,4096,0,0.0019221305847167969,0.0014576911926269531,0.39432594198396703,0.0018012241635421058,13.425581932067871,17.150089263916016,0.09070226550102234,0.43858110904693604,0.08800351619720459,0.34837889671325684,0.982268214225769,0.36958885192871094,0.12877725064754486,"2871,2650,1669,891,3303,565,1421,2646,194,87,162,3608,2082,2333,1727,663",613.0956420898438,,,,,0,0.04828636348247528,0.12320816516876221,0.04943394660949707,0.2239304780960083,"1.540,1.540,0.497,0.348,0.560,0.326,0.337,0.295",252.39492797851562,273.40814208984375,"167.2,167.2,10.34,489.5,6.328,234.6,503,441",6.209587097167969,8.476394653320312,"7.273,7.273,0.9,8.473,0.6844,7.462,8.334,9.278","0.2008,0.2008,0.04236,0.3042,0.03335,0.2168,0.2937,0.2774","0.1618,0.1618,0.06011,0.5157,0.04457,0.3798,0.5063,0.511"
0,o_proj,gptq,4096,4096,0,0.0020035505294799805,0.0014528632164001465,7.947218965351112,0.00681324812859645,91.33720397949219,74.64352416992188,0.006149685010313988,0.012571033090353012,0.010435711592435837,0.012472154572606087,0.5945128202438354,7.868963718414307,0.18823498487472534,"3129,272,314,285,372,357,1341,386,383,263,336,1311,344,511,413,274",100.36190032958984,,,,,0,0.003547516418620944,0.004365229047834873,0.005183554254472256,0.006754785776138306,"0.327,0.327,0.434,0.738,0.975,0.989,1.021,0.855",548.4222412109375,693.81396484375,"70.93,70.93,84.79,217,1514,823.4,245.9,1360",0.43976396322250366,0.557219386100769,"0.3379,0.3379,0.2705,0.3739,0.6136,0.4913,0.4023,0.6908","0.02768,0.02768,0.02523,0.04608,0.08255,0.06675,0.05558,0.09863","0.04838,0.04838,0.03832,0.05365,0.08361,0.06712,0.05501,0.1066"
0,gate_proj,gptq,14336,4096,0,0.0020147391727992465,0.0015205144882202148,52.47083743112072,0.005450504667911391,629.1922607421875,599.827880859375,5.822863578796387,10.697928428649902,8.31385612487793,10.877683639526367,0.6468554735183716,52.33864212036133,0.06184066832065582,"3303,607,2871,1669,1856,3488,2560,2461,891,47,2650,2888,630,1759,1884,689",15.964418411254883,,,,,0,4.812455177307129,6.856650352478027,3.6929638385772705,5.115962505340576,"0.104,0.104,0.765,0.968,0.943,1.187,0.897,0.878",1120.44287109375,874.1444091796875,"191.5,191.5,491,1993,885.2,1526,1866,1820",6.71059513092041,5.813721656799316,"7.307,7.307,4.473,7.731,5.293,6.263,7.692,7.62","0.9112,0.9112,1.523,2.879,2.013,2.616,2.778,2.76","2.821,2.821,1.741,2.925,2.073,2.401,2.933,2.946"
0,up_proj,gptq,14336,4096,0,0.00200045108795166,0.0015333890914916992,41.142365916370416,0.005089196412389546,517.2701416015625,487.1895446777344,4.819162368774414,8.61789321899414,6.6947340965271,8.767976760864258,0.6468554735183716,41.089088439941406,0.051855653524398804,"3303,2871,607,1669,3488,1856,2560,2461,47,2888,891,1759,2650,630,1884,1262",15.964418411254883,,,,,0,3.862530469894409,5.525938987731934,3.005070209503174,4.1707963943481445,"0.108,0.108,0.719,0.966,0.931,1.130,0.891,0.885",1120.44287109375,874.1444091796875,"191.5,191.5,491,1993,885.2,1526,1866,1820",6.71059513092041,5.813721656799316,"7.307,7.307,4.473,7.731,5.293,6.263,7.692,7.62","0.8246,0.8246,1.32,2.607,1.778,2.305,2.516,2.49","2.504,2.504,1.557,2.652,1.843,2.169,2.666,2.647"
0,down_proj,gptq,4096,14336,0,0.001970853124346052,0.0015303066798618861,45.221916141897964,0.0055731298880533926,545.696533203125,502.564697265625,0.02515736222267151,0.058749884366989136,0.058284368366003036,0.30712229013442993,0.9984935522079468,44.38981628417969,0.20916108787059784,"8268,10585,491,2605,8001,11579,6337,13768,8509,8479,8733,10002,3024,378,5647,3106",3447.137939453125,,,,,0,0.05674310773611069,0.796333372592926,0.016665471717715263,0.020450782030820847,"0.015,0.015,0.803,0.809,1.865,1.218,0.815,0.911",5058.92919921875,2318.0830078125,"209.7,209.7,1.431e+04,5821,3397,5022,5800,5702",3.3595798015594482,0.7231204509735107,"9.668,9.668,2.239,1.254,0.7945,0.8782,1.275,1.099","0.2113,0.2113,0.3859,0.2151,0.2236,0.1798,0.2197,0.1969","1.728,1.728,0.4307,0.2391,0.1638,0.1629,0.2433,0.2064"
1,q_proj,gptq,4096,4096,0,0.0020006895065307617,0.0014661550521850586,43.40354884454286,0.006891207259167085,411.76434326171875,447.267333984375,14.849003791809082,65.69007873535156,28.038856506347656,59.35082244873047,0.8537659049034119,42.98261642456055,0.23507167398929596,"3572,1306,1935,979,3405,3261,3837,1472,1856,1902,541,444,2185,3829,2345,3266",110.63145446777344,,,,,0,14.386829376220703,21.981040954589844,11.54096508026123,29.737258911132812,"1.232,1.232,0.992,0.551,0.632,0.835,0.382,0.405",303.90069580078125,292.1014709472656,"82.65,82.65,457.8,368.3,325.3,458.5,318.8,337.2",11.01951789855957,13.485633850097656,"3.96,3.96,12.86,14.07,13.24,12.72,13.4,13.94","2.671,2.671,4.77,4.032,4.263,4.545,3.278,3.498","2.406,2.406,4.788,5.431,5.364,4.974,5.305,5.495"
1,k_proj,gptq,1024,4096,0,0.002024412155151367,0.0014238357543945312,26.023385891369962,0.008247285081016967,209.10800170898438,252.30661010742188,8.676490783691406,38.17285919189453,17.181190490722656,35.59580612182617,0.8537659049034119,25.951953887939453,0.2587184011936188,"3572,1935,979,1306,3261,1472,1856,3405,3837,541,1902,3829,643,2345,444,3266",110.63145446777344,,,,,0,8.118906021118164,13.326896667480469,6.993480205535889,16.91937828063965,"1.629,1.629,0.934,0.478,0.609,0.818,0.353,0.370",303.90069580078125,292.1014709472656,"82.65,82.65,457.8,368.3,325.3,458.5,318.8,337.2",11.01951789855957,13.485633850097656,"3.96,3.96,12.86,14.07,13.24,12.72,13.4,13.94","1.585,1.585,3.743,2.977,3.421,3.537,2.489,2.579","1.242,1.242,3.874,4.304,4.383,3.911,4.187,4.238"
1,v_proj,gptq,1024,4096,0,0.0019838809967041016,0.001458883285522461,0.5186677619053276,0.0015477305694668855,19.808883666992188,20.0921573638916,0.2643020749092102,1.6106916666030884,0.36517465114593506,1.462099552154541,0.8537659049034119,0.5131418704986572,0.15708543360233307,"979,3448,1932,2973,3572,911,689,3261,2960,1472,1856,630,2822,541,1122,2058",110.63145446777344,,,,,0,0.16503283381462097,0.5555323362350464,0.18746605515480042,0.7294958829879761,"0.811,0.811,0.386,0.276,0.252,0.417,0.250,0.225",303.90069580078125,292.1014709472656,"82.65,82.65,457.8,368.3,325.3,458.5,318.8,337.2",11.01951789855957,13.485633850097656,"3.96,3.96,12.86,14.07,13.24,12.72,13.4,13.94","0.08507,0.08507,0.5025,0.474,0.412,0.5219,0.4391,0.4401","0.09446,0.09446,0.8086,0.9028,0.8205,0.8081,0.8778,0.9278"
