layer,proj,n_tokens,A_bos,A_p1_7,A_rest,G_bos,G_p1_7,G_rest,AG_bos,AG_p1_7,AG_rest,G_over_A_bos,G_over_A_p1_7,g_bos_over_median,g_p1_7_max_over_median
0,q_proj,54475,0.002154,0.01625,0.9816,1.636e-12,0.1498,0.8502,1.739e-12,0.1588,0.8412,7.595e-10,9.219,1.724e-08,1.795e+04
0,k_proj,54475,0.002154,0.01625,0.9816,0.06054,0.1566,0.7829,0.06074,0.1608,0.7785,28.1,9.636,395.9,1.376e+04
0,v_proj,54475,0.002154,0.01625,0.9816,0.1559,0.1906,0.6536,0.15,0.2012,0.6488,72.35,11.73,600.4,2.301e+04
0,o_proj,54475,0.00514,0.02289,0.972,0.03469,0.2026,0.7627,0.08956,0.2317,0.6787,6.748,8.853,117.5,2.517e+04
0,gate_proj,54475,0.002569,0.02008,0.9774,0.05771,0.2117,0.7306,0.06469,0.2307,0.7046,22.47,10.54,211.3,1.828e+04
0,up_proj,54475,0.002569,0.02008,0.9774,0.06123,0.2002,0.7386,0.07026,0.2225,0.7072,23.84,9.973,221.7,1.767e+04
0,down_proj,54475,0.002104,0.01886,0.979,0.03115,0.1957,0.7731,0.03856,0.1998,0.7617,14.8,10.38,107.8,3.252e+04
1,q_proj,54475,0.002251,0.01583,0.9819,2.649e-13,0.1443,0.8557,3.069e-13,0.1499,0.8501,1.177e-10,9.118,1.096e-09,4501
1,k_proj,54475,0.002251,0.01583,0.9819,0.07045,0.1507,0.7789,0.07873,0.1542,0.767,31.3,9.52,321.9,8341
1,v_proj,54475,0.002251,0.01583,0.9819,0.4253,0.1533,0.4215,0.4555,0.1384,0.406,188.9,9.683,2855,4.043e+04
1,o_proj,54475,0.005737,0.02435,0.9699,0.01265,0.2007,0.7867,0.02607,0.2982,0.6757,2.205,8.243,43.43,3.413e+04
1,gate_proj,54475,0.00137,0.01698,0.9816,0.4198,0.1769,0.4033,0.2596,0.2319,0.5085,306.4,10.42,5413,9.5e+04
1,up_proj,54475,0.00137,0.01698,0.9816,0.04376,0.1751,0.7812,0.02078,0.1776,0.8016,31.94,10.31,253.9,1.927e+04
1,down_proj,54475,0.3714,0.01734,0.6112,0.002998,0.2023,0.7947,0.4478,0.1322,0.42,0.008071,11.66,10.15,3.534e+04
2,q_proj,54475,0.001045,0.01612,0.9828,1.272e-15,0.1428,0.8572,6.353e-16,0.1616,0.8384,1.217e-12,8.857,7.026e-12,1.71e+04
2,k_proj,54475,0.001045,0.01612,0.9828,0.1578,0.1437,0.6986,0.08366,0.1628,0.7535,151,8.911,953.1,1.128e+04
2,v_proj,54475,0.001045,0.01612,0.9828,0.558,0.1442,0.2978,0.3774,0.2124,0.4102,533.9,8.945,5825,6.979e+04
