layer,proj,n_tokens,A_bos,A_p1_7,A_rest,G_bos,G_p1_7,G_rest,AG_bos,AG_p1_7,AG_rest,G_over_A_bos,G_over_A_p1_7,g_bos_over_median,g_p1_7_max_over_median
22,k_proj,59866,0.0003029,0.01485,0.9848,0.3723,0.01957,0.6082,0.07979,0.0295,0.8907,1229,1.318,1226,469.4
22,v_proj,59866,0.0003029,0.01485,0.9848,0.9344,0.002904,0.06272,0.7353,0.01166,0.2531,3085,0.1956,4.266e+04,3316
22,o_proj,59866,0.0002065,0.01003,0.9898,0.01555,0.0232,0.9613,0.001551,0.02265,0.9758,75.31,2.313,36.32,501
22,gate_proj,59866,0.0001035,0.01411,0.9858,0.0005936,0.02237,0.977,2.736e-05,0.02137,0.9786,5.737,1.585,1.589,575
22,up_proj,59866,0.0001035,0.01411,0.9858,0.001369,0.02051,0.9781,6.346e-05,0.01947,0.9805,13.23,1.454,3.104,440.5
22,down_proj,59866,4.026e-06,0.01372,0.9863,0.01759,0.02333,0.9591,3.187e-05,0.021,0.979,4370,1.7,41.2,535.1
23,q_proj,59866,0.0002974,0.01465,0.9851,2.995e-16,0.01675,0.9832,4.197e-17,0.01652,0.9835,1.007e-12,1.144,5.867e-13,622
23,k_proj,59866,0.0002974,0.01465,0.9851,0.3445,0.01708,0.6384,0.07018,0.02395,0.9059,1158,1.166,1180,473.7
23,v_proj,59866,0.0002974,0.01465,0.9851,0.9312,0.00253,0.06629,0.7177,0.009631,0.2727,3131,0.1727,3.472e+04,2475
23,o_proj,59866,0.0001334,0.007132,0.9927,0.01706,0.02329,0.9596,0.001576,0.01711,0.9813,127.9,3.266,42.52,582.2
23,gate_proj,59866,0.0001108,0.01398,0.9859,0.0007201,0.02222,0.9771,3.521e-05,0.02114,0.9788,6.497,1.59,2.156,691.3
23,up_proj,59866,0.0001108,0.01398,0.9859,0.001505,0.02063,0.9779,7.414e-05,0.01952,0.9804,13.58,1.476,3.747,560.8
23,down_proj,59866,4.301e-06,0.01347,0.9865,0.01966,0.02369,0.9567,3.862e-05,0.02063,0.9793,4572,1.758,48.78,594.1
24,q_proj,59866,0.0002524,0.0144,0.9853,2.097e-16,0.01912,0.9809,2.473e-17,0.01865,0.9814,8.31e-13,1.328,5.684e-13,1822
24,k_proj,59866,0.0002524,0.0144,0.9853,0.3301,0.02692,0.6429,0.05608,0.03737,0.9066,1308,1.87,1365,1488
24,v_proj,59866,0.0002524,0.0144,0.9853,0.9445,0.002144,0.05336,0.7363,0.00943,0.2543,3742,0.1489,6.112e+04,3509
24,o_proj,59866,5.127e-05,0.006848,0.9931,0.01923,0.0235,0.9573,0.0006057,0.01139,0.988,375.1,3.432,49.26,623.3
24,gate_proj,59866,9.715e-05,0.01388,0.986,0.0008223,0.02228,0.9769,3.509e-05,0.02103,0.9789,8.465,1.605,2.876,1059
24,up_proj,59866,9.715e-05,0.01388,0.986,0.001882,0.02063,0.9775,8.099e-05,0.01938,0.9805,19.37,1.486,5.246,657.2
24,down_proj,59866,6.254e-06,0.01301,0.987,0.0224,0.02396,0.9536,6.352e-05,0.02061,0.9793,3582,1.842,55.79,594.2
25,q_proj,59866,0.0002761,0.01448,0.9852,1.878e-16,0.02242,0.9776,2.422e-17,0.02211,0.9779,6.8e-13,1.549,4.707e-13,1460
25,k_proj,59866,0.0002761,0.01448,0.9852,0.3821,0.02902,0.5889,0.07566,0.04264,0.8817,1384,2.005,1902,1527
25,v_proj,59866,0.0002761,0.01448,0.9852,0.9463,0.002512,0.05116,0.7565,0.01094,0.2326,3427,0.1735,7.788e+04,4402
25,o_proj,59866,0.0001641,0.006756,0.9931,0.02193,0.02384,0.9542,0.002146,0.01952,0.9783,133.6,3.528,56.07,618.1
25,gate_proj,59866,9.857e-05,0.01387,0.986,0.0009913,0.02294,0.9761,4.25e-05,0.02179,0.9782,10.06,1.654,3.796,1627
25,up_proj,59866,9.857e-05,0.01387,0.986,0.001779,0.02158,0.9766,7.704e-05,0.02044,0.9795,18.05,1.556,5.199,1041
25,down_proj,59866,5.389e-06,0.01269,0.9873,0.02595,0.02418,0.9499,6.42e-05,0.02052,0.9794,4815,1.905,63.39,491.5
