layer,proj,n_tokens,A_bos,A_p1_7,A_rest,G_bos,G_p1_7,G_rest,AG_bos,AG_p1_7,AG_rest,G_over_A_bos,G_over_A_p1_7,g_bos_over_median,g_p1_7_max_over_median
0,q_proj,54692,0.001155,0.01658,0.9823,3.881e-14,0.1789,0.8211,1.887e-14,0.1848,0.8152,3.36e-11,10.79,2.126e-10,1.048e+04
0,k_proj,54692,0.001155,0.01658,0.9823,0.38,0.1244,0.4957,0.2319,0.1576,0.6105,328.9,7.498,2074,7007
0,v_proj,54692,0.001155,0.01658,0.9823,0.5532,0.1183,0.3285,0.378,0.1671,0.4549,478.9,7.133,4134,1.177e+04
0,o_proj,54692,0.007301,0.02146,0.9712,0.02236,0.1464,0.8313,0.06415,0.1867,0.7491,3.063,6.822,64.21,5159
0,gate_proj,54692,0.002885,0.01763,0.9795,0.01112,0.2329,0.756,0.01445,0.2611,0.7245,3.853,13.21,55.58,9976
0,up_proj,54692,0.002885,0.01763,0.9795,0.00994,0.2765,0.7136,0.01286,0.3087,0.6784,3.445,15.68,61.49,1.76e+04
0,down_proj,54692,0.005409,0.01237,0.9822,0.0158,0.2166,0.7676,0.07232,0.1564,0.7713,2.92,17.5,64.77,9683
1,q_proj,54692,5.218e-05,0.01794,0.982,4.12e-17,0.194,0.806,7.81e-19,0.202,0.798,7.897e-13,10.81,3.993e-13,3.271e+04
1,k_proj,54692,5.218e-05,0.01794,0.982,0.4155,0.1102,0.4743,0.01324,0.2018,0.7849,7964,6.142,6161,3.58e+04
1,v_proj,54692,5.218e-05,0.01794,0.982,0.8855,0.02013,0.0944,0.1291,0.1642,0.7067,1.697e+04,1.122,2.505e+04,9466
1,o_proj,54692,0.0001614,0.01751,0.9823,0.06678,0.1356,0.7977,0.004903,0.1533,0.8418,413.8,7.743,188.9,2892
1,gate_proj,54692,0.001008,0.01594,0.9831,0.01274,0.1499,0.8373,0.005314,0.1492,0.8455,12.65,9.405,84.05,2.87e+04
1,up_proj,54692,0.001008,0.01594,0.9831,0.007358,0.1386,0.8541,0.002991,0.1387,0.8583,7.301,8.693,55.02,3.579e+04
1,down_proj,54692,0.002079,0.02326,0.9747,0.02126,0.1237,0.855,0.02059,0.145,0.8344,10.23,5.32,96.82,1.654e+04
2,q_proj,54692,0.000182,0.0183,0.9815,4.043e-17,0.2962,0.7038,2.624e-18,0.3073,0.6927,2.221e-13,16.19,4.822e-13,1.423e+05
2,k_proj,54692,0.000182,0.0183,0.9815,0.3419,0.1668,0.4913,0.03204,0.2663,0.7016,1878,9.113,4395,3.575e+04
2,v_proj,54692,0.000182,0.0183,0.9815,0.7091,0.04884,0.2421,0.1414,0.158,0.7006,3895,2.669,7889,7827
2,o_proj,54692,0.0003025,0.01615,0.9835,0.02558,0.1443,0.8301,0.003363,0.1468,0.8498,84.55,8.936,75.95,1.012e+04
2,gate_proj,54692,0.00189,0.01786,0.9802,0.01177,0.1687,0.8195,0.007855,0.1724,0.8197,6.226,9.445,92.49,2.815e+04
2,up_proj,54692,0.00189,0.01786,0.9802,0.007199,0.1792,0.8136,0.004748,0.182,0.8133,3.809,10.03,65.69,4.079e+04
2,down_proj,54692,0.003245,0.02196,0.9748,0.03255,0.1251,0.8423,0.04863,0.157,0.7944,10.03,5.698,165.2,1.206e+04
3,q_proj,54692,0.0002228,0.01758,0.9822,3.66e-16,0.2142,0.7858,3.416e-17,0.2428,0.7572,1.643e-12,12.18,1.853e-12,6.731e+04
3,k_proj,54692,0.0002228,0.01758,0.9822,0.2446,0.1466,0.6087,0.03,0.2199,0.7501,1098,8.34,1412,2.503e+04
3,v_proj,54692,0.0002228,0.01758,0.9822,0.7914,0.02766,0.181,0.267,0.1111,0.6219,3552,1.573,9287,5395
3,o_proj,54692,0.0002998,0.01833,0.9814,0.09107,0.08422,0.8247,0.01461,0.1227,0.8627,303.8,4.595,275.1,3374
3,gate_proj,54692,0.003359,0.0182,0.9784,0.00256,0.1624,0.8351,0.003126,0.167,0.8299,0.762,8.922,16.44,2.981e+04
3,up_proj,54692,0.003359,0.0182,0.9784,0.00157,0.1653,0.8332,0.001921,0.1694,0.8287,0.4673,9.081,9.925,3.753e+04
3,down_proj,54692,0.002045,0.02239,0.9756,0.003756,0.1193,0.877,0.002858,0.1562,0.841,1.837,5.328,13,8042
4,q_proj,54692,0.0003315,0.01774,0.9819,2.543e-16,0.1871,0.8129,3.555e-17,0.2157,0.7843,7.67e-13,10.55,1.442e-12,4.654e+04
4,k_proj,54692,0.0003315,0.01774,0.9819,0.2654,0.1477,0.5869,0.04469,0.1981,0.7572,800.4,8.327,1938,2.462e+04
4,v_proj,54692,0.0003315,0.01774,0.9819,0.7386,0.03709,0.2243,0.2797,0.1153,0.605,2228,2.091,7857,5157
4,o_proj,54692,0.0002513,0.0179,0.9818,0.04087,0.08218,0.8769,0.005133,0.1023,0.8926,162.7,4.591,126,3307
4,gate_proj,54692,0.0008297,0.01824,0.9809,0.0049,0.1148,0.8803,0.00152,0.1287,0.8698,5.905,6.294,17.11,7952
4,up_proj,54692,0.0008297,0.01824,0.9809,0.004069,0.08992,0.906,0.001265,0.1008,0.8979,4.904,4.93,13.52,5889
4,down_proj,54692,5.015e-05,0.02212,0.9778,0.03611,0.07095,0.8929,0.0007615,0.08996,0.9093,720.1,3.208,94.12,2649
5,q_proj,54692,0.0006437,0.01746,0.9819,6.121e-16,0.03943,0.9606,1.752e-16,0.04519,0.9548,9.509e-13,2.259,2.402e-12,2746
5,k_proj,54692,0.0006437,0.01746,0.9819,0.452,0.05078,0.4972,0.1847,0.08205,0.7333,702.2,2.909,2727,6089
5,v_proj,54692,0.0006437,0.01746,0.9819,0.7844,0.02055,0.1951,0.5042,0.05225,0.4435,1219,1.177,7880,1295
5,o_proj,54692,0.0007103,0.01563,0.9837,0.02223,0.06874,0.909,0.00738,0.06469,0.9279,31.29,4.399,54.23,1452
5,gate_proj,54692,0.0008518,0.01829,0.9809,0.009211,0.09852,0.8923,0.003153,0.1113,0.8855,10.81,5.386,23.06,2753
5,up_proj,54692,0.0008518,0.01829,0.9809,0.008157,0.0875,0.9043,0.00281,0.09951,0.8977,9.575,4.783,19.24,2317
5,down_proj,54692,2.696e-05,0.02274,0.9772,0.09358,0.06637,0.84,0.001243,0.09572,0.903,3471,2.918,215.3,1787
6,q_proj,54692,0.0005547,0.01706,0.9824,5.308e-16,0.0594,0.9406,1.306e-16,0.0653,0.9347,9.569e-13,3.483,1.722e-12,4112
6,k_proj,54692,0.0005547,0.01706,0.9824,0.3237,0.06023,0.6161,0.1024,0.08468,0.8129,583.5,3.531,1541,2167
6,v_proj,54692,0.0005547,0.01706,0.9824,0.7293,0.02671,0.244,0.3949,0.0644,0.5407,1315,1.566,7333,1842
