layer,proj,n_tokens,A_bos,A_p1_7,A_rest,G_bos,G_p1_7,G_rest,AG_bos,AG_p1_7,AG_rest,G_over_A_bos,G_over_A_p1_7,g_bos_over_median,g_p1_7_max_over_median
0,q_proj,54475,0.002271,0.01631,0.9814,4.769e-13,0.05451,0.9455,4.528e-13,0.05684,0.9432,2.1e-10,3.342,1.446e-08,2.204e+04
0,k_proj,54475,0.002271,0.01631,0.9814,0.02073,0.09168,0.8876,0.01994,0.09276,0.8873,9.13,5.62,151.3,5343
0,v_proj,54475,0.002271,0.01631,0.9814,0.04477,0.1305,0.8247,0.04294,0.1308,0.8262,19.72,8,103.9,1494
0,o_proj,54475,0.009144,0.02943,0.9614,0.00455,0.07713,0.9183,0.01584,0.1296,0.8546,0.4976,2.621,9.709,1189
0,gate_proj,54475,0.003363,0.02132,0.9753,0.007128,0.09882,0.894,0.009288,0.1233,0.8674,2.119,4.636,16.63,1803
0,up_proj,54475,0.003363,0.02132,0.9753,0.007591,0.09806,0.8944,0.009962,0.1243,0.8658,2.257,4.6,17.72,1647
0,down_proj,54475,0.01013,0.02335,0.9665,0.005167,0.07788,0.9169,0.01776,0.1184,0.8638,0.5099,3.336,10.18,1039
1,q_proj,54475,0.006686,0.02166,0.9717,2.886e-14,0.0926,0.9074,8.963e-14,0.129,0.871,4.317e-12,4.275,9.298e-11,5474
1,k_proj,54475,0.006686,0.02166,0.9717,0.07227,0.1142,0.8135,0.2286,0.1511,0.6203,10.81,5.274,239.2,2894
1,v_proj,54475,0.006686,0.02166,0.9717,0.1038,0.1263,0.7699,0.2407,0.152,0.6073,15.53,5.829,269.8,1318
1,o_proj,54475,0.007586,0.03144,0.961,0.003701,0.07668,0.9196,0.01129,0.1419,0.8468,0.4878,2.439,7.321,1093
1,gate_proj,54475,0.001374,0.01362,0.985,0.01468,0.1093,0.876,0.009949,0.09191,0.8981,10.68,8.024,54.46,3836
1,up_proj,54475,0.001374,0.01362,0.985,0.01168,0.1193,0.869,0.008108,0.1015,0.8904,8.498,8.759,49.35,4924
1,down_proj,54475,0.01376,0.02978,0.9565,0.003916,0.07629,0.9198,0.01782,0.1205,0.8617,0.2847,2.562,7.415,1020
2,q_proj,54475,0.0008822,0.01597,0.9831,1.689e-15,0.05641,0.9436,6.803e-16,0.05764,0.9424,1.915e-12,3.531,4.781e-12,1084
2,k_proj,54475,0.0008822,0.01597,0.9831,0.06391,0.0931,0.843,0.02178,0.0941,0.8841,72.45,5.828,193.7,997
2,v_proj,54475,0.0008822,0.01597,0.9831,0.2759,0.1315,0.5927,0.1194,0.1554,0.7252,312.7,8.231,950.1,2354
2,o_proj,54475,0.004411,0.02396,0.9716,0.002853,0.07564,0.9215,0.006724,0.1249,0.8684,0.6469,3.157,5.523,1127
2,gate_proj,54475,0.0009875,0.01366,0.9853,0.009309,0.1049,0.8858,0.005436,0.08942,0.9051,9.427,7.674,37.14,9653
2,up_proj,54475,0.0009875,0.01366,0.9853,0.01299,0.1004,0.8866,0.007177,0.08674,0.9061,13.16,7.349,48.54,6331
2,down_proj,54475,0.004767,0.02957,0.9657,0.003285,0.07684,0.9199,0.006473,0.1193,0.8743,0.6891,2.599,5.995,1168
3,q_proj,54475,0.001834,0.01639,0.9818,3.227e-14,0.08241,0.9176,3.355e-14,0.08253,0.9175,1.76e-11,5.028,7.929e-11,2140
3,k_proj,54475,0.001834,0.01639,0.9818,0.02814,0.08885,0.883,0.01942,0.08588,0.8947,15.35,5.421,74.58,1291
3,v_proj,54475,0.001834,0.01639,0.9818,0.1001,0.1386,0.7613,0.07566,0.1377,0.7867,54.57,8.457,219.4,1177
