layer,proj,n_tokens,A_bos,A_p1_7,A_rest,G_bos,G_p1_7,G_rest,AG_bos,AG_p1_7,AG_rest,G_over_A_bos,G_over_A_p1_7,g_bos_over_median,g_p1_7_max_over_median
0,q_proj,54475,0.002543,0.01671,0.9807,5.545e-15,0.4667,0.5333,5.525e-15,0.47,0.53,2.18e-12,27.92,2.356e-10,1.921e+06
0,k_proj,54475,0.002543,0.01671,0.9807,0.1455,0.3114,0.5431,0.1471,0.3147,0.5383,57.2,18.63,3271,5.079e+05
0,v_proj,54475,0.002543,0.01671,0.9807,0.1192,0.1953,0.6855,0.1214,0.1958,0.6828,46.86,11.68,497.1,1.644e+04
0,o_proj,54475,0.006395,0.02486,0.9687,0.01564,0.131,0.8533,0.03767,0.205,0.7574,2.446,5.27,42.56,7078
0,gate_proj,54475,0.004584,0.02336,0.9721,0.02623,0.1491,0.8247,0.048,0.2106,0.7414,5.721,6.382,73.98,6179
0,up_proj,54475,0.004584,0.02336,0.9721,0.02473,0.1511,0.8242,0.04467,0.2139,0.7414,5.395,6.466,70.3,6399
0,down_proj,54475,0.009712,0.02605,0.9642,0.009381,0.08756,0.9031,0.04375,0.1643,0.792,0.9659,3.361,21.98,1400
1,q_proj,54475,0.002586,0.01952,0.9779,9.615e-15,0.06373,0.9363,1.399e-14,0.08502,0.915,3.719e-12,3.265,4.185e-11,1865
1,k_proj,54475,0.002586,0.01952,0.9779,0.06226,0.1172,0.8205,0.07189,0.1392,0.7889,24.08,6.006,261.5,3595
1,v_proj,54475,0.002586,0.01952,0.9779,0.1366,0.1605,0.7029,0.1792,0.1796,0.6412,52.85,8.223,548.2,7034
1,o_proj,54475,0.008289,0.03701,0.9547,0.007532,0.08627,0.9062,0.02854,0.2086,0.7628,0.9087,2.331,17.77,1358
1,gate_proj,54475,0.002113,0.01581,0.9821,0.02475,0.1506,0.8246,0.02348,0.1438,0.8327,11.72,9.528,90.59,7442
1,up_proj,54475,0.002113,0.01581,0.9821,0.02089,0.1564,0.8227,0.01993,0.1509,0.8292,9.889,9.894,82.63,6503
1,down_proj,54475,0.007489,0.03574,0.9568,0.007391,0.08366,0.9089,0.03149,0.2151,0.7534,0.987,2.341,17.12,1261
2,q_proj,54475,0.001783,0.02058,0.9776,4.279e-15,0.1045,0.8955,5.036e-15,0.1322,0.8678,2.4e-12,5.079,1.757e-11,2929
2,k_proj,54475,0.001783,0.02058,0.9776,0.09981,0.1423,0.7579,0.08129,0.1766,0.7421,55.98,6.917,389.8,5473
2,v_proj,54475,0.001783,0.02058,0.9776,0.1771,0.1744,0.6485,0.1815,0.2019,0.6165,99.32,8.475,832.2,1.319e+04
2,o_proj,54475,0.007451,0.03642,0.9561,0.005434,0.08298,0.9116,0.02004,0.1917,0.7882,0.7294,2.279,12.79,1302
2,gate_proj,54475,0.001855,0.01456,0.9836,0.01682,0.1619,0.8213,0.01371,0.1358,0.8504,9.065,11.12,93.61,1.035e+04
2,up_proj,54475,0.001855,0.01456,0.9836,0.0108,0.1642,0.825,0.009388,0.1441,0.8465,5.82,11.28,47.82,5389
2,down_proj,54475,0.007514,0.03669,0.9558,0.005534,0.08206,0.9124,0.0147,0.2001,0.7852,0.7364,2.237,12.76,1290
3,q_proj,54475,0.0009109,0.02019,0.9789,1.234e-15,0.07832,0.9217,9.252e-16,0.08981,0.9102,1.354e-12,3.88,4.733e-12,8994
3,k_proj,54475,0.0009109,0.02019,0.9789,0.1065,0.15,0.7435,0.0414,0.1758,0.7828,116.9,7.431,469.2,1.847e+04
3,v_proj,54475,0.0009109,0.02019,0.9789,0.2579,0.147,0.5951,0.1546,0.1895,0.656,283.1,7.281,1638,1.896e+04
3,o_proj,54475,0.002871,0.03076,0.9664,0.004334,0.08224,0.9134,0.007064,0.1626,0.8303,1.51,2.674,10.01,1372
3,gate_proj,54475,0.00132,0.01454,0.9841,0.00444,0.1619,0.8337,0.003068,0.1436,0.8533,3.363,11.14,27.78,1.026e+04
