layer,proj,n_tokens,A_bos,A_p1_7,A_rest,G_bos,G_p1_7,G_rest,AG_bos,AG_p1_7,AG_rest,G_over_A_bos,G_over_A_p1_7,g_bos_over_median,g_p1_7_max_over_median
0,q_proj,54475,0.00247,0.01675,0.9808,4.127e-14,0.1568,0.8432,4.159e-14,0.1314,0.8686,1.671e-11,9.362,1.542e-09,2.21e+05
0,k_proj,54475,0.00247,0.01675,0.9808,0.06092,0.1575,0.7815,0.06155,0.1421,0.7964,24.66,9.404,740.6,3.464e+04
0,v_proj,54475,0.00247,0.01675,0.9808,0.08345,0.1427,0.7739,0.08342,0.14,0.7766,33.78,8.516,340.8,2070
0,o_proj,54475,0.009984,0.03177,0.9583,0.005178,0.0622,0.9326,0.02184,0.1254,0.8528,0.5187,1.958,16.72,1042
0,gate_proj,54475,0.004801,0.02538,0.9698,0.01548,0.09165,0.8929,0.0291,0.1347,0.8362,3.225,3.611,60.74,2063
0,up_proj,54475,0.004801,0.02538,0.9698,0.01296,0.09047,0.8966,0.02444,0.1336,0.842,2.699,3.565,49.55,1899
0,down_proj,54475,0.007743,0.02214,0.9701,0.005029,0.06297,0.932,0.01408,0.07818,0.9077,0.6494,2.844,15.28,977.7
1,q_proj,54475,0.001338,0.01572,0.9829,1.066e-14,0.02383,0.9762,6.366e-15,0.02595,0.9741,7.966e-12,1.516,5.478e-11,921.3
1,k_proj,54475,0.001338,0.01572,0.9829,0.04717,0.09203,0.8608,0.02758,0.08924,0.8832,35.25,5.853,278.3,1625
1,v_proj,54475,0.001338,0.01572,0.9829,0.09,0.1217,0.7883,0.05319,0.1234,0.8234,67.26,7.742,368.7,2597
1,o_proj,54475,0.006727,0.03016,0.9631,0.005031,0.06377,0.9312,0.01355,0.1102,0.8763,0.7479,2.114,15.46,979
1,gate_proj,54475,0.001574,0.01497,0.9835,0.03855,0.09389,0.8676,0.02603,0.08623,0.8877,24.5,6.272,222,5554
1,up_proj,54475,0.001574,0.01497,0.9835,0.03582,0.08854,0.8756,0.02331,0.08073,0.896,22.76,5.914,196.3,3959
1,down_proj,54475,0.04294,0.02129,0.9358,0.00494,0.06315,0.9319,0.07785,0.09365,0.8285,0.115,2.966,15.19,1013
2,q_proj,54475,0.002691,0.01538,0.9819,6.224e-15,0.06772,0.9323,7.637e-15,0.07348,0.9265,2.313e-12,4.403,3.268e-11,3050
2,k_proj,54475,0.002691,0.01538,0.9819,0.06363,0.1227,0.8137,0.07367,0.1312,0.7952,23.65,7.979,288.3,3795
2,v_proj,54475,0.002691,0.01538,0.9819,0.1241,0.1118,0.7641,0.1447,0.1112,0.744,46.12,7.269,528.8,2700
2,o_proj,54475,0.008004,0.03287,0.9591,0.004301,0.06323,0.9325,0.01382,0.1246,0.8616,0.5373,1.924,13.3,1024
2,gate_proj,54475,0.001293,0.0154,0.9833,0.02617,0.1164,0.8574,0.01622,0.1102,0.8736,20.23,7.557,148.5,6862
2,up_proj,54475,0.001293,0.0154,0.9833,0.01978,0.1035,0.8767,0.01211,0.09796,0.8899,15.29,6.721,113.7,3478
2,down_proj,54475,0.01045,0.02685,0.9627,0.004344,0.06137,0.9343,0.01887,0.1399,0.8412,0.4157,2.285,13.35,946.7
3,q_proj,54475,0.001602,0.01589,0.9825,1.179e-15,0.03158,0.9684,8.281e-16,0.03175,0.9682,7.36e-13,1.987,1.361e-11,4086
3,k_proj,54475,0.001602,0.01589,0.9825,0.03748,0.04994,0.9126,0.02628,0.05154,0.9222,23.4,3.143,348,2848
3,v_proj,54475,0.001602,0.01589,0.9825,0.2396,0.1043,0.6561,0.1872,0.1145,0.6983,149.5,6.564,1258,2097
3,o_proj,54475,0.007834,0.0357,0.9565,0.002772,0.06082,0.9364,0.008928,0.1307,0.8603,0.3539,1.704,8.547,1027
3,gate_proj,54475,0.001058,0.0153,0.9836,0.0236,0.08396,0.8924,0.01195,0.0775,0.9106,22.31,5.488,181.5,4898
3,up_proj,54475,0.001058,0.0153,0.9836,0.02584,0.09438,0.8798,0.01338,0.08789,0.8987,24.42,6.169,181.3,5716
3,down_proj,54475,0.0125,0.02976,0.9577,0.002354,0.0602,0.9374,0.01173,0.114,0.8743,0.1884,2.023,7.074,1049
4,q_proj,54475,0.001786,0.01695,0.9813,4.051e-15,0.07465,0.9254,2.939e-15,0.07868,0.9213,2.269e-12,4.404,2.367e-11,2865
4,k_proj,54475,0.001786,0.01695,0.9813,0.03481,0.08709,0.8781,0.02688,0.09567,0.8774,19.49,5.138,174.9,2675
4,v_proj,54475,0.001786,0.01695,0.9813,0.1135,0.1223,0.7642,0.08873,0.1358,0.7754,63.53,7.216,473.5,1948
4,o_proj,54475,0.01172,0.03878,0.9495,0.001104,0.05944,0.9395,0.005653,0.1427,0.8516,0.09419,1.533,3.359,1134
4,gate_proj,54475,0.001006,0.01443,0.9846,0.02049,0.1083,0.8712,0.01097,0.09409,0.8949,20.37,7.504,155.5,6932
4,up_proj,54475,0.001006,0.01443,0.9846,0.03701,0.1086,0.8544,0.01981,0.0958,0.8844,36.8,7.524,236.1,7316
4,down_proj,54475,0.9981,7.003e-05,0.001825,0.0003007,0.05914,0.9406,0.9808,0.002745,0.01647,0.0003012,844.4,0.8957,1171
5,q_proj,54475,5.444e-05,0.01718,0.9828,2.923e-20,0.03239,0.9676,6.363e-22,0.03337,0.9666,5.37e-16,1.886,1.757e-16,1350
5,k_proj,54475,5.444e-05,0.01718,0.9828,0.5182,0.03639,0.4454,0.02356,0.0782,0.8982,9518,2.119,5737,1952
5,v_proj,54475,5.444e-05,0.01718,0.9828,0.9653,0.003001,0.03166,0.3834,0.05675,0.5599,1.773e+04,0.1747,1.519e+05,2156
5,o_proj,54475,0.0001866,0.01752,0.9823,0.0002671,0.05979,0.9399,1.898e-05,0.05605,0.9439,1.431,3.413,0.798,1230
5,gate_proj,54475,0.01822,0.01463,0.9672,0.0004375,0.1016,0.898,0.003664,0.09216,0.9042,0.02402,6.944,3.045,5434
5,up_proj,54475,0.01822,0.01463,0.9672,0.0006299,0.1029,0.8965,0.005277,0.09431,0.9004,0.03458,7.03,3.546,3239
5,down_proj,54475,0.963,0.03312,0.003869,0.0002829,0.0588,0.9409,0.8995,0.06785,0.03269,0.0002938,1.775,0.8185,1277
6,q_proj,54475,8.768e-05,0.0166,0.9833,1.247e-19,0.04139,0.9586,1.986e-20,0.04145,0.9585,1.423e-15,2.493,7.33e-16,1399
6,k_proj,54475,8.768e-05,0.0166,0.9833,0.3168,0.06098,0.6222,0.01602,0.08864,0.8953,3614,3.673,2710,4047
6,v_proj,54475,8.768e-05,0.0166,0.9833,0.9465,0.016,0.03747,0.434,0.08064,0.4853,1.08e+04,0.9639,9.94e+04,1.399e+05
6,o_proj,54475,0.0003915,0.02309,0.9765,0.0002911,0.05886,0.9408,3.862e-05,0.05441,0.9456,0.7436,2.549,0.8419,1324
6,gate_proj,54475,0.01648,0.01454,0.969,0.0007636,0.1132,0.886,0.005853,0.1041,0.89,0.04634,7.785,5.549,6043
6,up_proj,54475,0.01648,0.01454,0.969,0.0007889,0.1027,0.8965,0.00616,0.09429,0.8996,0.04787,7.063,4.625,2990
6,down_proj,54475,0.9446,0.009201,0.04623,0.0003033,0.05802,0.9417,0.6583,0.05474,0.2869,0.0003211,6.306,0.8538,1280
7,q_proj,54475,0.00011,0.01749,0.9824,2.993e-19,0.06171,0.9383,1.438e-19,0.06785,0.9322,2.72e-15,3.529,1.334e-15,1937
7,k_proj,54475,0.00011,0.01749,0.9824,0.3983,0.08489,0.5168,0.02585,0.138,0.8361,3620,4.854,3780,8250
7,v_proj,54475,0.00011,0.01749,0.9824,0.9622,0.01516,0.02259,0.5791,0.08813,0.3328,8745,0.8668,1.557e+05,2.092e+05
7,o_proj,54475,0.0004174,0.02152,0.9781,0.0003066,0.05663,0.9431,5.173e-05,0.08455,0.9154,0.7344,2.632,0.8733,1317
7,gate_proj,54475,0.009509,0.01443,0.9761,0.0007365,0.1111,0.8881,0.003487,0.1011,0.8955,0.07745,7.701,4.143,8589
7,up_proj,54475,0.009509,0.01443,0.9761,0.0004475,0.09659,0.903,0.00208,0.087,0.9109,0.04706,6.693,2.118,5576
7,down_proj,54475,0.001063,0.02954,0.9694,0.0003211,0.05556,0.9441,0.0001207,0.1195,0.8804,0.3021,1.881,0.8909,1284
8,q_proj,54475,0.0001101,0.01625,0.9836,4.01e-19,0.04292,0.9571,1.211e-19,0.04193,0.9581,3.642e-15,2.641,1.871e-15,1859
8,k_proj,54475,0.0001101,0.01625,0.9836,0.498,0.0485,0.4534,0.03993,0.08509,0.875,4524,2.984,4373,4531
8,v_proj,54475,0.0001101,0.01625,0.9836,0.9585,0.01138,0.03014,0.5385,0.06373,0.3977,8706,0.7001,9.499e+04,8.776e+04
8,o_proj,54475,0.0009875,0.01896,0.9801,0.0003228,0.05498,0.9447,0.0001248,0.06305,0.9368,0.3269,2.9,0.9073,1331
8,gate_proj,54475,0.007647,0.01399,0.9784,0.0002266,0.09987,0.8999,0.0008059,0.08437,0.9148,0.02963,7.138,0.9601,4983
8,up_proj,54475,0.007647,0.01399,0.9784,0.0003244,0.08982,0.9099,0.001168,0.07705,0.9218,0.04242,6.42,1.222,3021
8,down_proj,54475,0.004775,0.0278,0.9674,0.0003285,0.05485,0.9448,0.0006042,0.107,0.8924,0.06879,1.973,0.9004,1516
9,q_proj,54475,0.0001333,0.01711,0.9828,5.897e-19,0.05382,0.9462,2.271e-19,0.05715,0.9428,4.423e-15,3.145,2.83e-15,3194
9,k_proj,54475,0.0001333,0.01711,0.9828,0.281,0.06142,0.6576,0.01808,0.08784,0.8941,2108,3.59,1840,3225
