layer,proj,n_tokens,A_bos,A_p1_7,A_rest,G_bos,G_p1_7,G_rest,AG_bos,AG_p1_7,AG_rest,G_over_A_bos,G_over_A_p1_7,g_bos_over_median,g_p1_7_max_over_median
0,q_proj,54475,0.002332,0.01644,0.9812,7.707e-15,0.1444,0.8556,7.67e-15,0.1441,0.8559,3.305e-12,8.788,3.068e-10,7.895e+04
0,k_proj,54475,0.002332,0.01644,0.9812,0.0299,0.1648,0.8052,0.02988,0.1643,0.8058,12.82,10.03,609.4,3.631e+04
0,v_proj,54475,0.002332,0.01644,0.9812,0.113,0.198,0.6891,0.1126,0.1977,0.6896,48.44,12.04,535.7,7220
0,o_proj,54475,0.006381,0.02456,0.9691,0.01782,0.1423,0.8399,0.03879,0.1982,0.763,2.792,5.792,53.04,3499
0,gate_proj,54475,0.004352,0.02286,0.9728,0.02302,0.1523,0.8247,0.03817,0.1973,0.7645,5.29,6.662,65.81,5520
0,up_proj,54475,0.004352,0.02286,0.9728,0.02165,0.1568,0.8215,0.03537,0.2056,0.7591,4.976,6.861,64.03,5919
0,down_proj,54475,0.009284,0.02617,0.9645,0.01117,0.09979,0.889,0.04666,0.1602,0.7932,1.203,3.814,23.45,1339
1,q_proj,54475,0.002749,0.01805,0.9792,2.108e-14,0.1108,0.8892,2.884e-14,0.1251,0.8749,7.669e-12,6.138,7.111e-11,1849
1,k_proj,54475,0.002749,0.01805,0.9792,0.08998,0.1754,0.7346,0.1025,0.1838,0.7137,32.74,9.716,321.4,5397
1,v_proj,54475,0.002749,0.01805,0.9792,0.1424,0.2018,0.6558,0.1736,0.2016,0.6248,51.8,11.18,558.1,7376
1,o_proj,54475,0.009628,0.03721,0.9532,0.009226,0.09457,0.8962,0.03308,0.2006,0.7663,0.9582,2.541,19.39,1024
1,gate_proj,54475,0.002197,0.01582,0.982,0.02847,0.1614,0.8101,0.0285,0.1576,0.8139,12.96,10.2,115.8,6128
1,up_proj,54475,0.002197,0.01582,0.982,0.01746,0.1635,0.819,0.01791,0.1574,0.8247,7.946,10.34,70.04,4845
1,down_proj,54475,0.03575,0.03569,0.9286,0.009123,0.08788,0.903,0.09267,0.1679,0.7394,0.2551,2.462,18.41,1016
2,q_proj,54475,0.001589,0.01975,0.9787,2.636e-15,0.0764,0.9236,2.138e-15,0.1012,0.8988,1.659e-12,3.868,8.235e-12,2081
2,k_proj,54475,0.001589,0.01975,0.9787,0.1531,0.1996,0.6472,0.1038,0.2145,0.6818,96.4,10.11,603.9,1.197e+04
2,v_proj,54475,0.001589,0.01975,0.9787,0.305,0.186,0.509,0.2565,0.1763,0.5671,192,9.415,1947,2.521e+04
2,o_proj,54475,0.003833,0.02711,0.9691,0.007897,0.08539,0.9067,0.01298,0.1291,0.8579,2.06,3.15,16.09,1093
2,gate_proj,54475,0.001995,0.01533,0.9827,0.01699,0.1296,0.8534,0.01558,0.1249,0.8595,8.517,8.454,66.03,2170
2,up_proj,54475,0.001995,0.01533,0.9827,0.01853,0.1319,0.8495,0.01649,0.1223,0.8612,9.287,8.603,58.68,3707
2,down_proj,54475,0.008486,0.03778,0.9537,0.008597,0.08383,0.9076,0.02696,0.1523,0.8207,1.013,2.219,17.07,1134
3,q_proj,54475,0.002053,0.01926,0.9787,2.746e-15,0.05439,0.9456,2.647e-15,0.06375,0.9362,1.337e-12,2.824,9.528e-12,2058
3,k_proj,54475,0.002053,0.01926,0.9787,0.1099,0.1815,0.7085,0.09412,0.1466,0.7592,53.54,9.427,567.3,1.759e+04
3,v_proj,54475,0.002053,0.01926,0.9787,0.2936,0.2034,0.503,0.3287,0.1521,0.5192,143,10.56,2536,4.431e+04
3,o_proj,54475,0.002499,0.0232,0.9743,0.007268,0.08334,0.9094,0.008542,0.1146,0.8768,2.908,3.592,14.43,1230
