layer,proj,n_tokens,A_bos,A_p1_7,A_rest,G_bos,G_p1_7,G_rest,AG_bos,AG_p1_7,AG_rest,G_over_A_bos,G_over_A_p1_7,g_bos_over_median,g_p1_7_max_over_median
0,q_proj,54475,0.002468,0.0168,0.9807,2.389e-14,0.2002,0.7998,2.293e-14,0.1692,0.8308,9.678e-12,11.92,5.005e-10,1.412e+05
0,k_proj,54475,0.002468,0.0168,0.9807,0.04308,0.1693,0.7876,0.03642,0.1625,0.8011,17.46,10.08,350.4,1.44e+04
0,v_proj,54475,0.002468,0.0168,0.9807,0.1062,0.189,0.7049,0.1042,0.1854,0.7104,43.01,11.25,377.3,4676
0,o_proj,54475,0.01026,0.03119,0.9586,0.00695,0.09252,0.9005,0.02853,0.1758,0.7957,0.6774,2.967,17.33,2682
0,gate_proj,54475,0.004361,0.02347,0.9722,0.01544,0.1338,0.8507,0.02629,0.18,0.7937,3.54,5.703,46.64,5080
0,up_proj,54475,0.004361,0.02347,0.9722,0.01421,0.133,0.8528,0.0241,0.1802,0.7956,3.258,5.665,41.63,5332
0,down_proj,54475,0.006976,0.02199,0.971,0.006847,0.09332,0.8998,0.01991,0.1255,0.8546,0.9816,4.243,16.78,2906
1,q_proj,54475,0.001244,0.01608,0.9827,2.158e-14,0.04279,0.9572,1.189e-14,0.05026,0.9497,1.734e-11,2.661,6.922e-11,1395
1,k_proj,54475,0.001244,0.01608,0.9827,0.07403,0.1301,0.7959,0.04156,0.1418,0.8167,59.49,8.091,343.6,3590
1,v_proj,54475,0.001244,0.01608,0.9827,0.1291,0.1735,0.6974,0.07209,0.1852,0.7428,103.8,10.79,458.9,2791
1,o_proj,54475,0.007981,0.03431,0.9577,0.006859,0.09423,0.8989,0.02029,0.1729,0.8068,0.8593,2.747,16.93,2913
1,gate_proj,54475,0.001377,0.01463,0.984,0.05639,0.1465,0.7971,0.03431,0.1275,0.8382,40.95,10.01,221.2,1.78e+04
1,up_proj,54475,0.001377,0.01463,0.984,0.04327,0.1361,0.8206,0.02693,0.1225,0.8506,31.42,9.303,164.8,5660
1,down_proj,54475,0.04492,0.0219,0.9332,0.006793,0.09477,0.8984,0.1113,0.1185,0.7702,0.1512,4.327,16.7,3021
2,q_proj,54475,0.001793,0.01622,0.982,1.117e-14,0.1072,0.8928,9.197e-15,0.117,0.883,6.233e-12,6.612,3.57e-11,3965
2,k_proj,54475,0.001793,0.01622,0.982,0.09081,0.1605,0.7486,0.07163,0.1846,0.7438,50.65,9.901,344.1,3274
2,v_proj,54475,0.001793,0.01622,0.982,0.1901,0.1446,0.6653,0.1612,0.1661,0.6727,106,8.915,731.6,3013
2,o_proj,54475,0.008018,0.03288,0.9591,0.00563,0.09487,0.8995,0.01791,0.1828,0.7993,0.7022,2.885,14.07,3200
2,gate_proj,54475,0.0009418,0.01435,0.9847,0.03766,0.1761,0.7863,0.01739,0.1576,0.825,39.99,12.27,171,2.93e+04
2,up_proj,54475,0.0009418,0.01435,0.9847,0.03336,0.1284,0.8382,0.01527,0.1164,0.8684,35.42,8.947,163.5,5967
2,down_proj,54475,0.01415,0.02752,0.9583,0.00562,0.09341,0.901,0.02652,0.1745,0.799,0.3971,3.395,13.83,2935
3,q_proj,54475,0.001375,0.01704,0.9816,6.081e-15,0.08384,0.9162,3.741e-15,0.09217,0.9078,4.423e-12,4.921,2.299e-11,2437
3,k_proj,54475,0.001375,0.01704,0.9816,0.1543,0.2224,0.6233,0.1057,0.2782,0.6161,112.2,13.05,759,9302
3,v_proj,54475,0.001375,0.01704,0.9816,0.3133,0.1356,0.5511,0.2323,0.1803,0.5874,227.8,7.962,1596,5580
3,o_proj,54475,0.00734,0.03397,0.9587,0.003785,0.09224,0.904,0.01177,0.1923,0.7959,0.5157,2.715,9.483,3084
3,gate_proj,54475,0.0008632,0.01435,0.9848,0.04024,0.1398,0.8199,0.01762,0.1264,0.856,46.62,9.746,202.6,9785
3,up_proj,54475,0.0008632,0.01435,0.9848,0.0459,0.1489,0.8052,0.02072,0.1366,0.8427,53.17,10.38,228.3,1.526e+04
3,down_proj,54475,0.01827,0.02911,0.9526,0.00338,0.09094,0.9057,0.02439,0.1815,0.7941,0.185,3.124,8.313,3090
4,q_proj,54475,0.001584,0.01642,0.982,3.451e-15,0.1341,0.8659,2.78e-15,0.1461,0.8539,2.178e-12,8.167,1.251e-11,5530
4,k_proj,54475,0.001584,0.01642,0.982,0.06924,0.1409,0.7899,0.04744,0.1547,0.7978,43.7,8.579,234.9,3722
4,v_proj,54475,0.001584,0.01642,0.982,0.1817,0.1657,0.6526,0.1383,0.1907,0.671,114.7,10.09,730.2,5602
4,o_proj,54475,0.01118,0.03819,0.9506,0.001056,0.08907,0.9099,0.005493,0.2057,0.7888,0.09449,2.332,2.662,3464
4,gate_proj,54475,0.001709,0.01434,0.9839,0.03417,0.1588,0.807,0.03166,0.1398,0.8285,19.99,11.07,203.9,2.257e+04
4,up_proj,54475,0.001709,0.01434,0.9839,0.02628,0.1672,0.8065,0.02394,0.1475,0.8285,15.37,11.66,128,1.705e+04
4,down_proj,54475,0.9995,1.577e-05,0.0004477,0.0002076,0.08737,0.9124,0.9928,0.001385,0.005782,0.0002077,5540,0.5149,3333
5,q_proj,54475,7.441e-05,0.01718,0.9827,1.078e-20,0.06374,0.9363,3.39e-22,0.0692,0.9308,1.449e-16,3.711,4.315e-17,2687
5,k_proj,54475,7.441e-05,0.01718,0.9827,0.5262,0.05657,0.4172,0.03332,0.1255,0.8412,7072,3.294,5107,3354
5,v_proj,54475,7.441e-05,0.01718,0.9827,0.9857,0.001998,0.01235,0.6835,0.04769,0.2689,1.325e+04,0.1163,2.985e+05,3036
5,o_proj,54475,0.0001482,0.01864,0.9812,0.0002113,0.08769,0.9121,1.373e-05,0.08425,0.9157,1.426,4.703,0.5293,3571
5,gate_proj,54475,0.01856,0.01497,0.9665,0.000305,0.1586,0.841,0.002824,0.1476,0.8495,0.01643,10.6,1.51,2.221e+04
5,up_proj,54475,0.01856,0.01497,0.9665,0.0001983,0.164,0.8358,0.001828,0.148,0.8502,0.01069,10.96,0.8628,1.277e+04
5,down_proj,54475,0.9067,0.003041,0.09023,0.0002213,0.08319,0.9166,0.3993,0.1072,0.4935,0.000244,27.36,0.5363,3016
6,q_proj,54475,9.838e-05,0.01653,0.9834,1.134e-20,0.07909,0.9209,4.978e-22,0.08704,0.913,1.153e-16,4.785,3.951e-17,1293
6,k_proj,54475,9.838e-05,0.01653,0.9834,0.4346,0.09877,0.4666,0.03122,0.1811,0.7877,4418,5.976,2745,1.417e+04
6,v_proj,54475,9.838e-05,0.01653,0.9834,0.9777,0.004184,0.01816,0.6521,0.07003,0.2779,9937,0.2531,1.457e+05,4006
6,o_proj,54475,0.0002838,0.02281,0.9769,0.0002253,0.08081,0.919,2.641e-05,0.0858,0.9142,0.7936,3.543,0.5544,3203
6,gate_proj,54475,0.02086,0.01448,0.9647,0.0001849,0.1546,0.8452,0.001892,0.1442,0.8539,0.008865,10.67,0.9096,1.639e+04
6,up_proj,54475,0.02086,0.01448,0.9647,0.0001926,0.1451,0.8547,0.001956,0.1348,0.8632,0.009235,10.02,0.8367,1.455e+04
6,down_proj,54475,0.7083,0.00947,0.2822,0.0002342,0.07751,0.9223,0.1443,0.148,0.7077,0.0003307,8.185,0.5538,2896
7,q_proj,54475,9.811e-05,0.01694,0.983,1.814e-20,0.07976,0.9202,7.809e-22,0.08951,0.9105,1.849e-16,4.708,7.123e-17,2542
7,k_proj,54475,9.811e-05,0.01694,0.983,0.5015,0.08508,0.4134,0.03932,0.1734,0.7873,5112,5.021,5018,5655
7,v_proj,54475,9.811e-05,0.01694,0.983,0.9838,0.003299,0.01287,0.7139,0.06197,0.2241,1.003e+04,0.1947,2.4e+05,4659
7,o_proj,54475,0.0002259,0.02028,0.9795,0.0002366,0.07455,0.9252,2.087e-05,0.07954,0.9204,1.047,3.676,0.5604,3029
7,gate_proj,54475,0.01432,0.01421,0.9715,0.0002758,0.1513,0.8484,0.001914,0.127,0.8711,0.01926,10.65,1.18,2.477e+04
7,up_proj,54475,0.01432,0.01421,0.9715,0.0001707,0.1254,0.8745,0.001169,0.1055,0.8933,0.01192,8.823,0.6566,1.556e+04
7,down_proj,54475,0.0008169,0.02746,0.9717,0.0002527,0.07096,0.9288,6.197e-05,0.1441,0.8559,0.3093,2.584,0.5649,2486
8,q_proj,54475,9.783e-05,0.01599,0.9839,6.578e-20,0.06637,0.9336,2.834e-21,0.06968,0.9303,6.724e-16,4.15,2.196e-16,6217
8,k_proj,54475,9.783e-05,0.01599,0.9839,0.5512,0.05232,0.3965,0.04959,0.1155,0.8349,5635,3.271,4336,7604
8,v_proj,54475,9.783e-05,0.01599,0.9839,0.9795,0.002992,0.01749,0.6701,0.04961,0.2803,1.001e+04,0.187,1.456e+05,5612
8,o_proj,54475,0.000644,0.01732,0.982,0.0002549,0.07041,0.9293,6.334e-05,0.06473,0.9352,0.3957,4.065,0.5732,2600
8,gate_proj,54475,0.01159,0.01452,0.9739,0.0002208,0.1218,0.8779,0.001213,0.1022,0.8966,0.01905,8.392,0.7375,1.201e+04
8,up_proj,54475,0.01159,0.01452,0.9739,0.0001802,0.1056,0.8942,0.0009981,0.09057,0.9084,0.01554,7.272,0.5365,7359
8,down_proj,54475,0.00845,0.02617,0.9654,0.0002611,0.06445,0.9353,0.0007334,0.1132,0.8861,0.0309,2.463,0.562,1682
9,q_proj,54475,0.0001197,0.01601,0.9839,1.334e-19,0.07063,0.9294,6.979e-21,0.07547,0.9245,1.114e-15,4.413,4.085e-16,5184
9,k_proj,54475,0.0001197,0.01601,0.9839,0.4507,0.05649,0.4928,0.03992,0.1024,0.8577,3764,3.529,2271,2699
9,v_proj,54475,0.0001197,0.01601,0.9839,0.9655,0.00449,0.02997,0.592,0.05535,0.3527,8065,0.2805,6.704e+04,2319
9,o_proj,54475,0.0003528,0.01763,0.982,0.000261,0.06284,0.9369,3.9e-05,0.06533,0.9346,0.7398,3.564,0.5757,1685
9,gate_proj,54475,0.004843,0.01946,0.9757,6.704e-05,0.08525,0.9147,0.000121,0.1042,0.8957,0.01384,4.381,0.1716,4006
9,up_proj,54475,0.004843,0.01946,0.9757,0.0001909,0.06903,0.9308,0.0003555,0.08525,0.9144,0.03942,3.547,0.4371,2342
9,down_proj,54475,0.001125,0.02144,0.9774,0.0002854,0.06156,0.9382,0.0001269,0.08688,0.913,0.2536,2.871,0.5984,1425
10,q_proj,54475,0.0001079,0.0165,0.9834,5.24e-21,0.0421,0.9579,2.394e-22,0.04416,0.9558,4.855e-17,2.551,1.705e-17,884.5
10,k_proj,54475,0.0001079,0.0165,0.9834,0.5243,0.04835,0.4274,0.04618,0.0994,0.8544,4857,2.93,3800,3822
10,v_proj,54475,0.0001079,0.0165,0.9834,0.9765,0.00281,0.0207,0.6535,0.04407,0.3024,9047,0.1703,1.141e+05,2211
10,o_proj,54475,0.0004422,0.01409,0.9855,0.0002885,0.06085,0.9389,5.639e-05,0.05,0.9499,0.6523,4.32,0.6067,1464
10,gate_proj,54475,0.004544,0.01908,0.9764,7.929e-05,0.07496,0.925,0.0001359,0.09095,0.9089,0.01745,3.928,0.1907,2991
10,up_proj,54475,0.004544,0.01908,0.9764,0.0001812,0.0586,0.9412,0.000314,0.07077,0.9289,0.03988,3.071,0.4004,1637
10,down_proj,54475,0.01909,0.01762,0.9633,0.0003259,0.06207,0.9376,0.002475,0.07343,0.9241,0.01707,3.524,0.6648,1277
11,q_proj,54475,0.0001587,0.01601,0.9838,4.329e-20,0.05592,0.9441,2.984e-21,0.05675,0.9433,2.728e-16,3.493,1.028e-16,1560
11,k_proj,54475,0.0001587,0.01601,0.9838,0.4093,0.03511,0.5556,0.04533,0.05682,0.8979,2579,2.193,1598,928.6
11,v_proj,54475,0.0001587,0.01601,0.9838,0.9178,0.006423,0.07575,0.44,0.04452,0.5155,5784,0.4012,2.447e+04,586.4
11,o_proj,54475,0.0003614,0.01653,0.9831,0.0003362,0.06257,0.9371,5.377e-05,0.06285,0.9371,0.9303,3.784,0.6968,1391
11,gate_proj,54475,0.002029,0.01815,0.9798,7.856e-05,0.07796,0.922,6.447e-05,0.08201,0.9179,0.03873,4.296,0.2004,3046
11,up_proj,54475,0.002029,0.01815,0.9798,0.0001625,0.07317,0.9267,0.0001339,0.07716,0.9227,0.08009,4.032,0.4042,1944
11,down_proj,54475,0.0005412,0.02231,0.9771,0.0003565,0.06013,0.9395,6.145e-05,0.08464,0.9153,0.6587,2.695,0.6772,1076
12,q_proj,54475,0.0001377,0.01634,0.9835,3.3e-19,0.04838,0.9516,1.98e-20,0.05007,0.9499,2.396e-15,2.96,7.759e-16,682.8
12,k_proj,54475,0.0001377,0.01634,0.9835,0.3781,0.05793,0.564,0.03487,0.09176,0.8734,2746,3.545,1415,3061
12,v_proj,54475,0.0001377,0.01634,0.9835,0.9411,0.005441,0.05344,0.4897,0.04861,0.4617,6834,0.333,2.98e+04,717.8
12,o_proj,54475,0.000296,0.01747,0.9822,0.000356,0.0588,0.9408,5.008e-05,0.06225,0.9377,1.203,3.366,0.6859,1162
12,gate_proj,54475,0.00459,0.01993,0.9755,9.95e-05,0.077,0.9229,0.0001534,0.09303,0.9068,0.02168,3.863,0.2423,2444
12,up_proj,54475,0.00459,0.01993,0.9755,0.0002576,0.06863,0.9311,0.0004077,0.08385,0.9157,0.05612,3.443,0.5702,1535
12,down_proj,54475,0.002226,0.02413,0.9736,0.0003895,0.05445,0.9452,0.0002967,0.07942,0.9203,0.175,2.256,0.6813,924.6
13,q_proj,54475,0.000125,0.0163,0.9836,1.406e-19,0.04222,0.9578,7.737e-21,0.04411,0.9559,1.125e-15,2.59,3.048e-16,631.2
13,k_proj,54475,0.000125,0.0163,0.9836,0.4247,0.047,0.5283,0.03805,0.07973,0.8822,3398,2.884,1582,1095
13,v_proj,54475,0.000125,0.0163,0.9836,0.9518,0.004605,0.04356,0.517,0.04741,0.4356,7616,0.2825,3.64e+04,876.2
