layer,proj,n_tokens,A_bos,A_p1_7,A_rest,G_bos,G_p1_7,G_rest,AG_bos,AG_p1_7,AG_rest,G_over_A_bos,G_over_A_p1_7,g_bos_over_median,g_p1_7_max_over_median
0,q_proj,2616,0.0007436,0.2041,0.7952,2.885e-11,0.4367,0.5633,9.427e-13,0.5234,0.4766,3.879e-08,2.14,3.809e-08,1203
0,k_proj,2616,0.0007436,0.2041,0.7952,0.03015,0.6418,0.328,0.0008405,0.6799,0.3193,40.55,3.145,7.725,85.99
0,v_proj,2616,0.0007436,0.2041,0.7952,0.1349,0.2943,0.5708,0.007046,0.5964,0.3966,181.5,1.442,23.3,14.55
0,o_proj,2616,0.04323,0.2229,0.7339,0.1199,0.2475,0.6326,0.2154,0.3349,0.4497,2.773,1.111,18.95,23.5
0,gate_proj,2616,0.05466,0.1885,0.7568,0.1358,0.3479,0.5163,0.2516,0.3337,0.4148,2.485,1.845,19.11,30.96
0,up_proj,2616,0.05466,0.1885,0.7568,0.06615,0.3116,0.6223,0.1335,0.3293,0.5372,1.21,1.653,9.827,31.54
0,down_proj,2616,0.03474,0.2433,0.722,0.02958,0.3013,0.6691,0.06267,0.546,0.3913,0.8514,1.238,4.168,21.86
1,q_proj,2616,0.1463,0.2641,0.5896,1.193e-12,0.3963,0.6037,7.702e-12,0.4863,0.5137,8.155e-12,1.5,2.314e-10,59.78
1,k_proj,2616,0.1463,0.2641,0.5896,0.135,0.5846,0.2804,0.343,0.5672,0.08978,0.9229,2.213,22.2,63.78
1,v_proj,2616,0.1463,0.2641,0.5896,0.113,0.4518,0.4351,0.3454,0.4789,0.1757,0.7727,1.711,17.16,36.31
1,o_proj,2616,0.1298,0.2677,0.6024,0.01967,0.3237,0.6566,0.09645,0.4491,0.4544,0.1515,1.209,2.681,24.38
1,gate_proj,2616,0.01552,0.1389,0.8456,0.05451,0.4268,0.5187,0.03866,0.3265,0.6348,3.513,3.073,11.3,64.74
1,up_proj,2616,0.01552,0.1389,0.8456,0.07521,0.5516,0.3732,0.06063,0.4368,0.5026,4.847,3.972,19.69,319.5
1,down_proj,2616,0.6952,0.06198,0.2428,0.001415,0.3814,0.6172,0.1107,0.401,0.4883,0.002036,6.154,0.1692,22.88
2,q_proj,2616,0.03331,0.1615,0.8052,2.24e-14,0.5208,0.4792,2.871e-14,0.564,0.436,6.725e-13,3.225,2.665e-12,50.15
2,k_proj,2616,0.03331,0.1615,0.8052,0.02828,0.6776,0.2941,0.03968,0.6527,0.3077,0.8489,4.197,4.454,57.68
2,v_proj,2616,0.03331,0.1615,0.8052,0.03051,0.7071,0.2624,0.04837,0.662,0.2896,0.9159,4.379,4.187,73.59
2,o_proj,2616,0.122,0.2514,0.6266,0.001262,0.3738,0.625,0.007412,0.5461,0.4465,0.01034,1.486,0.1563,24.76
2,gate_proj,2616,0.01032,0.139,0.8507,0.02468,0.6156,0.3597,0.01386,0.5289,0.4572,2.391,4.43,5.578,122.7
2,up_proj,2616,0.01032,0.139,0.8507,0.007202,0.6183,0.3745,0.004064,0.5387,0.4572,0.6978,4.449,1.612,139.1
2,down_proj,2616,0.5965,0.112,0.2914,0.001157,0.3748,0.624,0.04794,0.5697,0.3824,0.00194,3.345,0.1299,19.91
3,q_proj,2616,0.02043,0.1799,0.7996,2.84e-14,0.4686,0.5314,2.387e-14,0.4583,0.5417,1.39e-12,2.604,4.973e-12,60.66
3,k_proj,2616,0.02043,0.1799,0.7996,0.01973,0.5445,0.4357,0.01585,0.5437,0.4404,0.9658,3.026,1.854,45.16
3,v_proj,2616,0.02043,0.1799,0.7996,0.0497,0.5159,0.4344,0.04173,0.5211,0.4372,2.433,2.867,4.895,24.68
3,o_proj,2616,0.07151,0.2726,0.6558,0.001176,0.3821,0.6167,0.003537,0.5307,0.4658,0.01645,1.402,0.1375,22.73
3,gate_proj,2616,0.01359,0.1657,0.8207,0.06824,0.549,0.3827,0.04229,0.5322,0.4256,5.022,3.314,15.13,102.2
3,up_proj,2616,0.01359,0.1657,0.8207,0.01242,0.5989,0.3887,0.007506,0.5748,0.4177,0.9138,3.615,2.661,70.17
